,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,Parent id,Review created,Communicate created,age_till_communicate,age_till_communicate_hours
1078,CI-6828,389982,Closed,aruizrobles,2022-05-11 17:12:00,18/May/22 12:00 AM,21/Jun/22 6:42 PM,Rhenus,Service Request (SR),389982,2022-05-11 17:12:00,2022-06-20 10:31:00,39 days 17:19:00.000000000,953.32
1079,CI-6826,389816,Closed,nsanchez,2022-05-11 13:22:00,17/May/22 12:00 AM,01/Jun/22 3:31 PM,LKW Walter,Service Request (SR),389816,2022-05-11 13:22:00,2022-05-26 09:59:00,14 days 20:37:00.000000000,356.62
1080,CI-6825,389774,Verify,aklabisz,2022-05-11 11:16:00,16/May/22 12:00 AM,,Hugo Boss,Service Request (SR),389774,2022-05-11 11:16:00,2022-05-24 11:35:00,13 days 00:19:00.000000000,312.32
1081,CI-6824,389753,Closed,aklabisz,2022-05-11 10:55:00,18/May/22 12:00 AM,31/May/22 10:11 AM,TeamBank AG,Service Request (SR),389753,2022-05-11 10:55:00,2022-05-17 11:17:00,6 days 00:22:00.000000000,144.37
1082,CI-6823,389582,Closed,guinoo,2022-05-11 03:30:00,18/May/22 12:00 AM,12/May/22 9:26 AM,Continental,Service Request (SR),389582,2022-05-11 03:30:00,2022-05-12 09:26:00,1 days 05:56:00.000000000,29.93
1083,CI-6822,389507,Closed,nsanchez,2022-05-10 16:13:00,16/May/22 12:00 AM,11/May/22 1:13 PM,LKW Walter,Service Request (SR),389507,2022-05-10 16:13:00,,,
1084,CI-6821,389490,Closed,nsanchez,2022-05-10 15:18:00,17/May/22 12:00 AM,10/Jun/22 8:51 AM,VW,Service Request (SR),389490,2022-05-10 15:18:00,2022-06-07 09:21:00,27 days 18:03:00.000000000,666.05
1085,CI-6820,389469,Closed,ssanz,2022-05-10 15:00:00,13/May/22 12:00 AM,17/May/22 12:03 PM,Allianz,Incident Request (IR),389469,2022-05-10 15:00:00,2022-05-13 22:06:00,3 days 07:06:00.000000000,79.1
1086,CI-6819,389406,Closed,aruizrobles,2022-05-10 12:44:00,17/May/22 12:00 AM,17/May/22 12:32 PM,Numiga,Service Request (SR),389406,2022-05-10 12:44:00,2022-05-17 12:16:00,6 days 23:32:00.000000000,167.53
1087,CI-6818,389361,Closed,ssanz,2022-05-10 11:30:00,17/May/22 12:00 AM,01/Jun/22 12:36 PM,Orange,Service Request (SR),389361,2022-05-10 11:30:00,,,
1088,CI-6817,389333,Review,mstaszek,2022-05-10 09:48:00,31/Jul/22 12:00 AM,,,,389333,2022-05-10 09:48:00,,,
1089,CI-6816,389331,Review,mstaszek,2022-05-10 09:47:00,31/Jul/22 12:00 AM,,,,389331,2022-05-10 09:47:00,,,
1090,CI-6815,389328,Review,mstaszek,2022-05-10 09:45:00,31/Jul/22 12:00 AM,,,,389328,2022-05-10 09:45:00,,,
1091,CI-6814,389321,Review,mstaszek,2022-05-10 09:41:00,31/Jul/22 12:00 AM,,,,389321,2022-05-10 09:41:00,,,
1092,CI-6813,389312,Closed,ssanz,2022-05-10 09:16:00,17/May/22 12:00 AM,24/May/22 12:26 PM,ProcurX,Service Request (SR),389312,2022-05-10 09:16:00,,,
1093,CI-6812,389309,Closed,hilbich,2022-05-10 09:05:00,17/May/22 12:00 AM,12/May/22 11:39 AM,ProcurX,Incident Request (IR),389309,2022-05-10 09:05:00,2022-05-12 09:16:00,2 days 00:11:00.000000000,48.18
1094,CI-6811,389307,Do,mstaszek,2022-05-10 09:00:00,31/Jul/22 12:00 AM,,,,389307,2022-05-10 09:00:00,,,
1095,CI-6810,389246,Closed,yutaka,2022-05-10 05:47:00,12/May/22 12:00 AM,08/Jun/22 2:09 AM,Amadeus,Incident Request (IR),389246,2022-05-10 05:47:00,2022-05-18 15:21:00,8 days 09:34:00.000000000,201.57
1096,CI-6809,389235,Closed,guinoo,2022-05-10 02:48:00,12/May/22 12:00 AM,13/May/22 1:19 AM,Enercon,Service Request (SR),389235,2022-05-10 02:48:00,2022-05-11 02:46:00,0 days 23:58:00.000000000,23.97
1097,CI-6808,389233,Closed,yutaka,2022-05-10 02:16:00,15/Jun/22 12:00 AM,18/Jul/22 9:58 AM,Endress Hauser,Service Request (SR),389233,2022-05-10 02:16:00,,,
1098,CI-6807,389186,Closed,aruizrobles,2022-05-09 17:05:00,18/May/22 12:00 AM,24/May/22 9:42 AM,HRS,Service Request (SR),389186,2022-05-09 17:05:00,2022-05-23 11:23:00,13 days 18:18:00.000000000,330.3
1099,CI-6806,389045,Closed,aruizrobles,2022-05-09 12:39:00,16/May/22 12:00 AM,12/May/22 2:29 PM,Numiga,Service Request (SR),389045,2022-05-09 12:39:00,2022-05-12 13:32:00,3 days 00:53:00.000000000,72.88
1100,CI-6805,389033,Closed,aruizrobles,2022-05-09 11:54:00,16/May/22 12:00 AM,17/May/22 11:13 AM,Rhenus,Service Request (SR),389033,2022-05-09 11:54:00,2022-05-17 10:48:00,7 days 22:54:00.000000000,190.9
1101,CI-6804,388774,Closed,ssanz,2022-05-06 13:57:00,13/May/22 12:00 AM,23/May/22 4:37 PM,Allianz,Service Request (SR),388774,2022-05-06 13:57:00,2022-05-23 14:09:00,17 days 00:12:00.000000000,408.2
1102,CI-6803,388762,Closed,aklabisz,2022-05-06 12:58:00,13/May/22 12:00 AM,19/May/22 1:18 PM,VW,Service Request (SR),388762,2022-05-06 12:58:00,2022-05-13 12:39:00,6 days 23:41:00.000000000,167.68
1103,CI-6802,388748,Closed,ssanz,2022-05-06 12:09:00,13/May/22 12:00 AM,17/May/22 11:55 AM,Enercon,Service Request (SR),388748,2022-05-06 12:09:00,2022-05-12 14:34:00,6 days 02:25:00.000000000,146.42
1104,CI-6801,388737,Closed,guinoo,2022-05-06 11:38:00,12/May/22 12:00 AM,12/May/22 1:01 AM,Munckhof,Service Request (SR),388737,2022-05-06 11:38:00,2022-05-11 14:49:00,5 days 03:11:00.000000000,123.18
1105,CI-6800,388625,Communicate,salajan,2022-05-05 17:54:00,06/May/22 12:00 AM,,i:FAO,Project,388625,2022-05-05 17:54:00,2022-06-22 17:52:00,47 days 23:58:00.000000000,1151.97
1106,CI-6799,388621,Closed,aruizrobles,2022-05-05 17:48:00,12/May/22 12:00 AM,09/May/22 5:39 PM,Numiga,Service Request (SR),388621,2022-05-05 17:48:00,2022-05-09 15:57:00,3 days 22:09:00.000000000,94.15
1107,CI-6798,388553,Closed,achattopadhyay,2022-05-05 15:00:00,12/May/22 12:00 AM,17/May/22 1:31 PM,Holtzbrink,Service Request (SR),388553,2022-05-05 15:00:00,2022-05-17 13:30:00,11 days 22:30:00.000000000,286.5
1108,CI-6797,388542,Closed,ccasper,2022-05-05 14:49:00,11/May/22 12:00 AM,30/May/22 9:27 AM,Porsche,Project,388542,2022-05-05 14:49:00,2022-05-24 08:32:00,18 days 17:43:00.000000000,449.72
1109,CI-6796,388518,Closed,salajan,2022-05-05 13:51:00,06/May/22 12:00 AM,14/Jun/22 5:13 PM,VW,Project,388518,2022-05-05 13:51:00,2022-05-24 11:56:00,18 days 22:05:00.000000000,454.08
1110,CI-6795,388323,Closed,nsanchez,2022-05-04 16:00:00,12/May/22 12:00 AM,09/May/22 1:03 PM,msg systems,Service Request (SR),388323,2022-05-04 16:00:00,,,
1111,CI-6794,388241,Closed,aklabisz,2022-05-04 11:35:00,18/May/22 12:00 AM,30/May/22 3:59 PM,VW,Service Request (SR),388241,2022-05-04 11:35:00,2022-05-24 11:26:00,19 days 23:51:00.000000000,479.85
1112,CI-6793,388234,Closed,aklabisz,2022-05-04 11:12:00,11/May/22 12:00 AM,04/May/22 11:50 AM,Deutschlandradio,Service Request (SR),388234,2022-05-04 11:12:00,,,
1113,CI-6792,388189,Closed,guinoo,2022-05-04 09:44:00,11/May/22 12:00 AM,19/May/22 6:24 AM,Burda,Service Request (SR),388189,2022-05-04 09:44:00,2022-05-17 10:48:00,13 days 01:04:00.000000000,313.07
1114,CI-6791,388158,Closed,guinoo,2022-05-04 07:59:00,06/May/22 12:00 AM,10/May/22 5:11 AM,ProcurX,Service Request (SR),388158,2022-05-04 07:59:00,2022-05-10 05:11:00,5 days 21:12:00.000000000,141.2
1115,CI-6790,388135,Closed,guinoo,2022-05-04 06:16:00,11/May/22 12:00 AM,05/May/22 1:04 AM,Heidelberg Cement,Service Request (SR),388135,2022-05-04 06:16:00,2022-05-04 07:46:00,0 days 01:30:00.000000000,1.5
1116,CI-6789,388122,Closed,ngraf,2022-05-03 21:11:00,10/May/22 12:00 AM,26/Oct/22 11:42 AM,Nedschroef,Service Request (SR),388122,2022-05-03 21:11:00,2022-10-20 17:08:00,169 days 19:57:00.000000000,4075.95
1117,CI-6788,387985,Closed,nsanchez,2022-05-03 14:01:00,05/May/22 12:00 AM,06/May/22 12:26 PM,Amadeus,Incident Request (IR),387985,2022-05-03 14:01:00,,,
1118,CI-6787,387949,Closed,devries,2022-05-03 11:09:00,03/May/22 12:00 AM,04/May/22 11:45 AM,vegas,Service Request (SR),387949,2022-05-03 11:09:00,2022-05-04 11:45:00,1 days 00:36:00.000000000,24.6
1119,CI-6786,387946,Closed,aruizrobles,2022-05-03 10:56:00,10/May/22 12:00 AM,09/May/22 4:09 PM,Numiga,Service Request (SR),387946,2022-05-03 10:56:00,2022-05-09 14:45:00,6 days 03:49:00.000000000,147.82
1120,CI-6785,387933,Closed,ccasper,2022-05-03 10:01:00,03/Jun/22 12:00 AM,30/May/22 9:26 AM,Porsche,Project,387933,2022-05-03 10:01:00,2022-05-24 08:32:00,20 days 22:31:00.000000000,502.52
1121,CI-6784,387790,Closed,aklabisz,2022-05-02 12:15:00,04/May/22 12:00 AM,24/May/22 10:40 AM,msg systems,Service Request (SR),387790,2022-05-02 12:15:00,2022-05-05 08:47:00,2 days 20:32:00.000000000,68.53
1122,CI-6783,387754,Closed,aklabisz,2022-05-02 10:35:00,09/May/22 12:00 AM,13/Jun/22 12:14 PM,Rheinmetall,Service Request (SR),387754,2022-05-02 10:35:00,2022-05-18 16:25:00,16 days 05:50:00.000000000,389.83
1123,CI-6782,387691,Closed,shimizu,2022-05-02 04:54:00,13/May/22 12:00 AM,14/Jun/22 3:54 AM,Product Management,Project,387691,2022-05-02 04:54:00,,,
1124,CI-6781,387597,Closed,marscholl,2022-04-29 15:55:00,06/May/22 12:00 AM,10/Jun/22 5:10 PM,OBB,Service Request (SR),387597,2022-04-29 15:55:00,2022-05-11 14:48:00,11 days 22:53:00.000000000,286.88
1125,CI-6780,387588,Closed,aklabisz,2022-04-29 15:05:00,04/May/22 12:00 AM,13/May/22 11:34 AM,Vaillant,Incident Request (IR),387588,2022-04-29 15:05:00,2022-05-12 09:27:00,12 days 18:22:00.000000000,306.37
1126,CI-6779,387583,Closed,ssanz,2022-04-29 14:58:00,06/May/22 12:00 AM,19/May/22 12:06 PM,Allianz,Incident Request (IR),387583,2022-04-29 14:58:00,2022-05-18 15:36:00,19 days 00:38:00.000000000,456.63
1127,CI-6778,387550,Closed,ssanz,2022-04-29 13:50:00,05/May/22 12:00 AM,17/May/22 11:49 AM,Allianz,Incident Request (IR),387550,2022-04-29 13:50:00,2022-05-16 13:13:00,16 days 23:23:00.000000000,407.38
1128,CI-6777,387434,Closed,hilbich,2022-04-29 09:11:00,06/May/22 12:00 AM,14/Jun/22 10:03 AM,Expense Development,Service Request (SR),387434,2022-04-29 09:11:00,,,
1129,CI-6776,387429,Closed,hilbich,2022-04-29 09:03:00,06/May/22 12:00 AM,07/Jun/22 12:52 PM,Expense Development,Service Request (SR),387429,2022-04-29 09:03:00,2022-06-07 10:54:00,39 days 01:51:00.000000000,937.85
1130,CI-6775,387393,Closed,guinoo,2022-04-29 04:37:00,06/May/22 12:00 AM,06/May/22 12:52 AM,Amadeus,Service Request (SR),387393,2022-04-29 04:37:00,2022-05-04 02:59:00,4 days 22:22:00.000000000,118.37
1131,CI-6774,387367,Closed,ccasper,2022-04-28 16:41:00,03/Jun/22 12:00 AM,02/Jun/22 2:06 PM,Porsche,Project,387367,2022-04-28 16:41:00,2022-06-02 11:15:00,34 days 18:34:00.000000000,834.57
1132,CI-6773,387365,Closed,ccasper,2022-04-28 16:38:00,03/Jun/22 12:00 AM,12/May/22 9:24 AM,Porsche,Project,387365,2022-04-28 16:38:00,2022-05-12 09:17:00,13 days 16:39:00.000000000,328.65
1133,CI-6772,387362,Closed,ccasper,2022-04-28 16:34:00,03/Jun/22 12:00 AM,11/May/22 8:22 AM,Porsche,Project,387362,2022-04-28 16:34:00,2022-05-11 06:41:00,12 days 14:07:00.000000000,302.12
1134,CI-6771,387359,Closed,ccasper,2022-04-28 16:31:00,03/Jun/22 12:00 AM,30/May/22 9:26 AM,Porsche,Project,387359,2022-04-28 16:31:00,2022-05-24 08:32:00,25 days 16:01:00.000000000,616.02
1135,CI-6770,387353,Closed,ccasper,2022-04-28 16:21:00,03/Jun/22 12:00 AM,02/Jun/22 2:06 PM,Porsche,Project,387353,2022-04-28 16:21:00,2022-06-02 11:15:00,34 days 18:54:00.000000000,834.9
1136,CI-6769,387338,Closed,nsanchez,2022-04-28 15:28:00,10/May/22 12:00 AM,27/Jun/22 10:23 AM,Continental,Service Request (SR),387338,2022-04-28 15:28:00,2022-06-27 10:23:00,59 days 18:55:00.000000000,1434.92
1137,CI-6768,387331,Closed,aklabisz,2022-04-28 15:01:00,05/May/22 12:00 AM,22/Aug/22 9:37 AM,Munckhof,Service Request (SR),387331,2022-04-28 15:01:00,2022-08-11 12:33:00,104 days 21:32:00.000000000,2517.53
1138,CI-6767,387328,Closed,ccasper,2022-04-28 14:52:00,03/Jun/22 12:00 AM,30/May/22 9:26 AM,Porsche,Project,387328,2022-04-28 14:52:00,2022-05-24 08:32:00,25 days 17:40:00.000000000,617.67
1139,CI-6766,387326,Closed,ccasper,2022-04-28 14:44:00,03/Jun/22 12:00 AM,06/May/22 8:08 AM,Porsche,Project,387326,2022-04-28 14:44:00,2022-05-06 06:15:00,7 days 15:31:00.000000000,183.52
1140,CI-6765,387323,Closed,ccasper,2022-04-28 14:40:00,03/Jun/22 12:00 AM,06/May/22 8:07 AM,Porsche,Project,387323,2022-04-28 14:40:00,2022-05-06 06:14:00,7 days 15:34:00.000000000,183.57
1141,CI-6764,387319,Closed,ccasper,2022-04-28 14:36:00,03/Jun/22 12:00 AM,25/May/22 8:55 AM,Porsche,Project,387319,2022-04-28 14:36:00,2022-05-25 08:55:00,26 days 18:19:00.000000000,642.32
1142,CI-6763,387274,Closed,nsanchez,2022-04-28 12:36:00,05/May/22 12:00 AM,07/Jun/22 12:16 PM,Continental,Service Request (SR),387274,2022-04-28 12:36:00,2022-06-07 11:28:00,39 days 22:52:00.000000000,958.87
1143,CI-6762,387271,Closed,yutaka,2022-04-28 12:22:00,05/May/22 12:00 AM,17/May/22 11:34 AM,Endress Hauser,Service Request (SR),387271,2022-04-28 12:22:00,2022-05-12 13:53:00,14 days 01:31:00.000000000,337.52
1144,CI-6761,387267,Closed,guinoo,2022-04-28 12:02:00,05/May/22 12:00 AM,05/May/22 1:33 AM,Enercon,Service Request (SR),387267,2022-04-28 12:02:00,2022-05-04 02:04:00,5 days 14:02:00.000000000,134.03
1145,CI-6760,387176,Closed,guinoo,2022-04-28 05:18:00,29/Apr/22 12:00 AM,29/Apr/22 10:54 AM,MFTBC,Service Request (SR),387176,2022-04-28 05:18:00,2022-04-29 10:43:00,1 days 05:25:00.000000000,29.42
1146,CI-6759,387157,Closed,aruizrobles,2022-04-27 17:44:00,30/Jun/22 12:00 AM,20/Jun/22 5:17 PM,Amadeus Pre Sales Demos,Project,387157,2022-04-27 17:44:00,2022-06-15 14:29:00,48 days 20:45:00.000000000,1172.75
1147,CI-6758,387097,Closed,nsanchez,2022-04-27 15:00:00,04/May/22 12:00 AM,10/May/22 1:31 PM,Eberspacher,Service Request (SR),387097,2022-04-27 15:00:00,2022-05-10 13:04:00,12 days 22:04:00.000000000,310.07
1148,CI-6757,387044,Closed,nsanchez,2022-04-27 13:01:00,29/Apr/22 12:00 AM,19/May/22 10:36 AM,Endress Hauser,Incident Request (IR),387044,2022-04-27 13:01:00,2022-05-12 11:30:00,14 days 22:29:00.000000000,358.48
1149,CI-6756,386901,Closed,guinoo,2022-04-27 03:18:00,03/May/22 12:00 AM,12/May/22 9:32 AM,Endress Hauser,Service Request (SR),386901,2022-04-27 03:18:00,2022-05-09 15:31:00,12 days 12:13:00.000000000,300.22
1150,CI-6755,386864,Closed,nsanchez,2022-04-26 17:16:00,02/May/22 12:00 AM,09/Aug/22 2:31 PM,Hugo Boss,Incident Request (IR),386864,2022-04-26 17:16:00,2022-08-09 14:30:00,104 days 21:14:00.000000000,2517.23
1151,CI-6754,386825,Closed,nsanchez,2022-04-26 15:21:00,05/May/22 12:00 AM,17/May/22 12:01 PM,msg systems,Service Request (SR),386825,2022-04-26 15:21:00,2022-05-16 10:08:00,19 days 18:47:00.000000000,474.78
1152,CI-6753,386778,Closed,aruizrobles,2022-04-26 12:29:00,03/May/22 12:00 AM,11/May/22 1:52 PM,Numiga,Service Request (SR),386778,2022-04-26 12:29:00,2022-05-11 08:33:00,14 days 20:04:00.000000000,356.07
1153,CI-6752,386765,Closed,aruizrobles,2022-04-26 11:53:00,03/May/22 12:00 AM,11/May/22 1:51 PM,Numiga,Service Request (SR),386765,2022-04-26 11:53:00,2022-05-11 13:30:00,15 days 01:37:00.000000000,361.62
1154,CI-6751,386748,Closed,nsanchez,2022-04-26 10:45:00,03/May/22 12:00 AM,09/May/22 12:42 PM,VW,Service Request (SR),386748,2022-04-26 10:45:00,2022-05-09 12:20:00,13 days 01:35:00.000000000,313.58
1155,CI-6750,386678,Closed,guinoo,2022-04-26 02:59:00,03/May/22 12:00 AM,27/Apr/22 1:25 AM,Numiga,Service Request (SR),386678,2022-04-26 02:59:00,,,
1156,CI-6749,386675,Closed,guinoo,2022-04-26 01:48:00,03/May/22 12:00 AM,26/Apr/22 9:36 AM,Numiga,Service Request (SR),386675,2022-04-26 01:48:00,,,
1157,CI-6748,386652,Closed,aruizrobles,2022-04-25 18:18:00,29/Apr/22 12:00 AM,09/May/22 9:36 AM,Numiga,Service Request (SR),386652,2022-04-25 18:18:00,2022-05-09 09:33:00,13 days 15:15:00.000000000,327.25
1158,CI-6747,386623,Closed,ssanz,2022-04-25 14:24:00,03/May/22 12:00 AM,01/Jun/22 10:47 AM,Allianz,Incident Request (IR),386623,2022-04-25 14:24:00,2022-05-30 10:04:00,34 days 19:40:00.000000000,835.67
1159,CI-6746,386535,Closed,nsanchez,2022-04-25 09:23:00,05/May/22 12:00 AM,10/Jun/22 9:26 AM,Rheinmetall,Service Request (SR),386535,2022-04-25 09:23:00,2022-05-04 11:31:00,9 days 02:08:00.000000000,218.13
1160,CI-6745,386460,Closed,nsanchez,2022-04-22 13:13:00,27/Apr/22 12:00 AM,26/Apr/22 12:39 PM,Ineos,Service Request (SR),386460,2022-04-22 13:13:00,,,
1161,CI-6744,386427,Closed,nsanchez,2022-04-22 11:21:00,26/Apr/22 12:00 AM,27/Jun/22 3:28 PM,CMS Hasche Sigle,Incident Request (IR),386427,2022-04-22 11:21:00,2022-06-27 15:27:00,66 days 04:06:00.000000000,1588.1
1162,CI-6743,386410,Closed,nsanchez,2022-04-22 09:40:00,28/Apr/22 12:00 AM,23/May/22 9:30 AM,msg systems,Service Request (SR),386410,2022-04-22 09:40:00,2022-05-19 13:06:00,27 days 03:26:00.000000000,651.43
1163,CI-6742,386365,Closed,yutaka,2022-04-22 01:07:00,29/Apr/22 12:00 AM,12/May/22 8:51 AM,Orange,Service Request (SR),386365,2022-04-22 01:07:00,2022-05-06 09:44:00,14 days 08:37:00.000000000,344.62
1164,CI-6741,386223,Closed,nsanchez,2022-04-21 11:08:00,28/Apr/22 12:00 AM,10/May/22 10:23 AM,Universal Travel,Service Request (SR),386223,2022-04-21 11:08:00,2022-05-10 09:20:00,18 days 22:12:00.000000000,454.2
1165,CI-6740,386193,Closed,yutaka,2022-04-21 09:23:00,28/Apr/22 12:00 AM,19/May/22 2:06 PM,Burda,Service Request (SR),386193,2022-04-21 09:23:00,2022-05-19 13:49:00,28 days 04:26:00.000000000,676.43
1166,CI-6739,386135,Closed,yutaka,2022-04-21 02:39:00,25/Apr/22 12:00 AM,06/May/22 9:49 AM,Burda,Incident Request (IR),386135,2022-04-21 02:39:00,2022-05-05 09:19:00,14 days 06:40:00.000000000,342.67
1167,CI-6738,385981,Closed,ccasper,2022-04-20 11:22:00,22/Apr/22 12:00 AM,21/Apr/22 2:18 PM,Porsche,Project,385981,2022-04-20 11:22:00,2022-04-21 11:22:00,1 days 00:00:00.000000000,24.0
1168,CI-6737,385924,Closed,wenner,2022-04-20 09:30:00,31/May/22 12:00 AM,25/May/22 8:58 AM,i:FAO,Service Request (SR),385924,2022-04-20 09:30:00,2022-05-25 08:57:00,34 days 23:27:00.000000000,839.45
1169,CI-6736,385887,Closed,yutaka,2022-04-20 08:15:00,27/Apr/22 12:00 AM,30/May/22 5:17 AM,Ineos,Service Request (SR),385887,2022-04-20 08:15:00,,,
1170,CI-6735,385857,Closed,yutaka,2022-04-20 01:51:00,21/Apr/22 12:00 AM,17/May/22 4:52 AM,Rewe Group,Service Request (SR),385857,2022-04-20 01:51:00,2022-05-17 04:52:00,27 days 03:01:00.000000000,651.02
1171,CI-6733,385700,Closed,yutaka,2022-04-19 14:51:00,21/Apr/22 12:00 AM,30/May/22 5:18 AM,Rheinmetall,Incident Request (IR),385700,2022-04-19 14:51:00,2022-05-12 13:30:00,22 days 22:39:00.000000000,550.65
1172,CI-6732,385691,Closed,nsanchez,2022-04-19 14:34:00,02/May/22 12:00 AM,01/Jul/22 10:46 AM,Hugo Boss,Service Request (SR),385691,2022-04-19 14:34:00,2022-06-23 09:43:00,64 days 19:09:00.000000000,1555.15
1173,CI-6731,385644,Closed,ssanz,2022-04-19 11:44:00,26/Apr/22 12:00 AM,11/May/22 12:41 PM,Allianz,Incident Request (IR),385644,2022-04-19 11:44:00,,,
1174,CI-6729,385368,Closed,yutaka,2022-04-18 06:48:00,29/Apr/22 12:00 AM,03/May/22 9:33 AM,Rheinmetall,Incident Request (IR),385368,2022-04-18 06:48:00,2022-05-02 16:46:00,14 days 09:58:00.000000000,345.97
1175,CI-6728,385197,Closed,yutaka,2022-04-15 01:23:00,19/Apr/22 12:00 AM,18/Apr/22 10:09 AM,Eberspacher,Service Request (SR),385197,2022-04-15 01:23:00,,,
1176,CI-6727,385117,Closed,aklabisz,2022-04-14 14:06:00,21/Apr/22 12:00 AM,26/Sep/22 3:44 PM,Rheinmetall,Service Request (SR),385117,2022-04-14 14:06:00,2022-05-18 16:25:00,34 days 02:19:00.000000000,818.32
1177,CI-6726,385022,Communicate,gmalarski,2022-04-14 10:58:00,05/May/22 12:00 AM,,,,385022,2022-04-14 10:58:00,2022-05-18 09:11:00,33 days 22:13:00.000000000,814.22
1178,CI-6725,384924,Closed,ccasper,2022-04-14 09:13:00,20/Apr/22 12:00 AM,06/May/22 8:10 AM,Porsche,Project,384924,2022-04-14 09:13:00,2022-05-04 07:53:00,19 days 22:40:00.000000000,478.67
1179,CI-6724,384910,Closed,ccasper,2022-04-14 08:25:00,20/Apr/22 12:00 AM,30/May/22 12:36 PM,Porsche,Project,384910,2022-04-14 08:26:00,2022-05-30 12:25:00,46 days 04:00:00.000000000,1108.0
1180,CI-6723,384881,Closed,ngraf,2022-04-13 22:19:00,20/Apr/22 12:00 AM,13/May/22 2:14 AM,CMS Hasche Sigle,Service Request (SR),384881,2022-04-13 22:19:00,2022-05-13 02:13:00,29 days 03:54:00.000000000,699.9
1181,CI-6722,384822,Closed,nsanchez,2022-04-13 15:17:00,26/Apr/22 12:00 AM,27/Jun/22 3:55 PM,Porsche,Service Request (SR),384822,2022-04-13 15:17:00,,,
1182,CI-6721,384803,Closed,ssanz,2022-04-13 14:26:00,22/Apr/22 12:00 AM,05/Jul/22 1:15 PM,Amadeus,Service Request (SR),384803,2022-04-13 14:26:00,2022-06-29 08:15:00,76 days 17:49:00.000000000,1841.82
1183,CI-6720,384718,Closed,mueller,2022-04-13 09:37:00,13/Apr/22 12:00 AM,13/Apr/22 11:54 AM,Deichmann,Project,384718,2022-04-13 09:37:00,2022-04-13 11:54:00,0 days 02:17:00.000000000,2.28
1184,CI-6719,384648,Closed,ssanz,2022-04-12 15:36:00,19/Apr/22 12:00 AM,01/Jun/22 1:05 PM,Damm,Incident Request (IR),384648,2022-04-12 15:36:00,2022-06-01 13:04:00,49 days 21:28:00.000000000,1197.47
1185,CI-6718,384572,Closed,ccasper,2022-04-12 10:57:00,15/Apr/22 12:00 AM,19/Apr/22 3:42 PM,i:FAO,Service Request (SR),384572,2022-04-12 10:57:00,2022-04-19 08:33:00,6 days 21:36:00.000000000,165.6
1186,CI-6717,384560,Closed,aruizrobles,2022-04-12 10:37:00,19/Apr/22 12:00 AM,04/May/22 10:36 AM,Numiga,Service Request (SR),384560,2022-04-12 10:37:00,2022-05-04 10:00:00,21 days 23:23:00.000000000,527.38
1187,CI-6716,384556,Closed,gmalarski,2022-04-12 10:35:00,15/Apr/22 12:00 AM,13/Apr/22 11:57 AM,CEPSA,Service Request (SR),384556,2022-04-12 10:35:00,2022-04-13 11:57:00,1 days 01:22:00.000000000,25.37
1188,CI-6715,384485,Closed,yutaka,2022-04-12 04:39:00,19/Apr/22 12:00 AM,09/May/22 8:41 AM,Amadeus,Service Request (SR),384485,2022-04-12 04:39:00,2022-04-21 20:16:00,9 days 15:37:00.000000000,231.62
1189,CI-6714,384481,Closed,yutaka,2022-04-12 04:17:00,15/Apr/22 12:00 AM,04/May/22 2:54 AM,VW,Service Request (SR),384481,2022-04-12 04:17:00,2022-05-04 02:54:00,21 days 22:37:00.000000000,526.62
1190,CI-6713,384477,Closed,yutaka,2022-04-12 03:32:00,19/Apr/22 12:00 AM,24/May/22 8:35 AM,Endress Hauser,Service Request (SR),384477,2022-04-12 03:32:00,2022-05-16 12:55:00,34 days 09:23:00.000000000,825.38
1191,CI-6712,384475,Closed,yutaka,2022-04-12 03:02:00,15/Apr/22 12:00 AM,09/May/22 10:08 AM,VW,Incident Request (IR),384475,2022-04-12 03:02:00,2022-04-22 08:39:00,10 days 05:37:00.000000000,245.62
1192,CI-6711,384473,Closed,yutaka,2022-04-12 02:36:00,19/Apr/22 12:00 AM,16/May/22 10:06 AM,Endress Hauser,Service Request (SR),384473,2022-04-12 02:36:00,2022-05-04 13:24:00,22 days 10:48:00.000000000,538.8
1193,CI-6710,384411,Closed,gmalarski,2022-04-11 14:59:00,31/Aug/22 12:00 AM,01/Aug/22 8:28 AM,OBB,Service Request (SR),384411,2022-04-11 14:59:00,,,
1194,CI-6709,384367,Closed,nsanchez,2022-04-11 11:30:00,21/Apr/22 12:00 AM,04/May/22 4:05 PM,msg systems,Service Request (SR),384367,2022-04-11 11:30:00,2022-05-04 13:45:00,23 days 02:15:00.000000000,554.25
1195,CI-6708,384347,Closed,yutaka,2022-04-11 10:57:00,15/Apr/22 12:00 AM,20/May/22 5:33 AM,Ineos,Service Request (SR),384347,2022-04-11 10:57:00,,,
1196,CI-6707,384281,Closed,hilbich,2022-04-11 08:34:00,18/Apr/22 12:00 AM,14/Apr/22 2:01 PM,Allianz,Incident Request (IR),384281,2022-04-11 08:34:00,2022-04-14 13:42:00,3 days 05:08:00.000000000,77.13
