Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Created from Investigation Task),Inward issue link (Created from Investigation Task),Inward issue link (Created from Investigation Task),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (ART Sync Notes),Custom field (About),Custom field (Acceptance Criteria),Custom field (Activity),Custom field (Actual Business Value),Custom field (Actual Iteration),Custom field (Actual downtime),Custom field (Additional Information),Custom field (AeTM Migration Wave),Custom field (Affected Products),Custom field (Analyze and Design Date),Custom field (Application),Custom field (Approver),Custom field (Assignee Role),Custom field (Attached file with changes),Custom field (Automatic Transition),Custom field (Benefit Hypothesis),Custom field (Business Assumptions),Custom field (Business Case),Custom field (Business Justification),Custom field (Business need sign off criteria),Custom field (Case Creation Date),Custom field (Case Creation Date/Time),Custom field (Case Number/s),Custom field (Category of problem),Custom field (Client status),Custom field (Code Review Report),Custom field (Code Review by),Custom field (Commercial impact),Custom field (Commitment Level),Custom field (Committed revenues p.a.),Custom field (Competitive information),Custom field (Complexity),Custom field (Confidence Factor),Custom field (Configure),Custom field (Construct Auto Tests by),Custom field (Construct UI by),Custom field (Construct by),Custom field (Cost/risk points),Custom field (Current Situation),Custom field (CustomLogic),Custom field (Customer Points),Custom field (Customer complexity),Custom field (Customer priority),Custom field (Customer/s),Custom field (Customer/s),Custom field (Customer/s),Custom field (Customer/s),Custom field (Customer/s),Custom field (Customer/s),Custom field (Customer/s),Custom field (Customer/s),Custom field (Customer/s),Custom field (Customer/s),Custom field (Customer/s),Custom field (Customer/s),Custom field (DB Change included),Custom field (DT Number/s),Custom field (Date of First Response [CHART]),Custom field (Deadline SOR),Custom field (Decision),Custom field (Delivery Service Designer),Custom field (Dependency Details),Custom field (Description of potential side effects),Custom field (Design),Custom field (Developer),Custom field (Document by),Custom field (EMS Database Version/s),Custom field (Effective Assignee),Custom field (Effective Resolution),Custom field (Effective Status),Custom field (Environment types),Custom field (Epic),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Escalation contact),Custom field (Executive Summary),Custom field (Expected Behavior),Custom field (Expected downtime),Custom field (Expense Database Version/s),Custom field (Expense pDef Findings),Custom field (Explain by),Custom field (External Expert),Custom field (Fallback procedure),Custom field (Feature Validation),Custom field (Feature Validation Result),Custom field (Feature Validation Test Set URL),Custom field (Findings),Custom field (Fix Priority),Custom field (Fix by),Custom field (General Information),Custom field (Help Role),Custom field (How was it solved?),Custom field (ITO Findings),Custom field (ITS Team Assigned),Custom field (Impact on booking volume),Custom field (Impacting customer implementation/rollout),Custom field (Implementation deadline),Custom field (Implementation phase),Custom field (Import),Custom field (Import),Custom field (Import),Custom field (Incident date/time),Custom field (Include in GFTP),Custom field (Initial Request Date by Customer),Custom field (Initially Created),Custom field (Installation Instructions),Custom field (Interest),Custom field (Investigating Methods),Custom field (Is planned),Custom field (Issue Links Overview),Custom field (Job Size (WSJF)),Custom field (Linked CR Parent),Custom field (Linked DTs),Custom field (MDs spend),Custom field (Maintenance DT),Custom field (Mandate points),Custom field (Meeting Notes),Custom field (Memory),Custom field (Mobile Findings),Custom field (Notes),Custom field (OLD Agile Release Train (ART)),Custom field (Original story points),Custom field (PCI-DSS Reviews),Custom field (PCI-DSS related),Custom field (PDef Transition),Custom field (PSD document),Custom field (Parent Key),Custom field (Parent Link),Custom field (Password (test system)),Custom field (Performance risk),Custom field (Personal Notes),Custom field (Planned Business Value),Custom field (Planned Iteration),Custom field (Prepared Date),Custom field (Prio Ranking),Custom field (Priority Index),Custom field (ProdDef Size),Custom field (Product),Custom field (Product Definition),Custom field (Product Manager),Custom field (Product Value),Custom field (Product value points),Custom field (Project Manager),Custom field (Proposed Corrective Actions),Custom field (Proposed Solution),Custom field (Proposed suggestion),Custom field (Public bug information),Custom field (QA Size),Custom field (Quality Assurance),Custom field (Rank),Custom field (Reason to Reopen),Custom field (Reason to Suspend),Custom field (Regression Test Case URL),Custom field (Rejection reason),Custom field (Release Date),Custom field (Release Management Findings),Custom field (Release Note Required),Custom field (Release Notes),Custom field (Release Project Management Findings),Custom field (Remaining Story Points),Custom field (Reported Date),Custom field (Request),Custom field (Request Type),Custom field (Requested Date),Custom field (Requested For Quarter),Custom field (Required Skill Level),Custom field (Resources),Custom field (Responsive Design),Custom field (Restart Category),Custom field (Restart Type),Custom field (Retention or Growth (WSJF)),Custom field (Review Date),Custom field (Review by),Custom field (Risk Assessment),Custom field (Risk Assessment Description),Custom field (Risk Reduction/Opportunity (WSJF)),Custom field (Risk Reduction/Opportunity explanation),Custom field (Risks),Custom field (Root Cause),Custom field (SAFe Epic Type),Custom field (SAFe Feature Type),Custom field (SLA Status Report),Custom field (SO ID – Description),Custom field (SOR document),Custom field (Security/PCI Compliance Decision),Custom field (Server : System : Location : Division),Custom field (Session),Custom field (Severity),Custom field (Showstopper (WSJF)),Custom field (Showstopper explanation),Custom field (Size),Custom field (Slot time frame),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start Date),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Steps to reproduce),Custom field (Story Points),Custom field (Story Points Estimation),Custom field (Story Type),Custom field (Strategic customer),Custom field (Strategic customer points),Custom field (Subtask Overview),Custom field (Super Epic),Custom field (Support from FT),Custom field (Support task assignee),Custom field (Suspended),Custom field (System),Custom field (System Analyst),Custom field (T-Shirt sized estimation),Custom field (TMS location/division affected),Custom field (Target end),Custom field (Target end),Custom field (Target start),Custom field (Target start),Custom field (Team),Custom field (Test Case URL),Custom field (Test Procedure),Custom field (Test Run URL),Custom field (Test Set URL),Custom field (Test by),Custom field (Testing and Validation),Custom field (Time Criticality (WSJF)),Custom field (Time Criticality explanation),Custom field (Timeline),Custom field (Timer),Custom field (Topic),Custom field (Total Booking Volume p.a.),Custom field (Total Contract Value),Custom field (Total Expense Volume p.a.),Custom field (Total Points),Custom field (Total points incl. OOM),Custom field (Travel Dev Findings),Custom field (Travel Maintenance Findings),Custom field (Travel QA Findings),Custom field (Travel QA Responsible),Custom field (Travel cSOL Findings),Custom field (Travel pDef Findings),Custom field (Type of Expense Delivery Task),Custom field (Type of Request),Custom field (Type of Script),Custom field (URL),Custom field (UX Analyst),Custom field (UX Guidelines),Custom field (UX Instructions),Custom field (UX Researcher),Custom field (UX Size),Custom field (UX Story Ranking),Custom field (UX Visual Designer),Custom field (UX Writer),Custom field (UXR Deliverables),Custom field (UXR Personas),Custom field (UXW RTM Code),Custom field (Unique users involved),Custom field (User Name (test system)),Custom field (User-business Value (WSJF)),Custom field (User-business Value explanation),Custom field (Validation),Custom field (Verification Date),Custom field (WSJF Total),Custom field (What can be done to avoid it in future?),Custom field (What happened?),Custom field (When did it happen?),Custom field (When was it solved?),Custom field (Which customers are affected?),Custom field (arctic Dev Findings),Custom field (arctic ProdDef),Custom field (arctic QA Findings),Custom field (cytric Stability Findings),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"lcc-smartbooking-ap - EMS error for ""error.expense.reportPhaseErrorOccured""",CI-8477,464753,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,,Done,,yutaka.yasumi,yutaka.yasumi,13/Apr/23 12:30 PM,08/May/23 2:14 AM,05/Jul/23 1:11 PM,08/May/23 2:14 AM,20/Apr/23 12:00 AM,0,EMS,,,,"Hello tam,

!image-2023-04-13-19-35-15-897.png|width=429,height=72!

We have that role you can access the EMS from the management tab.
In the EMS you open the ""advanced system settings"" block and add the following setting in the system properties:
engine.useEMS.active=true

Afterwards your system will use the EMS for calculations.

!image-2023-04-13-19-34-39-476.png!

Best regards,
Yutaka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13/Apr/23 12:34 PM;yutaka.yasumi;image-2023-04-13-19-34-39-476.png;https://jira.ifao.net/secure/attachment/192369/image-2023-04-13-19-34-39-476.png","13/Apr/23 12:35 PM;yutaka.yasumi;image-2023-04-13-19-35-15-897.png;https://jira.ifao.net/secure/attachment/192371/image-2023-04-13-19-35-15-897.png",,,,,,,,,,,,,,,,,,,7.0,,,,,,,2023-05-08 02:14:41.0,,,,,,,,,,,13/Apr/23 12:00 AM,,2-17376802343,,,,yutaka.yasumi(JIRAUSER18676),,Committed,,,,,Configure,yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),,,,,,,Lufthansa City Center,,,,,,,,,,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,Closed,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,,,Productive System,,,,,,Thu Apr 13 12:30:27 CEST 2023,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,,,,,,,Hello,,,,,,,,,,,2023-05-08 02:14:41.0,,,,,,,,,,,,,,,,"0|i1zk71:e",,,,,,,,,,,,,,,,,,,,,Retention,,yutaka.yasumi(JIRAUSER18676),,,0,,,,,Functional Feature,net.ifao.jira.plugin.pmi.impl.field.searcher.slastatusreport.SLAStatusReport@0,,,,"World / lcc-smartbooking-ap	
",,3 - Medium,YES,,,,Codebusters-PI-7.1,Codebusters-PI-7.2,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@14b17802,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@6761d221,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@f9b1506,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@a52aee8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@153cb6c8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7ca59e94,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@2bc18723,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@347b495d,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@440123ec,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@140044c6,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,0,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.totalpoints.TotalPoints@2189a4a8,,,,,,,,,Incident Request (IR),,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.uniqueusersinvolved.UniqueUsersInvolved@1213340d,,0,,,2023-05-08 02:14:41.0,net.ifao.jira.plugin.pmi.impl.field.searcher.wsjftotal.WSJFTotal@61e5b567,,,,,,,,,,"08/May/23 2:14 AM;yutaka.yasumi;From CI-10238156
Thank you ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche - deactivate on unsettled trip notification email,CI-8476,464744,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,,Rejected,,yutaka.yasumi,yutaka.yasumi,13/Apr/23 12:12 PM,24/May/23 8:41 AM,05/Jul/23 1:11 PM,24/May/23 7:26 AM,20/Apr/23 12:00 AM,0,FridaySweep,TOP_Customer,,,"Hello team,

Could you please {color:#de350b}*deactivate*{color} on unsettled trip notification email.

Locations:
> DE - Dr. Ing. h.c. F. Porsche AG - Arbeitnehmerüberlassung (PACE)
> DE - Dr. Ing. h.c. F. Porsche AG (PACE)

Best regards,
Customer Support",,mkuchciak,segener,,,,,,,,,,,,,,,,,,,,,ITE-1795,,,,,,,,,,"05/May/23 4:31 PM;askarja;image-2023-05-05-16-31-35-525.png;https://jira.ifao.net/secure/attachment/195527/image-2023-05-05-16-31-35-525.png","08/May/23 5:01 PM;yutaka.yasumi;image-2023-05-09-00-01-12-080.png;https://jira.ifao.net/secure/attachment/195637/image-2023-05-09-00-01-12-080.png",,,,,,,,,,,,,,,,,,,7.0,,,,,,,2023-05-24 07:26:31.0,,,,,,,,,,,13/Apr/23 12:00 AM,,2-17376909963,,,,yutaka.yasumi(JIRAUSER18676),,Committed,,,,,Configure,yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),,,,,,,Porsche,,,,,,,,,,,,,,2023-04-20 23:04:16.908,,,,,,,mkuchciak,yutaka.yasumi(JIRAUSER18676),,,,Closed,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,,,Productive System,,,,,,Thu Apr 13 12:12:15 CEST 2023,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@21778306,0,,,,,,,,,,,,Hello,,,,,,,,,,,2023-05-24 07:26:31.0,,,,,,,,,,,,,,,,"0|i20pql:ya9",,,,,,,,,,,,,,,,,,,,,Retention,,yutaka.yasumi(JIRAUSER18676),,,0,,,,,Functional Feature,net.ifao.jira.plugin.pmi.impl.field.searcher.slastatusreport.SLAStatusReport@0,,,,"Travel / Porsche
Locations:
> DE - Dr. Ing. h.c. F. Porsche AG - Arbeitnehmerüberlassung (PACE)
> DE - Dr. Ing. h.c. F. Porsche AG (PACE)",,3 - Medium,YES,,,,Codebusters-PI-7.1,Codebusters-PI-7.2,Codebusters-PI-7.3,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@14b17802,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@6761d221,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@f9b1506,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@a52aee8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@153cb6c8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7ca59e94,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@2bc18723,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@347b495d,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@440123ec,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@140044c6,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,0,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.totalpoints.TotalPoints@68bc6a6f,,,,,,,,,Service Request (SR),,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.uniqueusersinvolved.UniqueUsersInvolved@1f5475e3,,0,,,2023-05-24 07:26:31.0,net.ifao.jira.plugin.pmi.impl.field.searcher.wsjftotal.WSJFTotal@eab9d2d,,,,,,,,,,"20/Apr/23 11:04 PM;mstaszek;Hello [~yutaka] :)

I checked but there is no job set up for this locations.
I also check some logs and I can't find any hits with Porsche system.

Could you please clarify with customer?
Please get expense id and date + time when mail was sent, and users that received this mail.

Thank you!;;;","05/May/23 4:35 PM;askarja;Hello [~mstaszek],

the customer provided an example:

booking code RKZYSF
First name: Bastian 
last name: Müller 
username: *UJJ6SY6*

Best regards,
Annette


!image-2023-05-05-16-31-35-525.png|width=1455,height=534!;;;","08/May/23 5:00 PM;yutaka.yasumi;Hi Yutaka san, CI-8476 I double checked and cannot find respective job scheduled to send reminders to users from locations: *DE - Dr. Ing. h.c. F. Porsche AG - Arbeitnehmerüberlassung (PACE)* and *DE - Dr. Ing. h.c. F. Porsche AG (PACE)*

!image-2023-05-09-00-01-12-080.png!

I found only for locations without PACE in the end of the name.

 

Can you please create ITE to investigate what is happening? Because this is very odd behavior.  !https://statics.teams.cdn.office.net/evergreen-assets/personal-expressions/v2/assets/emoticons/wonder/default/30_f.png?v=v16|width=20!;;;","08/May/23 5:30 PM;yutaka.yasumi;I opened ITE-1795;;;","24/May/23 7:26 AM;yutaka.yasumi;From CI-10239700
cytric no longer sends this notification.
We can cloese the case. thank you;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz - Change sentences in pdf report ,CI-8474,464711,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,,Done,,ssanz,ssanz,13/Apr/23 10:57 AM,12/May/23 9:36 AM,05/Jul/23 1:11 PM,12/May/23 9:36 AM,20/Apr/23 12:00 AM,0,TOP_Customer,,,,"Dear Team,

Please coudl you change the senteces ""Payment of tax via payroll"" instead ""Payment of tax for Meal via payroll"" in the pdf report for All DE Allianz Locations.

 

Please make the change in Bali, Staging and Production.

 

Thank you.

Best regards,

Sandra
h2. !image-2023-04-13-10-51-56-861.png|width=455,height=349!",,,,,,,,,,,,,0,2880,,,,,,,,,,,,,,,,,,,,"13/Apr/23 10:51 AM;ssanz;image-2023-04-13-10-51-56-861.png;https://jira.ifao.net/secure/attachment/192347/image-2023-04-13-10-51-56-861.png","19/Apr/23 4:11 PM;ssanz;image-2023-04-19-16-11-20-306.png;https://jira.ifao.net/secure/attachment/193117/image-2023-04-19-16-11-20-306.png","29/Apr/23 4:58 PM;ssanz;image-2023-04-29-16-58-00-184.png;https://jira.ifao.net/secure/attachment/194741/image-2023-04-29-16-58-00-184.png","03/May/23 5:01 PM;ssanz;image-2023-05-03-17-01-26-060.png;https://jira.ifao.net/secure/attachment/195081/image-2023-05-03-17-01-26-060.png",,,,,,,,,,,,,,,,,16.0,,,,,,,2023-05-12 09:36:22.0,,,,,,,,,,,30/Mar/23 12:00 AM,,2-17334154793,,,,ssanz(ssanz),,Committed,,,,,Configure,ssanz(ssanz),ssanz(ssanz),ssanz(ssanz),,,,,,,Allianz,,,,,,,,,,,,,,,,,,,,,mkuchciak,ssanz(ssanz),,,,Closed,,,,,,,,,,,,,ssanz(ssanz),,,,,,,,ssanz(ssanz),,,,,,,,,,Customer Test System,Productive System,Test System,,,,Thu Apr 13 10:57:53 CEST 2023,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,,,,,,,Hello,,,,,,,,,,,2023-05-12 09:36:22.0,,,,,,,,,,,,,,,,"0|i20pql:ya8",,,,,,,,,,,,,,,,,,,,,Retention,,ssanz(ssanz),,,0,,,,,Functional Feature,net.ifao.jira.plugin.pmi.impl.field.searcher.slastatusreport.SLAStatusReport@0,,,,"Server BALI: BALI
System BALI: AMA-Allianz-Test
Server customer test: Staging
System: AMA-Allianz-Test
Server Prod: Amadeus
System: ama-de-allianz

ALL DE Locations",,3 - Medium,YES,,,,Codebusters-PI-7.1,Codebusters-PI-7.2,Codebusters-PI-7.3,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@14b17802,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@6761d221,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@f9b1506,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@a52aee8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@153cb6c8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7ca59e94,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@2bc18723,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@347b495d,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@440123ec,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@140044c6,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,,,,,,ssanz(ssanz),,0,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.totalpoints.TotalPoints@658a9642,,,,,,,,,Service Request (SR),,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.uniqueusersinvolved.UniqueUsersInvolved@38de4cc4,,0,,,2023-05-12 09:36:22.0,net.ifao.jira.plugin.pmi.impl.field.searcher.wsjftotal.WSJFTotal@401be2a3,,,,,,,,,,"19/Apr/23 4:11 PM;ssanz;BALI OK 

!image-2023-04-19-16-11-20-306.png!;;;","29/Apr/23 4:58 PM;ssanz;Hi [~mkuchciak] , test ok for me in staging. Waiting for customer

!image-2023-04-29-16-58-00-184.png!

 ;;;","03/May/23 5:02 PM;ssanz;Hi [~mkuchciak] , It seems that it's ok in English but not in German.

In German, it will be ""Zahlung der Steuer über die Gehaltsabrechnung""

Please can you verify. BR, Sandra

!image-2023-05-03-17-01-26-060.png!;;;","08/May/23 11:42 AM;ssanz;Waiting for customer

 ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche: replace Error message Configuration date from English to German language,CI-8472,464670,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,,Done,,kgostynska,kgostynska,13/Apr/23 10:04 AM,07/Jun/23 10:33 AM,05/Jul/23 1:11 PM,02/May/23 11:23 AM,20/Apr/23 12:00 AM,0,FridaySweep,,,,"Dear Team,

Customer reported that when the period of time after which user can retrospectively create an expense ststatements exceeded, the corresponding error message is displayed in English instead of German (please, see also in attachment):



error.expense.baseReceipt.wrongDate

error.expense.date.dateBeforeConfigurationAllowedDate


!image-2023-04-13-09-35-33-211.png|width=343,height=156!
!image-2023-04-13-09-38-46-568.png|width=1212,height=130!

The correct text in error message should be always in German as follows:

""Belegdatum ist ungültig
 Das Datum liegt zeitlich vor dem laut Konfiguration erlaubten Datum""

Effective date: 15.04.2023



1/ changes in BALI system

2/ changes in STAGING system

3/ changes in PROD once confirmed by the customer

 

Can I ask you to change this as per request?
Thank you in adavance!

Best Regards

Karolina",,kgostynska,segener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13/Apr/23 9:39 AM;kgostynska;2023-03-2023 Fehlerdokumentation (3) (1).pdf;https://jira.ifao.net/secure/attachment/192330/2023-03-2023+Fehlerdokumentation+%283%29+%281%29.pdf","13/Apr/23 9:35 AM;kgostynska;image-2023-04-13-09-35-33-211.png;https://jira.ifao.net/secure/attachment/192332/image-2023-04-13-09-35-33-211.png","13/Apr/23 9:38 AM;kgostynska;image-2023-04-13-09-38-46-568.png;https://jira.ifao.net/secure/attachment/192331/image-2023-04-13-09-38-46-568.png","24/Apr/23 6:06 PM;mdevries;image-2023-04-24-18-06-43-151.png;https://jira.ifao.net/secure/attachment/193655/image-2023-04-24-18-06-43-151.png",,,,,,,,,,,,,,,,,11.0,,,,,,,2023-05-02 11:23:05.0,,,,,,,,,,,28/Mar/23 12:00 AM,,2-17327161833,,,,kgostynska(JIRAUSER17913),,Committed,,,,,Configure,kgostynska(JIRAUSER17913),kgostynska(JIRAUSER17913),kgostynska(JIRAUSER17913),,,,,,,Porsche,,,,,,,,,,,,,,2023-04-24 18:02:24.091,,,,,,,,kgostynska(JIRAUSER17913),,,,Closed,,,,,,,,,,,,,kgostynska(JIRAUSER17913),,,,,,,,kgostynska(JIRAUSER17913),,,,,,,,,,Customer Test System,Productive System,Test System,,,,Thu Apr 13 10:04:03 CEST 2023,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,,,,,,,Hello,,,,,,,,,,,2023-05-02 11:23:05.0,,,,,,,,,,,,,,,,"0|i1zk71:8",,,,,,,,,,,,,,,,,,,,,Retention,,kgostynska(JIRAUSER17913),,,0,,,,,Functional Feature,net.ifao.jira.plugin.pmi.impl.field.searcher.slastatusreport.SLAStatusReport@0,,,,"TRAVEL :	Porsche
DE - Dr. Ing. h.c. F. Porsche AG (PACE), Stuttgart",,3 - Medium,YES,,,,Codebusters-PI-7.1,Codebusters-PI-7.2,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@14b17802,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@6761d221,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@f9b1506,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@a52aee8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@153cb6c8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7ca59e94,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@2bc18723,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@347b495d,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@440123ec,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@140044c6,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,,,,,,kgostynska(JIRAUSER17913),,0,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.totalpoints.TotalPoints@6a655571,,,,,,,,,Service Request (SR),,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.uniqueusersinvolved.UniqueUsersInvolved@7bbddc1c,,0,,,2023-05-02 11:23:05.0,net.ifao.jira.plugin.pmi.impl.field.searcher.wsjftotal.WSJFTotal@564a70e0,,,,,,,,,,"24/Apr/23 6:02 PM;mdevries;Hello  [~kgostynska], I added the description on Bali server.  !image-2023-04-24-18-06-43-151.png!;;;","25/Apr/23 9:20 AM;kgostynska;Hello [~devries] thank you for your reply. I tested on Bali and works properly. But the problem is that the customer would like to have this message only in German language, even if the user chooses English language. Is it possible?

 ;;;","25/Apr/23 10:11 AM;mdevries;Hello [~kgostynska], yes sure, I'll set the messages only in german. Is the message suppose to set only for the Porsche ""Pace"" location? or make it sense to set it for all location? Would make sense... Please let me know! Thank you!;;;","25/Apr/23 1:20 PM;mdevries;Hello [~kgostynska], I see that in EMS the translations are only available globally, so I only can set the messages for every location, which has the allowed dates function. So it is about the following locations which then have the message beside the DE - Dr. Ing. h.c. F. Porsche AG (PACE):
 * Porsche Financial Services GmbH
 * Dr. Ing. h.c. F. Porsche AG

But that would make sense, because otherwise they also get a wrong error message like with the Pace location. So, we fixed it at once!;;;","25/Apr/23 1:50 PM;mdevries;Hello [~kgostynska], the changes are on STAGING now available!;;;","07/Jun/23 10:33 AM;mdevries;Due to the order problem we opened https://jira.ifao.net/browse/ITE-1861 and clarified that it is not possible to change the order manually unfortunately. ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
