Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Inward issue link (Test),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (ART Sync Notes),Custom field (About),Custom field (Acceptance Criteria),Custom field (Activity),Custom field (Actual Business Value),Custom field (Actual Iteration),Custom field (Actual downtime),Custom field (Additional Information),Custom field (AeTM Migration Wave),Custom field (Affected Products),Custom field (Analyze and Design Date),Custom field (Application),Custom field (Approver),Custom field (Assignee Role),Custom field (Attached file with changes),Custom field (Automatic Transition),Custom field (Benefit Hypothesis),Custom field (Business Assumptions),Custom field (Business Case),Custom field (Business Justification),Custom field (Business need sign off criteria),Custom field (Case Creation Date),Custom field (Case Creation Date/Time),Custom field (Case Number/s),Custom field (Category of problem),Custom field (Client status),Custom field (Code Review Report),Custom field (Code Review by),Custom field (Commercial impact),Custom field (Commitment Level),Custom field (Committed revenues p.a.),Custom field (Competitive information),Custom field (Complexity),Custom field (Confidence Factor),Custom field (Configure),Custom field (Construct Auto Tests by),Custom field (Construct UI by),Custom field (Construct by),Custom field (Cost/risk points),Custom field (Current Situation),Custom field (CustomLogic),Custom field (Customer Points),Custom field (Customer complexity),Custom field (Customer priority),Custom field (Customer/s),Custom field (DB Change included),Custom field (DT Number/s),Custom field (Date of First Response [CHART]),Custom field (Deadline SOR),Custom field (Decision),Custom field (Delivery Service Designer),Custom field (Dependency Details),Custom field (Description of potential side effects),Custom field (Design),Custom field (Developer),Custom field (Document by),Custom field (EMS Database Version/s),Custom field (Effective Assignee),Custom field (Effective Resolution),Custom field (Effective Status),Custom field (Environment types),Custom field (Epic),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Escalation contact),Custom field (Executive Summary),Custom field (Expected Behavior),Custom field (Expected downtime),Custom field (Expense Database Version/s),Custom field (Expense pDef Findings),Custom field (Explain by),Custom field (External Expert),Custom field (Fallback procedure),Custom field (Feature Validation),Custom field (Feature Validation Result),Custom field (Feature Validation Test Set URL),Custom field (Findings),Custom field (Fix Priority),Custom field (Fix by),Custom field (General Information),Custom field (Help Role),Custom field (How was it solved?),Custom field (ITO Findings),Custom field (ITS Team Assigned),Custom field (Impact on booking volume),Custom field (Impacting customer implementation/rollout),Custom field (Implementation deadline),Custom field (Implementation phase),Custom field (Import),Custom field (Import),Custom field (Import),Custom field (Incident date/time),Custom field (Include in GFTP),Custom field (Initial Request Date by Customer),Custom field (Initially Created),Custom field (Installation Instructions),Custom field (Interest),Custom field (Investigating Methods),Custom field (Is planned),Custom field (Issue Links Overview),Custom field (Job Size (WSJF)),Custom field (Linked CR Parent),Custom field (Linked DTs),Custom field (MDs spend),Custom field (Maintenance DT),Custom field (Mandate points),Custom field (Meeting Notes),Custom field (Memory),Custom field (Mobile Findings),Custom field (Notes),Custom field (OLD Agile Release Train (ART)),Custom field (Original story points),Custom field (PCI-DSS Reviews),Custom field (PCI-DSS related),Custom field (PDef Transition),Custom field (PSD document),Custom field (Parent Key),Custom field (Parent Link),Custom field (Password (test system)),Custom field (Performance risk),Custom field (Personal Notes),Custom field (Planned Business Value),Custom field (Planned Iteration),Custom field (Prepared Date),Custom field (Prio Ranking),Custom field (Priority Index),Custom field (ProdDef Size),Custom field (Product),Custom field (Product Definition),Custom field (Product Manager),Custom field (Product Value),Custom field (Product value points),Custom field (Project Manager),Custom field (Proposed Corrective Actions),Custom field (Proposed Solution),Custom field (Proposed suggestion),Custom field (Public bug information),Custom field (QA Size),Custom field (Quality Assurance),Custom field (Rank),Custom field (Reason to Reopen),Custom field (Reason to Suspend),Custom field (Regression Test Case URL),Custom field (Rejection reason),Custom field (Release Date),Custom field (Release Management Findings),Custom field (Release Note Required),Custom field (Release Notes),Custom field (Release Project Management Findings),Custom field (Remaining Story Points),Custom field (Reported Date),Custom field (Request),Custom field (Request Type),Custom field (Requested Date),Custom field (Requested For Quarter),Custom field (Required Skill Level),Custom field (Resources),Custom field (Responsive Design),Custom field (Restart Category),Custom field (Restart Type),Custom field (Retention or Growth (WSJF)),Custom field (Review Date),Custom field (Review by),Custom field (Risk Assessment),Custom field (Risk Assessment Description),Custom field (Risk Reduction/Opportunity (WSJF)),Custom field (Risk Reduction/Opportunity explanation),Custom field (Risks),Custom field (Root Cause),Custom field (SAFe Epic Type),Custom field (SAFe Feature Type),Custom field (SLA Status Report),Custom field (SO ID – Description),Custom field (SOR document),Custom field (Security/PCI Compliance Decision),Custom field (Server : System : Location : Division),Custom field (Session),Custom field (Severity),Custom field (Showstopper (WSJF)),Custom field (Showstopper explanation),Custom field (Size),Custom field (Slot time frame),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start Date),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Steps to reproduce),Custom field (Story Points),Custom field (Story Points Estimation),Custom field (Story Type),Custom field (Strategic customer),Custom field (Strategic customer points),Custom field (Subtask Overview),Custom field (Super Epic),Custom field (Support from FT),Custom field (Support task assignee),Custom field (Suspended),Custom field (System),Custom field (System Analyst),Custom field (T-Shirt sized estimation),Custom field (TMS location/division affected),Custom field (Target end),Custom field (Target end),Custom field (Target start),Custom field (Target start),Custom field (Team),Custom field (Test Case URL),Custom field (Test Procedure),Custom field (Test Run URL),Custom field (Test Set URL),Custom field (Test by),Custom field (Testing and Validation),Custom field (Time Criticality (WSJF)),Custom field (Time Criticality explanation),Custom field (Timeline),Custom field (Timer),Custom field (Topic),Custom field (Total Booking Volume p.a.),Custom field (Total Contract Value),Custom field (Total Expense Volume p.a.),Custom field (Total Points),Custom field (Total points incl. OOM),Custom field (Travel Dev Findings),Custom field (Travel Maintenance Findings),Custom field (Travel QA Findings),Custom field (Travel QA Responsible),Custom field (Travel cSOL Findings),Custom field (Travel pDef Findings),Custom field (Type of Expense Delivery Task),Custom field (Type of Request),Custom field (Type of Script),Custom field (URL),Custom field (UX Analyst),Custom field (UX Guidelines),Custom field (UX Instructions),Custom field (UX Researcher),Custom field (UX Size),Custom field (UX Story Ranking),Custom field (UX Visual Designer),Custom field (UX Writer),Custom field (UXR Deliverables),Custom field (UXR Personas),Custom field (UXW RTM Code),Custom field (Unique users involved),Custom field (User Name (test system)),Custom field (User-business Value (WSJF)),Custom field (User-business Value explanation),Custom field (Validation),Custom field (Verification Date),Custom field (WSJF Total),Custom field (What can be done to avoid it in future?),Custom field (What happened?),Custom field (When did it happen?),Custom field (When was it solved?),Custom field (Which customers are affected?),Custom field (arctic Dev Findings),Custom field (arctic ProdDef),Custom field (arctic QA Findings),Custom field (cytric Stability Findings),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"Continental -  Remove valication rule for ""breakfast out of bill""",CI-8684,474658,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,,Done,,yutaka.yasumi,yutaka.yasumi,26/May/23 10:18 AM,02/Jun/23 6:40 AM,05/Jul/23 1:13 PM,02/Jun/23 6:40 AM,31/May/23 12:00 AM,0,,,,,"Hello team,

Could you please remove the valication rule for ""breakfast out of bill"".
We alreay open the CI-7909 and CI-8518. but still validation rule on engine config on 20230501 - 999999.

Could you please romove the validation rule on custome logic engine config: 20230501 - 999999.
[https://repository.secure.ifao.net:7443/projects/EXP/repos/engine-configs/browse/CalculationConfiguration/ama-de-continental/fr/default/20230501-99990101/customlogic.properties.xml]

Best regard,
Yutaka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,2023-06-02 06:40:58.0,,,,,,,,,,,26/May/23 12:00 AM,,2-17507549263,,,,yutaka.yasumi(JIRAUSER18676),,Committed,,,,,Configure,yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),,,,,,,Continental,,,,,,,,,,jtkacz,yutaka.yasumi(JIRAUSER18676),,,,Closed,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,,,Productive System,,,,,,Fri May 26 10:18:31 CEST 2023,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,,,,,,,Hello,,,,,,,,,,,2023-06-02 06:40:58.0,,,,,,,,,,,,,,,,"0|i20pql:ynzqw",,,,,,,,,,,,,,,,,,,,,Retention,,yutaka.yasumi(JIRAUSER18676),,,0,,,,,Functional Feature,net.ifao.jira.plugin.pmi.impl.field.searcher.slastatusreport.SLAStatusReport@0,,,,"Amadeus / ama-de-continental
Location: FR",,3 - Medium,YES,,,,Codebusters-PI-7.3,,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@14b17802,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@6761d221,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@f9b1506,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@a52aee8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@153cb6c8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7ca59e94,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@2bc18723,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@347b495d,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@440123ec,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@140044c6,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,0,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.totalpoints.TotalPoints@50558bc2,,,,,,,,,Incident Request (IR),,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.uniqueusersinvolved.UniqueUsersInvolved@4f5d60d3,,0,,,2023-06-02 06:40:58.0,net.ifao.jira.plugin.pmi.impl.field.searcher.wsjftotal.WSJFTotal@79aed8d8,,,,,,,,,,"02/Jun/23 6:40 AM;yutaka.yasumi;From CI-10240935
Thank you;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endress Hauser - Add customelogic for ""SpecialOverNightCase""",CI-8682,474597,Expense Delivery,Import in Production,CI,codebusters,software,mrohkamm,,,,,,yutaka.yasumi,yutaka.yasumi,26/May/23 3:31 AM,04/Jul/23 2:47 AM,05/Jul/23 1:13 PM,,09/Jun/23 12:00 AM,0,waitingForFeedback,,,,"Hello team,

Users should receive one day's per diem instead of two per diems for work of 8 hours or more that straddles the night shift date.
If the ""overnight"" checkbox is checked, please adjust to apply this customelogic.

{color:#ff0000}*Please deploy it to DE test locations on PROD first. We will deploy it to prod locations after customer test.*

*Cut off date 01 JUN 2023*
*20210101 - 20230601*
*20230601 - 99999999*
{color}

Could you please add  / adjust the  customelogic for ""SpecialOverNightCase"".

1) DFD on Abesence

!image-2023-05-26-10-25-06-535.png|width=598,height=208!
{code:java}
      <dataFieldDescriptor code=""SpecialOvernightCase"" type=""Text"" defaultValue=""false"" mandatory=""false"" elementLinkType=""net.ifao.vegas.domain.expense.StringLink"" elementLinkRole=""expense.absence.specialOvernightCase"">
        <assignTo>
          <assign type=""${CLASS_Absence}"">
            <gui>
              <dataFieldGUI labelPosition=""LEFT"" guiType=""CHECK_BOX"" tab=""Absence.journeyData"" />
            </gui>
          </assign>
        </assignTo>
        <nameTranslation>
          <name locale=""de_DE"">Übernachttätigkeit: Hiermit bestätige ich, dass ich nach 24 Uhr von meiner 1-tägigen Dienstreise zurückgekehrt bin (ohne Übernachtung)</name>
          <name locale=""en_US"">Working overnight: I hereby confirm that I have returned from my 1-day business trip after midnight (without overnight stay)</name>
        </nameTranslation>
        <descriptionTranslation>
          <name locale=""de_DE""Übernachttätigkeit: Hiermit bestätige ich, dass ich nach 24 Uhr von meiner 1-tägigen Dienstreise zurückgekehrt bin (ohne Übernachtung)</name>
          <name locale=""en_US"">Working overnight: I hereby confirm that I have returned from my 1-day business trip after midnight (without overnight stay)</name>
        </descriptionTranslation>
        <roles>
          <canEdit name=""ExpenseStatementOwner"" />
          <canEdit name=""ExpenseArranger"" />
          <canSee name=""ExpenseApproverRestricted"" />
          <canSee name=""ExpenseApproverFinal"" />
          <canEdit name=""ExpenseAuditor"" />
          <canSee name=""ExpenseAccountant"" />
          <canSee name=""ExportProcess"" />
          <canSee name=""ExpenseManager"" />
          <canSee name=""ExpenseAdministrator"" />
        </roles>
      </dataFieldDescriptor> {code}
Engine onfig: similar case with Rehau system
[https://repository.secure.ifao.net:7443/projects/EXP/repos/engine-configs/browse/CalculationConfiguration/rehau/de/default/20210601-99990101/customlogic.properties.xml]

!image-2023-05-26-10-29-08-953.png|width=1017,height=633!

PDF:
!image-2023-05-26-10-29-49-578.png|width=693,height=471!

Best regards,
Yutaka",,,,,,,,,,,0,91980,,,,,,,,,,,,"26/May/23 3:25 AM;yutaka.yasumi;image-2023-05-26-10-25-06-535.png;https://jira.ifao.net/secure/attachment/198769/image-2023-05-26-10-25-06-535.png","26/May/23 3:29 AM;yutaka.yasumi;image-2023-05-26-10-29-08-953.png;https://jira.ifao.net/secure/attachment/198768/image-2023-05-26-10-29-08-953.png","26/May/23 3:29 AM;yutaka.yasumi;image-2023-05-26-10-29-49-578.png;https://jira.ifao.net/secure/attachment/198767/image-2023-05-26-10-29-49-578.png","09/Jun/23 1:29 AM;yutaka.yasumi;image-2023-06-09-08-29-49-319.png;https://jira.ifao.net/secure/attachment/200839/image-2023-06-09-08-29-49-319.png","16/Jun/23 11:10 AM;yutaka.yasumi;image-2023-06-16-18-10-17-138.png;https://jira.ifao.net/secure/attachment/201923/image-2023-06-16-18-10-17-138.png","16/Jun/23 11:10 AM;yutaka.yasumi;image-2023-06-16-18-10-40-910.png;https://jira.ifao.net/secure/attachment/201922/image-2023-06-16-18-10-40-910.png","19/Jun/23 10:21 AM;ddykiert;image-2023-06-19-10-21-48-978.png;https://jira.ifao.net/secure/attachment/202201/image-2023-06-19-10-21-48-978.png","19/Jun/23 10:30 AM;yutaka.yasumi;image-2023-06-19-17-30-46-498.png;https://jira.ifao.net/secure/attachment/202207/image-2023-06-19-17-30-46-498.png",,,,,,,,,,,,14.0,,,,,,,2023-07-04 02:47:32.0,,,,,,,,,,,26/May/23 12:00 AM,,2-17479961623,,,,yutaka.yasumi(JIRAUSER18676),,Committed,,,,,Configure,yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),,,,,,,Endress Hauser,,,2023-06-19 10:22:14.211,,,,,,,,yutaka.yasumi(JIRAUSER18676),,Unassigned,,Import in Production / New,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,,,Customer Test System,Productive System,Test System,,,,Fri May 26 03:31:50 CEST 2023,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,,,,,,,Hello,,,,,,,,,,,2023-07-04 02:47:32.0,,,,,,,,,,,,,,,,"0|i20pql:ynzqqi",,,,,,,,,,,,,,,,,,,,,Retention,,yutaka.yasumi(JIRAUSER18676),,,0,,,,,Functional Feature,net.ifao.jira.plugin.pmi.impl.field.searcher.slastatusreport.SLAStatusReport@0,,,,"Amadeus / ama-ch-eh
Location: DE",,3 - Medium,YES,,,,Codebusters-PI-7.3,Codebusters-PI-23.3-1,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@14b17802,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@6761d221,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@f9b1506,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@a52aee8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@153cb6c8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7ca59e94,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@2bc18723,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@347b495d,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@440123ec,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@140044c6,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@1b3b563d,,,,,,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,0,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.totalpoints.TotalPoints@1c4b447e,,,,,,,,,Service Request (SR),,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.uniqueusersinvolved.UniqueUsersInvolved@6ff53dac,,0,,,2023-07-04 02:47:32.0,net.ifao.jira.plugin.pmi.impl.field.searcher.wsjftotal.WSJFTotal@157f0e58,,,,,,,,,,"09/Jun/23 1:29 AM;yutaka.yasumi;From CI-10241517
Bali is ok!
Please deploy it to test location on prod.

!image-2023-06-09-08-29-49-319.png|width=418,height=347!;;;","16/Jun/23 11:10 AM;yutaka.yasumi;From CI-10242047
Not working on test location. please deploy it DE test locations again.
I think vegas config is ok! but not vibible on check box ""overnight working""

Sample: Test Endress+Hauser Group Services (Deutschland) AG+Co. KG, Weil am Rhein

!image-2023-06-16-18-10-40-910.png|width=548,height=162!

!image-2023-06-16-18-10-17-138.png|width=691,height=428!;;;","19/Jun/23 10:22 AM;ddykiert;Hi [~yutaka.yasumi] san,

 

just checked with same location and got correct result:

 

!image-2023-06-19-10-21-48-978.png|width=352,height=303!

 

Please check again, because seems to be okay.;;;","19/Jun/23 10:22 AM;ddykiert;To Yutaka YASUMI in null role in CI-10242217
please see comment;;;","19/Jun/23 10:30 AM;yutaka.yasumi;From CI-10242217
Working it on today! its very strang!

!image-2023-06-19-17-30-46-498.png|width=644,height=399!;;;","04/Jul/23 2:47 AM;yutaka.yasumi;From CI-10242296
test is ok!
please deploy it to prod lcoations.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eberspaecher  - Add new FDF,CI-8681,474595,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,,Done,,yutaka.yasumi,yutaka.yasumi,26/May/23 3:12 AM,16/Jun/23 11:19 AM,05/Jul/23 1:13 PM,16/Jun/23 11:19 AM,02/Jun/23 12:00 AM,0,,,,,"Hello team,

Could you please add new fdd on statement and PDF report.

FDF:Travel Policy Group

!image-2023-05-26-10-10-11-096.png|width=436,height=280!

Statement level
!image-2023-05-26-10-09-21-537.png|width=679,height=204!


{code:java}
      <dataFieldDescriptor code=""Travel_Policy_Group"" tmsCode=""Travel_Policy_Group"" type=""Text"" mandatory=""true"" elementLinkType=""net.ifao.vegas.domain.expense.StringLink"" elementLinkRole=""expense.TravelPolicyGroup"">
        <assignTo>
          <assign type=""${CLASS_ExpenseStatement}"" displayOrder=""6"">
            <validation>
              <from.user />
            </validation>
          </assign>
        </assignTo>
        <nameTranslation>
          <name locale=""de_DE"">Reiserichtliniengruppe</name>
          <name locale=""en_US"">Travel Policy Group</name>
        </nameTranslation>
        <descriptionTranslation>
          <name locale=""de_DE"">Reiserichtliniengruppe</name>
          <name locale=""en_US"">Travel Policy Group</name>
        </descriptionTranslation>
        <roles>
          <canSee name=""ExpenseStatementOwner"" />
          <canSee name=""ExpenseArranger"" />
          <canSee name=""ExpenseApproverRestricted"" />
          <canSee name=""ExpenseApproverFinal"" />
          <canSee name=""ExpenseAuditor"" />
          <canSee name=""ExpenseAccountant"" />
          <canSee name=""ExportProcess"" />
          <canSee name=""ExpenseManager"" />
          <canSee name=""ExpenseAdministrator"" />
        </roles>
      </dataFieldDescriptor>{code}
PDF:
!image-2023-05-26-10-10-47-421.png!

Best regards,
Yutaka

 ",,,,,,,,,,,,,,,,,,,,,,,,"26/May/23 3:09 AM;yutaka.yasumi;image-2023-05-26-10-09-21-537.png;https://jira.ifao.net/secure/attachment/198766/image-2023-05-26-10-09-21-537.png","26/May/23 3:10 AM;yutaka.yasumi;image-2023-05-26-10-10-11-096.png;https://jira.ifao.net/secure/attachment/198765/image-2023-05-26-10-10-11-096.png","26/May/23 3:10 AM;yutaka.yasumi;image-2023-05-26-10-10-47-421.png;https://jira.ifao.net/secure/attachment/198764/image-2023-05-26-10-10-47-421.png","06/Jun/23 1:14 AM;yutaka.yasumi;image-2023-06-06-08-14-28-604.png;https://jira.ifao.net/secure/attachment/200320/image-2023-06-06-08-14-28-604.png","06/Jun/23 1:14 AM;yutaka.yasumi;image-2023-06-06-08-14-43-437.png;https://jira.ifao.net/secure/attachment/200321/image-2023-06-06-08-14-43-437.png","06/Jun/23 1:15 AM;yutaka.yasumi;image-2023-06-06-08-14-56-678.png;https://jira.ifao.net/secure/attachment/200322/image-2023-06-06-08-14-56-678.png",,,,,,,,,,,,,,11.0,,,,,,,2023-06-16 11:19:40.0,,,,,,,,,,,26/May/23 12:00 AM,,2-17504297103,,,,yutaka.yasumi(JIRAUSER18676),,Committed,,,,,Configure,yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),,,,,,,Eberspacher,,,,,,,,,,jtkacz,yutaka.yasumi(JIRAUSER18676),,,,Closed,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,,,Customer Test System,Productive System,Test System,,,,Fri May 26 03:12:07 CEST 2023,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,,,,,,,Hello,,,,,,,,,,,2023-06-16 11:19:40.0,,,,,,,,,,,,,,,,"0|i20pql:ynzqqc",,,,,,,,,,,,,,,,,,,,,Retention,,yutaka.yasumi(JIRAUSER18676),,,0,,,,,Functional Feature,net.ifao.jira.plugin.pmi.impl.field.searcher.slastatusreport.SLAStatusReport@0,,,,"MEGA / eberspaecher
Location: all",,3 - Medium,YES,,,,Codebusters-PI-7.3,,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@14b17802,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@6761d221,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@f9b1506,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@a52aee8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@153cb6c8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7ca59e94,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@2bc18723,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@347b495d,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@440123ec,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@140044c6,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,0,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.totalpoints.TotalPoints@4c9ad555,,,,,,,,,Service Request (SR),,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.uniqueusersinvolved.UniqueUsersInvolved@4e746b88,,0,,,2023-06-16 11:19:40.0,net.ifao.jira.plugin.pmi.impl.field.searcher.wsjftotal.WSJFTotal@43b39d87,,,,,,,,,,"06/Jun/23 1:14 AM;yutaka.yasumi;From CI-10241112
Bali is working fine!
Please deploy it to staging system.;;;","06/Jun/23 1:15 AM;yutaka.yasumi;BAli
!image-2023-06-06-08-14-43-437.png|width=405,height=211!

!image-2023-06-06-08-14-56-678.png|width=604,height=199!;;;","13/Jun/23 9:56 AM;yutaka.yasumi;From CI-10241288
Staging is ok!
Please deploy it to prod;;;","16/Jun/23 11:19 AM;yutaka.yasumi;From CI-10241836
Thank you;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
