Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Created from Investigation Task),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (ART Sync Notes),Custom field (Activity),Custom field (Actual Business Value),Custom field (Actual Iteration),Custom field (Actual downtime),Custom field (Additional Information),Custom field (Affected Products),Custom field (Attached file with changes),Custom field (Automatic Transition),Custom field (Benefit Hypothesis),Custom field (Business Justification),Custom field (Case Creation Date),Custom field (Case Creation Date/Time),Custom field (Case Number/s),Custom field (Category of problem),Custom field (Client status),Custom field (Commitment Level),Custom field (Complexity),Custom field (Configure),Custom field (CustomLogic),Custom field (Customer/s),Custom field (DB Change included),Custom field (Date of First Response [CHART]),Custom field (Developer),Custom field (EMS Database Version/s),Custom field (Effective Assignee),Custom field (Effective Resolution),Custom field (Effective Status),Custom field (Environment types),Custom field (Epic Link),Custom field (Escalation contact),Custom field (Executive Summary),Custom field (Expected Behavior),Custom field (Expected downtime),Custom field (Expense Database Version/s),Custom field (External Expert),Custom field (Fallback procedure),Custom field (Feature Validation),Custom field (Feature Validation Result),Custom field (Feature Validation Test Set URL),Custom field (Findings),Custom field (Fix Priority),Custom field (General Information),Custom field (ITS Team Assigned),Custom field (Import),Custom field (Import),Custom field (Import),Custom field (Incident date/time),Custom field (Initial Request Date by Customer),Custom field (Investigating Methods),Custom field (Is planned),Custom field (Issue Links Overview),Custom field (Job Size (WSJF)),Custom field (MDs spend),Custom field (Memory),Custom field (Notes),Custom field (OLD Agile Release Train (ART)),Custom field (Original story points),Custom field (PCI-DSS Reviews),Custom field (PCI-DSS related),Custom field (PDef Transition),Custom field (PSD document),Custom field (Parent Key),Custom field (Parent Link),Custom field (Personal Notes),Custom field (Planned Business Value),Custom field (Planned Iteration),Custom field (Priority Index),Custom field (Product Definition),Custom field (Proposed Corrective Actions),Custom field (Proposed Solution),Custom field (Rank),Custom field (Reason to Reopen),Custom field (Reason to Suspend),Custom field (Rejection reason),Custom field (Release Date),Custom field (Release Notes),Custom field (Remaining Story Points),Custom field (Reported Date),Custom field (Request Type),Custom field (Required Skill Level),Custom field (Resources),Custom field (Restart Category),Custom field (Restart Type),Custom field (Retention or Growth (WSJF)),Custom field (Review Date),Custom field (Risk Reduction/Opportunity (WSJF)),Custom field (Risk Reduction/Opportunity explanation),Custom field (Risks),Custom field (Root Cause),Custom field (SAFe Epic Type),Custom field (SAFe Feature Type),Custom field (SOR document),Custom field (Security/PCI Compliance Decision),Custom field (Server : System : Location : Division),Custom field (Session),Custom field (Severity),Custom field (Showstopper (WSJF)),Custom field (Showstopper explanation),Custom field (Size),Custom field (Slot time frame),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start Date),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Story Points),Custom field (Subtask Overview),Custom field (Support from FT),Custom field (Suspended),Custom field (System),Custom field (T-Shirt sized estimation),Custom field (TMS location/division affected),Custom field (Target end),Custom field (Target end),Custom field (Target start),Custom field (Target start),Custom field (Team),Custom field (Test Set URL),Custom field (Testing and Validation),Custom field (Time Criticality (WSJF)),Custom field (Time Criticality explanation),Custom field (Timeline),Custom field (Total Expense Volume p.a.),Custom field (Travel QA Responsible),Custom field (Type of Expense Delivery Task),Custom field (Type of Request),Custom field (URL),Custom field (UX Analyst),Custom field (UX Guidelines),Custom field (UX Researcher),Custom field (UX Visual Designer),Custom field (UX Writer),Custom field (UXR Deliverables),Custom field (UXR Personas),Custom field (UXW RTM Code),Custom field (User-business Value (WSJF)),Custom field (User-business Value explanation),Custom field (Validation),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Total Energies - Stop Export for all locations ,CI-8796,479834,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,ssanz,ssanz,13/Jun/23 5:47 PM,13/Jun/23 6:11 PM,06/Jul/23 5:04 PM,13/Jun/23 6:11 PM,14/Jun/23 12:00 AM,0,TOP_Customer,,,,"h5. Dear Team,
h5. Please could you stop the export for all Total Energies ?

Seems that there is a bug and statement are sent several times in export.

ITE-1891

Thanks in advance.

Best regards,

Sandra",,ssanz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,13/Jun/23 12:00 AM,,2-17564748213,,,Committed,,Configure,,TotalEnergies,,,,,,,Closed,,,,,,,,,,,,,,,,,Productive System,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i22zjb:",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"Server amdeus2
system ama-fr-totalenergies
Location ALL",,3 - Medium,YES,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,,,,,,,,,,,,
REWE - Incorrect per diem calculate on DE location,CI-8744,477446,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,yutaka.yasumi,yutaka.yasumi,07/Jun/23 5:56 AM,15/Jun/23 12:04 PM,06/Jul/23 5:04 PM,15/Jun/23 12:04 PM,12/Jun/23 12:00 AM,0,,,,,"Hello team,

Could you please check and adjust the per diem calucuate on DE location.
The per diem calculation for a same day business trip is incorrect.
Per diem is applied from 8 hours 01 minutes or more.

1st day trip (same day return trip)
Absences from 0 hours to exactly 8 hours -> no per diem are paid
Absence for more than 8 hours, i.e. from 8:01 hours -> payment of the €14.00 expenses
00:00h to 08:00h > No per diem
08:01h to 24:00h > 14,00EUR

Sample: ES13423861
[^13423861 Test Spesen.pdf]

!image-2023-06-07-12-53-47-031.png|width=539,height=287!

FYI.
Trip with overnight stay:
{color:#ff0000}*Everything should stay the same here. Please do not make any changes!!!*{color}
Arrival and departure day less than 14 hours -> expenses payment €7.00
Arrival and departure day from 14 hours -> expenses payment 14.00 €
Intermediate day (absence of more than 24 hours) -> €28.00

Best regards,
Customer Support",,,,,,,,,,0,1020,,,,,,,,,,"07/Jun/23 5:55 AM;yutaka.yasumi;13423861 Test Spesen.pdf;https://jira.ifao.net/secure/attachment/200503/13423861+Test+Spesen.pdf","07/Jun/23 5:53 AM;yutaka.yasumi;image-2023-06-07-12-53-47-031.png;https://jira.ifao.net/secure/attachment/200504/image-2023-06-07-12-53-47-031.png","08/Jun/23 12:20 PM;yutaka.yasumi;image-2023-06-08-19-20-15-112.png;https://jira.ifao.net/secure/attachment/200773/image-2023-06-08-19-20-15-112.png","08/Jun/23 12:20 PM;yutaka.yasumi;image-2023-06-08-19-20-32-832.png;https://jira.ifao.net/secure/attachment/200774/image-2023-06-08-19-20-32-832.png","09/Jun/23 1:23 AM;yutaka.yasumi;image-2023-06-09-08-23-49-713.png;https://jira.ifao.net/secure/attachment/200838/image-2023-06-09-08-23-49-713.png",,,,,,,,,,,,,,14.0,,,,,,,,,,07/Jun/23 12:00 AM,,2-17540711323,,,Committed,,Configure,,Rewe Group,,,,,,,Closed,,,,,,,,,,,,,,,,,Customer Test System,Productive System,Test System,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i20pql:ynzqzzzzyi",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"WORLD / DER-CO-REWEGROUP-DE
Location: All",,3 - Medium,YES,,,,Codebusters-PI-7.3,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,"08/Jun/23 12:19 PM;yutaka.yasumi;From CI-10241499
Not working on Bali. Still incorrect the per diem;;;","08/Jun/23 12:20 PM;yutaka.yasumi;[~dykiert] 
Hello Dominik san,
Not working on Bali Still incorrect the per diem.

!image-2023-06-08-19-20-15-112.png|width=572,height=282!

!image-2023-06-08-19-20-32-832.png|width=565,height=441!;;;","09/Jun/23 1:23 AM;yutaka.yasumi;[~dykiert] 
Hello Dominik san,
Bali is working now! please deploy it to staging.
!image-2023-06-09-08-23-49-713.png|width=660,height=494!;;;","12/Jun/23 10:37 AM;yutaka.yasumi;From CI-10241631
Staging is ok!
Please deploy it to prod.;;;","15/Jun/23 12:04 PM;yutaka.yasumi;From CI-10241970
Thank you;;;",,,,,,,
Eutelsat - STOP AUTOMATIC EXPORT,CI-8704,475894,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,ssanz,ssanz,31/May/23 7:07 PM,04/Jul/23 11:20 AM,06/Jul/23 5:04 PM,01/Jun/23 12:29 PM,01/Jun/23 12:00 AM,0,,,,,"Dear Team,

 

Please could you stop all export for Eutelsat locations?

 

It seems that the Expense exports sent to SFTP for SAP integration take into account travel lines already paid by BTA cards. These lines should not appear in the exports and are now creating duplicate payments to the employee in addition to the BTA payment. 

 

They ask to stop the export until they have verify all statements already exported and corrected from their side.

 

Locations impacted ALL FR-Eutelsat SA

!image-2023-05-31-19-07-05-088.png|width=406,height=171!

 

Thank you.

Cheers,

Sandra",,,,,,,,,,,,,,,,CI-8921,,,,,"31/May/23 7:07 PM;ssanz;image-2023-05-31-19-07-05-088.png;https://jira.ifao.net/secure/attachment/199654/image-2023-05-31-19-07-05-088.png",,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,31/May/23 12:00 AM,,2-17523764333,,,Committed,,Configure,,Eutelsat,,,,,,,Closed (relates to),,,,,,,,,,,,,,,,,Productive System,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@6f3d076b,0,,,,,,Hello,,,,,,,,,,,,,"0|i20pql:ynzqzm",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"sever: amadeus2
system: ama-fr-eutelsat
Location All FR Eutelsat SA",,3 - Medium,YES,,,,Codebusters-PI-7.3,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,,,,,,,,,,,,
"Continental -  Remove valication rule for ""breakfast out of bill""",CI-8684,474658,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,yutaka.yasumi,yutaka.yasumi,26/May/23 10:18 AM,02/Jun/23 6:40 AM,05/Jul/23 1:13 PM,02/Jun/23 6:40 AM,31/May/23 12:00 AM,0,,,,,"Hello team,

Could you please remove the valication rule for ""breakfast out of bill"".
We alreay open the CI-7909 and CI-8518. but still validation rule on engine config on 20230501 - 999999.

Could you please romove the validation rule on custome logic engine config: 20230501 - 999999.
[https://repository.secure.ifao.net:7443/projects/EXP/repos/engine-configs/browse/CalculationConfiguration/ama-de-continental/fr/default/20230501-99990101/customlogic.properties.xml]

Best regard,
Yutaka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,26/May/23 12:00 AM,,2-17507549263,,,Committed,,Configure,,Continental,,,jtkacz,,,,Closed,,,,,,,,,,,,,,,,,Productive System,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i20pql:ynzqw",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"Amadeus / ama-de-continental
Location: FR",,3 - Medium,YES,,,,Codebusters-PI-7.3,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,"02/Jun/23 6:40 AM;yutaka.yasumi;From CI-10240935
Thank you;;;",,,,,,,,,,,
EUTELSAT - URL Link in Approval e-mail doesn't work,CI-8675,474100,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,ssanz,ssanz,23/May/23 4:19 PM,25/May/23 2:41 PM,06/Jul/23 5:04 PM,25/May/23 2:41 PM,30/May/23 12:00 AM,0,,,,,"Dear Team,

The Approver receive the Approval e-mail but when she tick in ""HERE"" to enter, she got an error page.

 

!image-2023-05-23-16-18-19-185.png|width=490,height=137!

 

Please could you fixed ?

Thank you.

Best regards,

Sandra",,,,,,,,,,0,1440,,,,,,,,,,"23/May/23 4:18 PM;ssanz;image-2023-05-23-16-18-19-185.png;https://jira.ifao.net/secure/attachment/198385/image-2023-05-23-16-18-19-185.png",,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,10/May/23 12:00 AM,,2-17457313573,,,Committed,,Configure,,Eutelsat,,2023-05-24 09:55:19.092,,,,,Closed,,,,,,,,,,,,,,,,,Productive System,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i20pql:ynzqo",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"Server: Amadeus2
System: ama-de-eutelsat
Location: ALL",,3 - Medium,YES,,,,Codebusters-PI-7.3,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,"24/May/23 9:55 AM;djagodzki;Hello [~ssanz], please provide more details in the description next time when we will have a portal base url problem or any similar problem.

A note for me - short summary what needs to be done in this case:
 * Fix should be done in system config and FR config. Other locations should be changed on both BALI and PROD.
 * *IsExpenseMailSuppressed* needs to be set to true in the configs.
 * Moreover: add proper link in system texts after suppressing it in the config, similar to the setup done for TotalEnergies. What should be changed compared to Total are: the link in CDATA and the translations.

I will prepare the fixes, build them on BALI and let you and [~fkazmierczak] know. After this we will be able to go to PROD.;;;",,,,,,,,,,,
lcc-smartbooking-ap - Increase the max size for attachment.,CI-8590,470321,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,ssanz,ssanz,08/May/23 3:17 PM,17/May/23 6:15 PM,06/Jul/23 5:04 PM,17/May/23 6:15 PM,11/May/23 12:00 AM,0,,,,,"Dear Team,

lcc-smartbooking-ap complain because they got the error message ""File selected for upload exceeds the maximum size"".

 

!image-2023-05-08-15-18-16-146.png!

 

{+}KIBANA LOG{+}: [Kibana (ifao.net)|https://es.secure.ifao.net/s/ng/app/kibana#/doc/4b176900-5112-11ed-9b28-fdd4edbd9080/ng.2023-19/doc?id=7Upx-4cBEB1xF6rBT-K1&_g=()]

!image-2023-05-08-15-18-27-105.png!

 

Please could you increase the maximum size for this system ? Apparently they use the ""expense one"".

I only put production because I didn't see any BALI system and no staging system.

Thank you.

Best regards,

Sandra",,,,,,,,,,,,,,,,,,ITE-1814,,,"08/May/23 3:18 PM;ssanz;image-2023-05-08-15-18-16-146.png;https://jira.ifao.net/secure/attachment/195625/image-2023-05-08-15-18-16-146.png","08/May/23 3:18 PM;ssanz;image-2023-05-08-15-18-27-105.png;https://jira.ifao.net/secure/attachment/195626/image-2023-05-08-15-18-27-105.png",,,,,,,,,,,,,,,,,7.0,,,,,,,,,,04/May/23 12:00 AM,,2-17439896313,,,Committed,,Configure,,Customer not yet listed,,2023-05-10 12:21:17.115,,,,,Closed,,,,,,,,,,,,,,,,,Productive System,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@699ec834,0,,,,,,Hello,,,,,,,,,,,,,"0|i20pql:yni",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"Server WORLD
System lcc-smartbooking-ap
Location ALL",,3 - Medium,YES,,,,Codebusters-PI-7.3,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,"10/May/23 12:21 PM;jtkacz;Hello [~ssanz],

I increased the max file size from 2MB to 5 MB but it didn't help out and still shows that max file size is 0MB. Here configuration is correct. Could you please open ITE to investigate the case?

Thank you!;;;","15/May/23 12:18 PM;jtkacz;ok, I created ITE https://jira.ifao.net/browse/ITE-1814

Please update Case Number in there;;;","15/May/23 12:46 PM;jtkacz;Hello [~ssanz] , please familiarize with ITE. According to Doreen's investigation this behavior is correct for system running on EXPENSE ONE.

Thanks!;;;","17/May/23 6:05 PM;ssanz;Thank you Jakub.

 ;;;",,,,,,,,
"Amadeus - not working on customelogic of ""customSubActors.CustomScriptSubActor""",CI-8578,468781,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,yutaka.yasumi,yutaka.yasumi,28/Apr/23 11:54 AM,16/May/23 11:15 AM,06/Jul/23 5:04 PM,16/May/23 11:15 AM,05/May/23 12:00 AM,0,,,,,"Hello team,

We receive incident the the not working on custome logic of ""customSubActors.CustomScriptSubActor"".

The ""CA - Amadeus Canada"" location has a limit validator for ""Personal meals on trip"".

However, if the user travels to the USA and claims in USD, they will receive a validation error even if they are below the limit.
The CA location has a USD limit set by code, but I don't think there is a code to check in USD at the ""CA - Amadeus Canada"" location.
Since there is no code to check USD, I think it checks the limit value with ""CAD"".

In CI-7867 and CI-8263, We requested a validation rule for a specific cost center, but for some reason I think the USD currency code was also deleted at the same time.

Could you please adjust it.

Sample ES : {{14248611}}
Amount: 73USD 
!image-2023-04-28-18-48-15-529.png|width=601,height=338!

Amount: 73USD
Country ""Other"" 
!image-2023-04-28-18-48-56-857.png|width=929,height=477!

Engine config: calculation.properties
!image-2023-04-28-18-50-07-128.png|width=385,height=389!
CA default customlogic.properties.
!image-2023-04-28-18-50-38-049.png|width=492,height=374!

CA - amadeus canada customlogic.properties.
[https://repository.secure.ifao.net:7443/projects/EXP/repos/engine-configs/browse/CalculationConfiguration/ama-es-amadeus/ca/default/20230301-99990101/771187448/customlogic.properties.xml]

!image-2023-04-28-18-51-30-089.png|width=530,height=376!

Best regards,
Yutaka",,,,,,,,,,,,,,,,,,,,,"28/Apr/23 11:48 AM;yutaka.yasumi;image-2023-04-28-18-48-15-529.png;https://jira.ifao.net/secure/attachment/194598/image-2023-04-28-18-48-15-529.png","28/Apr/23 11:48 AM;yutaka.yasumi;image-2023-04-28-18-48-56-857.png;https://jira.ifao.net/secure/attachment/194597/image-2023-04-28-18-48-56-857.png","28/Apr/23 11:50 AM;yutaka.yasumi;image-2023-04-28-18-50-07-128.png;https://jira.ifao.net/secure/attachment/194596/image-2023-04-28-18-50-07-128.png","28/Apr/23 11:50 AM;yutaka.yasumi;image-2023-04-28-18-50-38-049.png;https://jira.ifao.net/secure/attachment/194595/image-2023-04-28-18-50-38-049.png","28/Apr/23 11:51 AM;yutaka.yasumi;image-2023-04-28-18-51-30-089.png;https://jira.ifao.net/secure/attachment/194594/image-2023-04-28-18-51-30-089.png",,,,,,,,,,,,,,7.0,,,,,,,,,,26/Apr/23 12:00 AM,,2-17414720913,,,Committed,,Configure,,Amadeus,,,,,,,Closed,,,,,,,,,,,,,,,,,Productive System,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i20pql:yk",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"AMADEUS-C / ama-es-amadeus
Location: CA",,3 - Medium,YES,,,,Codebusters-PI-7.2,Codebusters-PI-7.3,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,"16/May/23 11:15 AM;yutaka.yasumi;From CI-10239806
Thank you;;;",,,,,,,,,,,
"Spiegel - Error for ""illegalTypeOfReceipt""",CI-8558,467585,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,yutaka.yasumi,yutaka.yasumi,25/Apr/23 8:10 AM,25/May/23 9:24 AM,06/Jul/23 5:04 PM,25/May/23 9:24 AM,28/Apr/23 12:00 AM,0,,,,,"Hello team.

We received incident the error for ""illegalTypeOfReceipt"".

Receipt type: Entertainment 19%

!image-2023-04-25-15-09-42-527.png|width=742,height=172!

!image-2023-04-25-15-01-14-120.png|width=756,height=366!

Error
KIBANAlog:
[https://es.secure.ifao.net/s/ng/app/kibana#/discover?_g=()&_a=(columns:!(logId.message),index:'4b176900-5112-11ed-9b28-fdd4edbd9080',interval:auto,query:(language:lucene,query:error.expense.baseReceipt.illegalTypeOfReceipt),sort:!(logId.time,desc))]

!image-2023-04-25-15-08-31-724.png|width=1245,height=345!

Best regards,
Yutaka",,askarja,,,,,,,,0,85380,,,,,,,,,,"25/Apr/23 8:01 AM;yutaka.yasumi;image-2023-04-25-15-01-14-120.png;https://jira.ifao.net/secure/attachment/193689/image-2023-04-25-15-01-14-120.png","25/Apr/23 8:08 AM;yutaka.yasumi;image-2023-04-25-15-08-31-724.png;https://jira.ifao.net/secure/attachment/193688/image-2023-04-25-15-08-31-724.png","25/Apr/23 8:09 AM;yutaka.yasumi;image-2023-04-25-15-09-42-527.png;https://jira.ifao.net/secure/attachment/193687/image-2023-04-25-15-09-42-527.png",,,,,,,,,,,,,,,,7.0,,,,,,,,,,25/Apr/23 12:00 AM,,2-17410618383,,,Committed,,Configure,,Spiegel,,,,,,,Closed,,,,,,,,,,,,,,,,,Productive System,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i20pql:ygc",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"MEGA / Spiegel
Location; SPIEGEL TV GmbH, Hamburg",,3 - Medium,YES,,,,Codebusters-PI-7.2,Codebusters-PI-7.3,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,"25/May/23 9:24 AM;yutaka.yasumi;From CI-10239659
Thank you;;;",,,,,,,,,,,
