Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (ART Sync Notes),Custom field (Activity),Custom field (Actual Business Value),Custom field (Actual Iteration),Custom field (Actual downtime),Custom field (Additional Information),Custom field (Attached file with changes),Custom field (Automatic Transition),Custom field (Benefit Hypothesis),Custom field (Business Justification),Custom field (Case Creation Date),Custom field (Case Creation Date/Time),Custom field (Case Number/s),Custom field (Category of problem),Custom field (Client status),Custom field (Commitment Level),Custom field (Complexity),Custom field (Configure),Custom field (Customer/s),Custom field (DB Change included),Custom field (Date of First Response [CHART]),Custom field (Developer),Custom field (EMS Database Version/s),Custom field (Effective Assignee),Custom field (Effective Resolution),Custom field (Effective Status),Custom field (Environment types),Custom field (Epic Link),Custom field (Escalation contact),Custom field (Executive Summary),Custom field (Expected Behavior),Custom field (Expected downtime),Custom field (Expense Database Version/s),Custom field (External Expert),Custom field (Fallback procedure),Custom field (Feature Validation),Custom field (Feature Validation Result),Custom field (Feature Validation Test Set URL),Custom field (Findings),Custom field (Fix Priority),Custom field (General Information),Custom field (ITS Team Assigned),Custom field (Import),Custom field (Import),Custom field (Import),Custom field (Incident date/time),Custom field (Initial Request Date by Customer),Custom field (Investigating Methods),Custom field (Is planned),Custom field (Issue Links Overview),Custom field (Job Size (WSJF)),Custom field (MDs spend),Custom field (Memory),Custom field (Notes),Custom field (OLD Agile Release Train (ART)),Custom field (Original story points),Custom field (PCI-DSS Reviews),Custom field (PCI-DSS related),Custom field (PDef Transition),Custom field (PSD document),Custom field (Parent Key),Custom field (Parent Link),Custom field (Personal Notes),Custom field (Planned Business Value),Custom field (Planned Iteration),Custom field (Priority Index),Custom field (Product Definition),Custom field (Proposed Corrective Actions),Custom field (Proposed Solution),Custom field (Rank),Custom field (Reason to Reopen),Custom field (Reason to Suspend),Custom field (Rejection reason),Custom field (Release Date),Custom field (Release Notes),Custom field (Remaining Story Points),Custom field (Reported Date),Custom field (Request Type),Custom field (Required Skill Level),Custom field (Resources),Custom field (Restart Category),Custom field (Restart Type),Custom field (Retention or Growth (WSJF)),Custom field (Review Date),Custom field (Risk Reduction/Opportunity (WSJF)),Custom field (Risk Reduction/Opportunity explanation),Custom field (Risks),Custom field (Root Cause),Custom field (SAFe Epic Type),Custom field (SAFe Feature Type),Custom field (SOR document),Custom field (Security/PCI Compliance Decision),Custom field (Server : System : Location : Division),Custom field (Session),Custom field (Severity),Custom field (Showstopper (WSJF)),Custom field (Showstopper explanation),Custom field (Size),Custom field (Slot time frame),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start Date),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Story Points),Custom field (Subtask Overview),Custom field (Support from FT),Custom field (Suspended),Custom field (System),Custom field (T-Shirt sized estimation),Custom field (TMS location/division affected),Custom field (Target end),Custom field (Target end),Custom field (Target start),Custom field (Target start),Custom field (Team),Custom field (Test Set URL),Custom field (Testing and Validation),Custom field (Time Criticality (WSJF)),Custom field (Time Criticality explanation),Custom field (Timeline),Custom field (Total Expense Volume p.a.),Custom field (Travel QA Responsible),Custom field (Type of Expense Delivery Task),Custom field (Type of Request),Custom field (URL),Custom field (UX Analyst),Custom field (UX Guidelines),Custom field (UX Researcher),Custom field (UX Visual Designer),Custom field (UX Writer),Custom field (UXR Deliverables),Custom field (UXR Personas),Custom field (UXW RTM Code),Custom field (User-business Value (WSJF)),Custom field (User-business Value explanation),Custom field (Validation),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
vw-cso:pls roolback CI-8555 3 MONTH RULE SET UP,CI-8693,475399,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,nsanchezruiz,nsanchezruiz,30/May/23 2:40 PM,02/Jun/23 2:22 PM,06/Jul/23 5:02 PM,02/Jun/23 2:22 PM,31/May/23 12:00 AM,0,,,,"URGENT

{color:#FF0000}pls roll back CI-8555 set up for 3 month rule{color}

 

all the perdiem rules are broken

see attached

 

thank you!!",,segener,,,,,,,,0,17640,,,,,,"30/May/23 2:58 PM;nsanchezruiz;10118294 CARIAD x5 Roadshow Berlin.pdf;https://jira.ifao.net/secure/attachment/199304/10118294+CARIAD+x5+Roadshow+Berlin.pdf","30/May/23 2:58 PM;nsanchezruiz;10215522 HCP3 T20 test Session.pdf;https://jira.ifao.net/secure/attachment/199305/10215522+HCP3+T20+test+Session.pdf","30/May/23 2:58 PM;nsanchezruiz;10216913 Kostenabrechnung Security Day TPS.pdf;https://jira.ifao.net/secure/attachment/199303/10216913+Kostenabrechnung+Security+Day+TPS.pdf","30/May/23 4:10 PM;nsanchezruiz;image-2023-05-30-16-10-10-601.png;https://jira.ifao.net/secure/attachment/199327/image-2023-05-30-16-10-10-601.png","30/May/23 4:10 PM;nsanchezruiz;image-2023-05-30-16-10-28-471.png;https://jira.ifao.net/secure/attachment/199328/image-2023-05-30-16-10-28-471.png","30/May/23 4:16 PM;nsanchezruiz;image-2023-05-30-16-16-57-715.png;https://jira.ifao.net/secure/attachment/199332/image-2023-05-30-16-16-57-715.png","30/May/23 4:19 PM;nsanchezruiz;image-2023-05-30-16-19-43-153.png;https://jira.ifao.net/secure/attachment/199336/image-2023-05-30-16-19-43-153.png","30/May/23 4:20 PM;nsanchezruiz;image-2023-05-30-16-20-47-266.png;https://jira.ifao.net/secure/attachment/199337/image-2023-05-30-16-20-47-266.png","30/May/23 2:56 PM;nsanchezruiz;reported cases.docx;https://jira.ifao.net/secure/attachment/199299/reported+cases.docx",,9.0,,,,,,,,,30/May/23 12:00 AM,,2-17518758323,,,Committed,,Configure,VW,,2023-05-30 15:45:44.805,,,,,Closed,,,,,,,,,,,,,,,,,Productive System,Test System,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i20pql:ynzqy",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"system: https://travel.cytric.net/ibe/cc/?system=volkswagen-CSO)
server:travel
locations:all",,2 - Serious,YES,,,,Codebusters-PI-7.3,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,"30/May/23 2:58 PM;nsanchezruiz;this system uses pki card not CAm to enter it;;;","30/May/23 3:45 PM;ddykiert;Hello [~nsanchez], can you explain what is wrong here? so we have for 26th 5.60 and 8.40, is in total 14 EUR. The other amount of 2 EUR is calculated for the 27th. This is correct because it is day-related.;;;","30/May/23 3:46 PM;ddykiert;To Nuria SANCHEZ RUIZ in null role in CI-10240743
please explain, see my comment;;;","30/May/23 4:02 PM;nsanchezruiz;[~dykiert]  as far as i understood germna law says:

Relative deductions are not allowed to deduct more then the actual paid per diem in germany.

 ;;;","30/May/23 4:10 PM;nsanchezruiz;example in other system. per diem 14 eur

3 meals: bk lunch and dinner

but mela deductions can never be more than perdiem :

!image-2023-05-30-16-10-10-601.png!!image-2023-05-30-16-10-28-471.png!;;;","30/May/23 4:15 PM;nsanchezruiz;does it apply per day not to the total?;;;","30/May/23 4:17 PM;nsanchezruiz;example diff days :  !image-2023-05-30-16-16-57-715.png!

 

on 5th we have only 2 eur but it should 5.60...

not sure why is 2 though.....

if i add more hours and get more perdiem then 5.60 applies: !image-2023-05-30-16-19-43-153.png!;;;","30/May/23 4:21 PM;nsanchezruiz;so this is the correct:  !image-2023-05-30-16-20-47-266.png! as it was b4 they recalculated after 3moht rule changes

it cannot be 16eur bcs perdiem total is 14,,,,,before was correct;;;",,,
Allianz - Schedule export,CI-8582,469474,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,ssanz,ssanz,03/May/23 2:52 PM,05/May/23 4:37 PM,06/Jul/23 5:03 PM,05/May/23 4:37 PM,08/May/23 12:00 AM,0,,,,"Dear Team,

Please could you schedule for ES-Allianz Technology S.L. (Amos Iberolatam), Barcelona the daily export at the same hour than the location ES-Allianz Technology SE, Barcelona.

I'm not sure if the export are schedule automatically in staging, if it's the case please, schedule it as well.

Thank you.

Best regards,

Sandra",,,,,,,,,,0,24780,,,,,,,,,,,,,,,,7.0,,,,,,,,,03/May/23 12:00 AM,,2-17434839853,,,Committed,,Configure,Allianz,,,,,,,Closed,,,,,,,,,,,,,,,,,Productive System,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i20pql:zx",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"Server amadeus
System ama-de-allianz
Location ES-Allianz Technology S.L. (Amos Iberolatam)",,2 - Serious,YES,,,,Codebusters-PI-7.2,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,,,,,,,,,,,
Allianz - Scheduled export,CI-8580,469376,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,ssanz,ssanz,03/May/23 10:20 AM,05/May/23 4:27 PM,06/Jul/23 5:03 PM,05/May/23 4:27 PM,05/May/23 12:00 AM,0,,,,"Dear Team,

In CI-8359, I asked to renamed the locations DE-Allianz Real Estate GmbH in DE-PIMCO Prime Real Estate GmbH but the export has not be renamed.

Please could you schedule the automatic export for the following locations as the location DE- Allianz {{ONE Business Solution GmbH:}}

DE-PIMCO Prime Real Estate GmbH                     

DE-PIMCO Prime Real Estate GmbH VIP              

DE-PIMCO Prime Real Estate GmbH VIP99

*+Former name:+*

DE-Allianz Real Estate GmbH

DE-Allianz Real Estate GmbH VIP

DE-Allianz Real Estate GmbH VIP99

 

I'm not sure if the export are schedule automatically in staging, if it's the case please, schedule it as well.

 

Thank you.

Best regards,

Sandra

 ",,,,,,,,,,0,24840,,,,,,,,,,,,,,,,7.0,,,,,,,,,24/Apr/23 12:00 AM,,2-17407534353,,,Committed,,Configure,Allianz,,,,,,,Closed,,,,,,,,,,,,,,,,,Productive System,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i20pql:zv",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"Server: amadeus
System: ama-de-allianz
Location : DE-PIMCO Prime Real Estate GmbH",,2 - Serious,YES,,,,Codebusters-PI-7.2,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,,,,,,,,,,,
luther:please update GB calculation scripts:ITE-1708,CI-8415,462306,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,nsanchezruiz,nsanchezruiz,03/Apr/23 8:40 AM,06/Apr/23 4:21 PM,06/Jul/23 5:03 PM,06/Apr/23 4:20 PM,04/Apr/23 12:00 AM,0,,,,"please update in calculation custom scripts the GB logic as per ITE-1708

Root cause is configuration. The EMS holds only one custom calculation block - valid for all countries:

!_SA_EMS config.png|thumbnail!

That means this block is used for all countries (DE and UK alike)

Inside this block many DE specific validators are used.

That works well for Germany as the not covered parts of the custom calculation fall back to the corresponding DE market template

All employees located in {color:#de350b}UK {color}whereas - fall back to the {color:#de350b}UK {color}market template - that means you are combining {color:#de350b}DE {color}validations with {color:#de350b}UK{color} calculations (which does not work at all)

error:

!image-2023-04-03-08-40-01-794.png!

UK needs to be proper configured - you cannot simply use half UK template and DE custom calculation. 

+*Follow up:*+

Set up UK properly - make the custom calculation block country specific",,kgostynska,nsanchezruiz,,,,,,,0,2640,,,,,,"03/Apr/23 8:40 AM;nsanchezruiz;image-2023-04-03-08-40-01-794.png;https://jira.ifao.net/secure/attachment/190898/image-2023-04-03-08-40-01-794.png",,,,,,,,,,9.0,,,,,,,,,31/Mar/23 12:00 AM,,2-17337105423,,,Committed,,Configure,Luther,,2023-04-06 16:21:15.929,,,,,Closed,,,,,,,,,,,,,,,,,Productive System,Test System,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i1zp0u:u",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"SYSTEM:https://mega.cytric.net/luther
SERVER:mega
locations:Luther Rechtsanwaltsgesellschaft mbH, BRGEG4, London
",,2 - Serious,YES,,,,Codebusters-PI-7.1,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,"06/Apr/23 4:21 PM;mmaciejczyk;Dear [~dykiert] ,

confirmed by the customer that it works.

Thank you!

Kind regards,

Milosz;;;",,,,,,,,,,
oebb:Paid By Company Information is overwritten/CI-7373,CI-8314,456336,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Rejected,,nsanchezruiz,nsanchezruiz,15/Mar/23 12:34 PM,22/Mar/23 11:16 AM,06/Jul/23 5:03 PM,22/Mar/23 11:16 AM,16/Mar/23 12:00 AM,0,,,,"in CI-7373 paid by company receipts were fixedc to correct gl account

we have an issue that according to client is not fixed:

 

flight bookings paid by company are still not correctly configured for legal basis that are not BV(example:keine) , this should have been fixed on ci-7373

pls correct wage type

should be: 964z

thanks",,ddykiert,debert,dpfaff,,,,,,,,,,,CI-7373,,,,,,,,,,,,5.0,,,,,,,,,05/Aug/22 12:00 AM,,2-16402277433,,,Committed,,Configure,OBB,,,,,,,Closed,,,,,,,,,,,,,,,,,Customer Test System,Productive System,Test System,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@4d7690c7,0,,,,,,Hello,,,,,,,,,,,,,"0|i1ycei:o",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"server: mega
system: oebb
",,2 - Serious,YES,,,,Codebusters-PI-6.4,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,"22/Mar/23 11:16 AM;nsanchezruiz;client did not reply so we close ci;;;",,,,,,,,,,
Allianz - Stuck export 542773 10.03.2023 at 03:00,CI-8291,454824,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,ssanz,ssanz,10/Mar/23 8:15 AM,16/Mar/23 2:06 PM,06/Jul/23 5:03 PM,16/Mar/23 2:06 PM,10/Mar/23 12:00 AM,0,escalated,TOP_Customer,,"Dear Team,

This CI is related the CI-8273.

The export 542773 run tonight 10.03.2023 at 03:00  is still in Processing.

Please could you fixed the script?

Failed to create the accounting file for export request with id 542773 due to javascript exception

Process ID 112410955

And the JS Error:

!image-2023-03-10-08-13-30-147.png|width=469,height=88!

Here is the Kibana: [https://es.secure.ifao.net/s/expense/app/kibana#/discover?_g=(refreshInterval:(pause:!t,value:0),time:(from:'2023-03-09T23:00:00.000Z',mode:absolute,to:'2023-03-10T22:59:59.999Z'))&_a=(columns:!(message,contextMap.ServerName),filters:!(('$state':(store:appState),meta:(alias:!n,disabled:!t,index:'150441b0-d7ac-11ec-942a-0be4afe7c17e',key:contextMap.ServerName,negate:!f,params:(query:VegasAmadeus,type:phrase),type:phrase,value:VegasAmadeus),query:(match:(contextMap.ServerName:(query:VegasAmadeus,type:phrase))))),index:'150441b0-d7ac-11ec-942a-0be4afe7c17e',interval:auto,query:(language:lucene,query:'112410955'),sort:!(contextMap.Timestamp,desc))|https://es.secure.ifao.net/s/expense/app/kibana#/discover?_g=(refreshInterval:(pause:!t,value:0),time:(from:%272023-03-09T23:00:00.000Z%27,mode:absolute,to:%272023-03-10T22:59:59.999Z%27))&_a=(columns:!(message,contextMap.ServerName),filters:!((%27$state%27:(store:appState),meta:(alias:!n,disabled:!t,index:%27150441b0-d7ac-11ec-942a-0be4afe7c17e%27,key:contextMap.ServerName,negate:!f,params:(query:VegasAmadeus,type:phrase),type:phrase,value:VegasAmadeus),query:(match:(contextMap.ServerName:(query:VegasAmadeus,type:phrase))))),index:%27150441b0-d7ac-11ec-942a-0be4afe7c17e%27,interval:auto,query:(language:lucene,query:%27112410955%27),sort:!(contextMap.Timestamp,desc))]

Thank you.

Best regards,

Sandra",,fraphose,,,,,,,,,,,,,,,"10/Mar/23 8:13 AM;ssanz;image-2023-03-10-08-13-08-982.png;https://jira.ifao.net/secure/attachment/187491/image-2023-03-10-08-13-08-982.png","10/Mar/23 8:13 AM;ssanz;image-2023-03-10-08-13-30-147.png;https://jira.ifao.net/secure/attachment/187490/image-2023-03-10-08-13-30-147.png",,,,,,,,,7.0,,,,,,,,,14/Feb/23 12:00 AM,,2-17191099333,,,Committed,,Configure,Allianz,,,mstaszek,,,,Closed,,,,,,,,,,,,,,,,,Productive System,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,Hello,,,,,,,,,,,,,"0|i1yv7j:",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"Server: amadeus
System: ama-de-allianz
Locations: ABV AD",,2 - Serious,YES,,,,Codebusters-PI-6.4,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,,,,,,,,,,,
porsche-AT: wrong perdiem ,CI-8162,448042,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,Done,,nsanchezruiz,nsanchezruiz,13/Feb/23 4:37 PM,14/Feb/23 10:10 AM,06/Jul/23 5:03 PM,14/Feb/23 10:07 AM,13/Feb/23 12:00 AM,0,TOP_Customer,,,"all perdiem are wrong since today

I think some changes were done in EMS on 7feb, if so can you rollback this please?

example:
#9363008
assigned to Benjamin Bernhofer-Zuckerstaetter Created 13.02.2023 15:33
 
log: [https://es.secure.ifao.net/s/ee/goto/72ea8dd5531d61ff386560e159e7fe1c]
 
!image-2023-02-13-16-34-55-359.png!
 as far as I understand should be 26.40eur
user: ABLFRLT
location: 
MOON POWER GmbH, Salzburg
employee group: HA",,debert,segener,,,,,,,,,,,CI-8046,CI-8046,,"14/Feb/23 9:00 AM;nsanchezruiz;9249499 Partnerbesuch.pdf;https://jira.ifao.net/secure/attachment/183549/9249499+Partnerbesuch.pdf","13/Feb/23 4:37 PM;nsanchezruiz;9363008 PIA Seminar.pdf;https://jira.ifao.net/secure/attachment/183477/9363008+PIA+Seminar.pdf","14/Feb/23 9:00 AM;nsanchezruiz;9368394 amadeus test.pdf;https://jira.ifao.net/secure/attachment/183550/9368394+amadeus+test.pdf","13/Feb/23 4:34 PM;nsanchezruiz;image-2023-02-13-16-34-55-359.png;https://jira.ifao.net/secure/attachment/183478/image-2023-02-13-16-34-55-359.png","14/Feb/23 8:54 AM;nsanchezruiz;image-2023-02-14-08-54-24-126.png;https://jira.ifao.net/secure/attachment/183537/image-2023-02-14-08-54-24-126.png","14/Feb/23 8:55 AM;nsanchezruiz;image-2023-02-14-08-55-01-759.png;https://jira.ifao.net/secure/attachment/183538/image-2023-02-14-08-55-01-759.png",,,,,11.0,,,,,,,,,13/Feb/23 12:00 AM,,2-17188886023,,,Committed,,Configure,Porsche,,,,,,,Closed,,,,,,,,,,,,,,,,,Customer Test System,Productive System,Test System,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@b7811eb9,0,,,,,,Hello,,,,,,,,,,,,,"0|i1xr3r:",,,,,,,,,,,,,Retention,,0,,,,,Functional Feature,,,"SYSTEM: vwgroup-porsche-holding-at
server:travel
locations:all
",,2 - Serious,YES,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@9573314,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@1e31da98,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@19ac8940,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7e4b848c,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@4e34c7c2,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@5e413186,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@23da4587,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,0,,,,,,Incident Request (IR),,,,,,,,,,0,,,"13/Feb/23 4:51 PM;nsanchezruiz;i am checking with client as https://jira.ifao.net/browse/CI-8046 is not yet implemented;;;","14/Feb/23 8:55 AM;nsanchezruiz;another example employee HA:

 

correct: ·9249499 (9hrs perdiem):

!image-2023-02-14-08-54-24-126.png!

 

current an wrong

·9368394

!image-2023-02-14-08-55-01-759.png!

 

(75% of full perdiem);;;","14/Feb/23 10:08 AM;nsanchezruiz;note from Dominyk on fix:

I chnged per diems. https://jira.ifao.net/browse/CI-8046 forgot to add only test location attribute for tis employee type;;;",,,,,,,,
