Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (ART Sync Notes),Custom field (About),Custom field (Acceptance Criteria),Custom field (Activity),Custom field (Actual Business Value),Custom field (Actual Iteration),Custom field (Actual downtime),Custom field (Additional Information),Custom field (AeTM Migration Wave),Custom field (Analyze and Design Date),Custom field (Application),Custom field (Approver),Custom field (Assignee Role),Custom field (Attached file with changes),Custom field (Automatic Transition),Custom field (Benefit Hypothesis),Custom field (Business Assumptions),Custom field (Business Case),Custom field (Business Justification),Custom field (Business need sign off criteria),Custom field (Case Creation Date),Custom field (Case Creation Date/Time),Custom field (Case Number/s),Custom field (Category of problem),Custom field (Client status),Custom field (Code Review Report),Custom field (Code Review by),Custom field (Commercial impact),Custom field (Commitment Level),Custom field (Committed revenues p.a.),Custom field (Competitive information),Custom field (Complexity),Custom field (Confidence Factor),Custom field (Configure),Custom field (Construct Auto Tests by),Custom field (Construct UI by),Custom field (Construct by),Custom field (Cost/risk points),Custom field (Current Situation),Custom field (CustomLogic),Custom field (Customer Points),Custom field (Customer complexity),Custom field (Customer priority),Custom field (Customer/s),Custom field (DB Change included),Custom field (DT Number/s),Custom field (Date of First Response [CHART]),Custom field (Deadline SOR),Custom field (Decision),Custom field (Delivery Service Designer),Custom field (Dependency Details),Custom field (Description of potential side effects),Custom field (Design),Custom field (Developer),Custom field (Document by),Custom field (EMS Database Version/s),Custom field (Effective Assignee),Custom field (Effective Resolution),Custom field (Effective Status),Custom field (Environment types),Custom field (Epic),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Escalation contact),Custom field (Executive Summary),Custom field (Expected Behavior),Custom field (Expected downtime),Custom field (Expense Database Version/s),Custom field (Expense pDef Findings),Custom field (Explain by),Custom field (External Expert),Custom field (Fallback procedure),Custom field (Feature Validation),Custom field (Feature Validation Result),Custom field (Feature Validation Test Set URL),Custom field (Findings),Custom field (Fix Priority),Custom field (Fix by),Custom field (General Information),Custom field (Help Role),Custom field (How was it solved?),Custom field (ITO Findings),Custom field (ITS Team Assigned),Custom field (Impact on booking volume),Custom field (Impacting customer implementation/rollout),Custom field (Implementation deadline),Custom field (Implementation phase),Custom field (Import),Custom field (Import),Custom field (Import),Custom field (Incident date/time),Custom field (Include in GFTP),Custom field (Initial Request Date by Customer),Custom field (Initially Created),Custom field (Installation Instructions),Custom field (Interest),Custom field (Investigating Methods),Custom field (Is planned),Custom field (Issue Links Overview),Custom field (Job Size (WSJF)),Custom field (Linked CR Parent),Custom field (Linked DTs),Custom field (MDs spend),Custom field (Maintenance DT),Custom field (Mandate points),Custom field (Meeting Notes),Custom field (Memory),Custom field (Mobile Findings),Custom field (Notes),Custom field (OLD Agile Release Train (ART)),Custom field (Original story points),Custom field (PCI-DSS Reviews),Custom field (PCI-DSS related),Custom field (PDef Transition),Custom field (PSD document),Custom field (Parent Key),Custom field (Parent Link),Custom field (Password (test system)),Custom field (Performance risk),Custom field (Personal Notes),Custom field (Planned Business Value),Custom field (Planned Iteration),Custom field (Prepared Date),Custom field (Prio Ranking),Custom field (Priority Index),Custom field (ProdDef Size),Custom field (Product),Custom field (Product Definition),Custom field (Product Manager),Custom field (Product Value),Custom field (Product value points),Custom field (Project Manager),Custom field (Proposed Corrective Actions),Custom field (Proposed Solution),Custom field (Proposed suggestion),Custom field (Public bug information),Custom field (QA Size),Custom field (Quality Assurance),Custom field (Rank),Custom field (Reason to Reopen),Custom field (Reason to Suspend),Custom field (Regression Test Case URL),Custom field (Rejection reason),Custom field (Release Date),Custom field (Release Management Findings),Custom field (Release Note Required),Custom field (Release Notes),Custom field (Release Project Management Findings),Custom field (Remaining Story Points),Custom field (Reported Date),Custom field (Request),Custom field (Request Type),Custom field (Requested Date),Custom field (Requested For Quarter),Custom field (Required Skill Level),Custom field (Resources),Custom field (Responsive Design),Custom field (Restart Category),Custom field (Restart Type),Custom field (Retention or Growth (WSJF)),Custom field (Review Date),Custom field (Review by),Custom field (Risk Assessment),Custom field (Risk Assessment Description),Custom field (Risk Reduction/Opportunity (WSJF)),Custom field (Risk Reduction/Opportunity explanation),Custom field (Risks),Custom field (Root Cause),Custom field (SAFe Epic Type),Custom field (SAFe Feature Type),Custom field (SLA Status Report),Custom field (SO ID – Description),Custom field (SOR document),Custom field (Security/PCI Compliance Decision),Custom field (Server : System : Location : Division),Custom field (Session),Custom field (Severity),Custom field (Showstopper (WSJF)),Custom field (Showstopper explanation),Custom field (Size),Custom field (Slot time frame),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start Date),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Status Information),Custom field (Steps to reproduce),Custom field (Story Points),Custom field (Story Points Estimation),Custom field (Story Type),Custom field (Strategic customer),Custom field (Strategic customer points),Custom field (Subtask Overview),Custom field (Super Epic),Custom field (Support from FT),Custom field (Support task assignee),Custom field (Suspended),Custom field (System),Custom field (System Analyst),Custom field (T-Shirt sized estimation),Custom field (TMS location/division affected),Custom field (Target end),Custom field (Target end),Custom field (Target start),Custom field (Target start),Custom field (Team),Custom field (Test Case URL),Custom field (Test Procedure),Custom field (Test Run URL),Custom field (Test Set URL),Custom field (Test by),Custom field (Testing and Validation),Custom field (Time Criticality (WSJF)),Custom field (Time Criticality explanation),Custom field (Timeline),Custom field (Timer),Custom field (Topic),Custom field (Total Booking Volume p.a.),Custom field (Total Contract Value),Custom field (Total Expense Volume p.a.),Custom field (Total Points),Custom field (Total points incl. OOM),Custom field (Travel Dev Findings),Custom field (Travel Maintenance Findings),Custom field (Travel QA Findings),Custom field (Travel QA Responsible),Custom field (Travel cSOL Findings),Custom field (Travel pDef Findings),Custom field (Type of Expense Delivery Task),Custom field (Type of Request),Custom field (Type of Script),Custom field (URL),Custom field (UX Analyst),Custom field (UX Guidelines),Custom field (UX Instructions),Custom field (UX Researcher),Custom field (UX Size),Custom field (UX Story Ranking),Custom field (UX Visual Designer),Custom field (UX Writer),Custom field (UXR Deliverables),Custom field (UXR Personas),Custom field (UXW RTM Code),Custom field (Unique users involved),Custom field (User Name (test system)),Custom field (User-business Value (WSJF)),Custom field (User-business Value explanation),Custom field (Validation),Custom field (Verification Date),Custom field (WSJF Total),Custom field (What can be done to avoid it in future?),Custom field (What happened?),Custom field (When did it happen?),Custom field (When was it solved?),Custom field (Which customers are affected?),Custom field (arctic Dev Findings),Custom field (arctic ProdDef),Custom field (arctic QA Findings),Custom field (cytric Stability Findings),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Amadeus - Incorrect Posting record amount,CI-7970,439508,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,,Done,,yutaka.yasumi,yutaka.yasumi,06/Jan/23 4:38 AM,04/Apr/23 2:59 PM,05/Jul/23 10:51 AM,10/Feb/23 7:13 AM,13/Jan/23 12:00 AM,0,,,,,,"Hello team,

Could you pleaase adjust the Posting record amount.

Customer reported the the per diem is accounted twice (61010000) while the own accommodation line item (61000100) was not included.

Accommodation allowances line {color:#ff0000}*249.39* {color}does not exist in Export file.

Export file
!image-2023-01-06-12-30-22-848.png|width=789,height=151!
Report
!image-2023-01-06-12-31-28-844.png|width=481,height=412!

Engine log:
[https://es.secure.ifao.net/s/ee/app/kibana#/discover?_g=()&_a=(columns:!(marker,level,message,contextData.correlationId),index:'3afe1f90-e0e8-11ec-b748-a7b709a9fb27',interval:auto,query:(language:lucene,query:'13499269'),sort:!(timeMillis,desc))]

!image-2023-01-06-12-36-38-006.png|width=388,height=234!
!image-2023-01-06-12-35-52-395.png|width=612,height=381!

{color:#de350b}ALSO REPORTED:{color}

wrong perdiem in export file (attached export file+report)

example ES 13293664 Created 09.12.2022 15:42

location: FR - Amadeus S.A.S. (1047)

log:  [https://es.secure.ifao.net/s/ee/goto/042edd65bdf4d9c050f26d95daebfd8e]

current: 48.00 eur

!image-2023-01-12-12-13-50-314.png!

!image-2023-01-12-12-20-58-176.png!

!image-2023-01-12-12-21-50-420.png!

correct: 16.00eur (so I think in this case is tripled ...)

!image-2023-01-12-12-14-20-891.png!

Best regards,
Yutaka/Nuria",,,,,,,,,,,,,,,,,,,,,CI-8425,,,,,,,,,,"12/Jan/23 12:17 PM;nsanchezruiz;13293664 event december Paris and Strasbourg.pdf;https://jira.ifao.net/secure/attachment/179337/13293664+event+december+Paris+and+Strasbourg.pdf","12/Jan/23 12:37 PM;nsanchezruiz;13318761 Totec and customer meeting.pdf;https://jira.ifao.net/secure/attachment/179346/13318761+Totec+and+customer+meeting.pdf","06/Jan/23 4:39 AM;yutaka.yasumi;13499269 EGYPT TRIP.pdf;https://jira.ifao.net/secure/attachment/178539/13499269+EGYPT+TRIP.pdf","12/Jan/23 12:16 PM;nsanchezruiz;481872-20221221211358.zip;https://jira.ifao.net/secure/attachment/179336/481872-20221221211358.zip","12/Jan/23 12:37 PM;nsanchezruiz;494510-20230109102959.zip;https://jira.ifao.net/secure/attachment/179347/494510-20230109102959.zip","06/Jan/23 4:30 AM;yutaka.yasumi;image-2023-01-06-12-30-22-848.png;https://jira.ifao.net/secure/attachment/178538/image-2023-01-06-12-30-22-848.png","06/Jan/23 4:31 AM;yutaka.yasumi;image-2023-01-06-12-31-28-844.png;https://jira.ifao.net/secure/attachment/178537/image-2023-01-06-12-31-28-844.png","06/Jan/23 4:35 AM;yutaka.yasumi;image-2023-01-06-12-35-52-395.png;https://jira.ifao.net/secure/attachment/178536/image-2023-01-06-12-35-52-395.png","06/Jan/23 4:36 AM;yutaka.yasumi;image-2023-01-06-12-36-38-006.png;https://jira.ifao.net/secure/attachment/178535/image-2023-01-06-12-36-38-006.png","12/Jan/23 12:13 PM;nsanchezruiz;image-2023-01-12-12-13-50-314.png;https://jira.ifao.net/secure/attachment/179333/image-2023-01-12-12-13-50-314.png","12/Jan/23 12:14 PM;nsanchezruiz;image-2023-01-12-12-14-20-891.png;https://jira.ifao.net/secure/attachment/179334/image-2023-01-12-12-14-20-891.png","12/Jan/23 12:20 PM;nsanchezruiz;image-2023-01-12-12-20-58-176.png;https://jira.ifao.net/secure/attachment/179339/image-2023-01-12-12-20-58-176.png","12/Jan/23 12:21 PM;nsanchezruiz;image-2023-01-12-12-21-50-420.png;https://jira.ifao.net/secure/attachment/179340/image-2023-01-12-12-21-50-420.png","12/Jan/23 12:36 PM;nsanchezruiz;image-2023-01-12-12-36-24-348.png;https://jira.ifao.net/secure/attachment/179344/image-2023-01-12-12-36-24-348.png","19/Jan/23 3:26 PM;nsanchezruiz;image-2023-01-19-15-26-39-892.png;https://jira.ifao.net/secure/attachment/180537/image-2023-01-19-15-26-39-892.png","19/Jan/23 3:26 PM;nsanchezruiz;image-2023-01-19-15-26-58-421.png;https://jira.ifao.net/secure/attachment/180538/image-2023-01-19-15-26-58-421.png","19/Jan/23 3:35 PM;nsanchezruiz;image-2023-01-19-15-35-43-702.png;https://jira.ifao.net/secure/attachment/180540/image-2023-01-19-15-35-43-702.png","19/Jan/23 3:36 PM;nsanchezruiz;image-2023-01-19-15-36-10-140.png;https://jira.ifao.net/secure/attachment/180541/image-2023-01-19-15-36-10-140.png","12/Jan/23 12:36 PM;nsanchezruiz;screenshot-1.png;https://jira.ifao.net/secure/attachment/179345/screenshot-1.png",,,,,,,,,,,,,9.0,,,,,,2023-02-10 07:13:37.0,,,,,,,,,,,,,"2-17042052583;2-17042052583",,,,yutaka.yasumi(JIRAUSER18676),,Committed,,,,,Configure,yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),,,,,,,Amadeus,,,2023-01-12 12:37:28.015,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,Closed,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,,,Productive System,Test System,,,,,Fri Jan 06 04:38:50 CET 2023,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@5c3d4ee0,0,,,,,,,,,,,,Hello,,,,,,,,,,,2023-02-10 07:13:37.0,,,,,,,,,,,,,,,,"0|i1rkcl:hzyzuzzzzztyzzzzzs",,,,,,,,,,,,,,,,,,,,,Retention,,yutaka.yasumi(JIRAUSER18676),,,0,,,,,Functional Feature,net.ifao.jira.plugin.pmi.impl.field.searcher.slastatusreport.SLAStatusReport@0,,,,"Amadeus / ama-es-amadeus
Location: AE - Amadeus Dubai (1109)
",,3 - Medium Urgent,YES,,,,Codebusters-PI-6.2,,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@14b17802,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@6761d221,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@f9b1506,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@a52aee8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@153cb6c8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7ca59e94,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@2bc18723,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@347b495d,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@440123ec,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@140044c6,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,0,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.totalpoints.TotalPoints@569ddc01,,,,,,,,,Incident Request (IR),,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.uniqueusersinvolved.UniqueUsersInvolved@36631989,,0,,,2023-02-10 07:13:37.0,net.ifao.jira.plugin.pmi.impl.field.searcher.wsjftotal.WSJFTotal@603a9ca2,,,,,,,,,,"12/Jan/23 12:37 PM;nsanchezruiz;another example
13318761 |created 12.12.2022 08:45
location: NL - Amadeus Benelux N.V (The Netherlands

current:

!image-2023-01-12-12-36-24-348.png!
correct:
 !screenshot-1.png|thumbnail! 

 ;;;","19/Jan/23 3:27 PM;nsanchezruiz;bali 

!image-2023-01-19-15-26-39-892.png!!image-2023-01-19-15-26-58-421.png!;;;","19/Jan/23 3:36 PM;nsanchezruiz;bali !image-2023-01-19-15-35-43-702.png!!image-2023-01-19-15-36-10-140.png!;;;","10/Feb/23 7:13 AM;yutaka.yasumi;From CI-10231612
Thank you ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eberspaecher - Update FDF on FR Language,CI-7969,439500,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,,Rejected,,yutaka.yasumi,yutaka.yasumi,06/Jan/23 1:44 AM,30/Jan/23 2:46 AM,05/Jul/23 10:51 AM,30/Jan/23 2:46 AM,13/Jan/23 12:00 AM,0,,,,,,"Hello Team,

Could you please update the FDF of FR Language.
{code:java}
      <dataFieldDescriptor code=""TripPurpose"" type=""List"" mandatory=""true"" elementLinkType=""net.ifao.vegas.domain.expense.StringLink"" elementLinkRole=""expense.tripPurpose"">
        <assignTo>
          <assign type=""${CLASS_ExpenseStatement}"" displayOrder=""5"">
            <gui>
              <dataFieldGUI guiType=""LIST"" />
            </gui>
          </assign>
        </assignTo>
        <nameTranslation>
          <name locale=""fr_FR"">Trip purpose</name>
          <name locale=""en_US"">Trip purpose</name>
        </nameTranslation>
        <descriptionTranslation>
          <name locale=""fr_FR"">Trip purpose</name>
          <name locale=""en_US"">Trip purpose</name>
        </descriptionTranslation>
        <roles>
          <canEdit name=""ExpenseStatementOwner"" />
          <canEdit name=""ExpenseArranger"" />
          <canEdit name=""ExpenseApproverRestricted"" />
          <canEdit name=""ExpenseApproverFinal"" />
          <canEdit name=""ExpenseAuditor"" />
          <canSee name=""ExpenseAccountant"" />
          <canSee name=""ExportProcess"" />
          <canSee name=""ExpenseManager"" />
          <canEdit name=""ExpenseAdministrator"" />
        </roles>
        <values>
          <item value=""Audit"">
            <name locale=""fr_FR"">Audit</name>
            <name locale=""en_US"">Audit</name>
          </item>
          <item value=""Consulting"">
            <name locale=""fr_FR"">Conseil</name>
            <name locale=""en_US"">Consulting</name>
          </item>
          <item value=""External Customer Supplier Meeting"">
            <name locale=""fr_FR"">Meeting Client ( externe ) / Meeting Fournisseur ( externe )</name>
            <name locale=""en_US"">External Customer / Supplier Meeting</name>
          </item>
          <item value=""IT"">
            <name locale=""fr_FR"">IT ( Informatique )</name>
            <name locale=""en_US"">IT</name>
          </item>
          <item value=""Internal Meeting"">
            <name locale=""fr_FR"">Meeting interne</name>
            <name locale=""en_US"">Internal Meeting</name>
          </item>
          <item value=""Production"">
            <name locale=""fr_FR"">Production</name>
            <name locale=""en_US"">Production</name>
          </item>
          <item value=""Trade Event Crew"">
            <name locale=""fr_FR"">Evénement commercial ( Organisateur )</name>
            <name locale=""en_US"">Trade Event Crew</name>
          </item>
          <item value=""Trade Event Visitor"">
            <name locale=""fr_FR"">Evénement commercial ( Visiteur )</name>
            <name locale=""en_US"">Trade Event Visitor</name>
          </item>
          <item value=""Training"">
            <name locale=""fr_FR"">Formation</name>
            <name locale=""en_US"">Training</name>
          </item>
        </values>
      </dataFieldDescriptor>{code}",,askarja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jan/23 7:32 AM;yutaka.yasumi;image-2023-01-10-15-32-23-405.png;https://jira.ifao.net/secure/attachment/178893/image-2023-01-10-15-32-23-405.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,2023-01-30 02:46:06.0,,,,,,,,,,,,,2-16906676863,,,,yutaka.yasumi(JIRAUSER18676),,Committed,,,,,Configure,yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),,,,,,,Eberspacher,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,Closed,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,,,Customer Test System,Productive System,Test System,,,,Fri Jan 06 01:44:24 CET 2023,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,,,,,,,Hello,,,,,,,,,,,2023-01-30 02:46:06.0,,,,,,,,,,,,,,,,"0|i1rkcl:hzyzuzzzzztyzzzzzr",,,,,,,,,,,,,,,,,,,,,Retention,,yutaka.yasumi(JIRAUSER18676),,,0,,,,,Functional Feature,net.ifao.jira.plugin.pmi.impl.field.searcher.slastatusreport.SLAStatusReport@0,,,,"MEGA / eberspaecher
FR locations",,3 - Medium,YES,,,,Codebusters-PI-6.2,,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@14b17802,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@6761d221,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@f9b1506,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@a52aee8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@153cb6c8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7ca59e94,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@2bc18723,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@347b495d,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@440123ec,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@140044c6,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,0,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.totalpoints.TotalPoints@9cd709d,,,,,,,,,Service Request (SR),,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.uniqueusersinvolved.UniqueUsersInvolved@219d6579,,0,,,2023-01-30 02:46:06.0,net.ifao.jira.plugin.pmi.impl.field.searcher.wsjftotal.WSJFTotal@5f5cfc47,,,,,,,,,,"10/Jan/23 7:32 AM;yutaka.yasumi;Bali is ok!

[~mkuchciak] 
!image-2023-01-10-15-32-23-405.png|width=682,height=321!;;;","10/Jan/23 10:17 AM;yutaka.yasumi;From CI-10230838
Bali is ok!;;;","30/Jan/23 2:45 AM;yutaka.yasumi;From CI-10230881
Not feedback from customer.
We can close the case;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche AT - update Role of FDF,CI-7968,439497,Expense Delivery,Closed,CI,codebusters,software,mrohkamm,,,,Done,,yutaka.yasumi,yutaka.yasumi,06/Jan/23 1:41 AM,16/Jan/23 8:49 AM,05/Jul/23 10:51 AM,16/Jan/23 8:49 AM,13/Jan/23 12:00 AM,0,,,,,,"Hello team,

Could you please update the role of FDF.
{code:java}
      <dataFieldDescriptor code=""DifferentCostCenter"" tmsCode=""ABWEICHENDE KOSTENSTELLE"" type=""LargeList"" mandatory=""false"" elementLinkType=""net.ifao.vegas.domain.expense.StringLink"" elementLinkRole=""expense.differentCostCenter"">
        <assignTo>
          <assign type=""${CLASS_ExpenseStatement}"" displayOrder=""2"">
            <gui>
              <dataFieldGUI guiType=""LARGE_LIST"" tab=""ExpenseStatement.genData"" />
            </gui>
            <validation>
              <from.traveler>
                <fall.back.on>
                  <from.user>
                    <constraint>
                      <from.fixed.list />
                    </constraint>
                  </from.user>
                </fall.back.on>
              </from.traveler>
            </validation>
          </assign>
        </assignTo>
        <nameTranslation>
          <name locale=""en_US"">Different Cost center</name>
          <name locale=""de_DE"">Abweichende Kostenstelle</name>
        </nameTranslation>
        <descriptionTranslation>
          <name locale=""en_US"">Different Cost center</name>
          <name locale=""de_DE"">Abweichende Kostenstelle</name>
        </descriptionTranslation>
        <roles>
          <canSee name=""ExpenseAdministrator"" />
          <canSearch name=""ExpenseAdministrator"" />
        </roles>
      </dataFieldDescriptor> {code}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/Jan/23 4:25 AM;yutaka.yasumi;image-2023-01-11-12-25-24-785.png;https://jira.ifao.net/secure/attachment/179075/image-2023-01-11-12-25-24-785.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,2023-01-16 08:49:36.0,,,,,,,,,,,,,2-17033376743,,,,yutaka.yasumi(JIRAUSER18676),,Committed,,,,,Configure,yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),yutaka.yasumi(JIRAUSER18676),,,,,,,Porsche,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,Closed,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,yutaka.yasumi(JIRAUSER18676),,,,,,,,,,Productive System,Test System,,,,,Fri Jan 06 01:41:16 CET 2023,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.issuelinksoverview.IssueLinksOverview@0,0,,,,,,,,,,,,Hello,,,,,,,,,,,2023-01-16 08:49:36.0,,,,,,,,,,,,,,,,"0|i1rkcl:hzyzuzzzzztyzzzzzq",,,,,,,,,,,,,,,,,,,,,Retention,,yutaka.yasumi(JIRAUSER18676),,,0,,,,,Functional Feature,net.ifao.jira.plugin.pmi.impl.field.searcher.slastatusreport.SLAStatusReport@0,,,,"
Travel / vwgroup-porsche-holding-at
Location:
- TEST Porsche Bank AG
- TEST Porsche Versicherungs Aktiengesellschaft
- Porsche Bank AG
- Porsche Versicherungs Aktiengesellschaft",,3 - Medium,YES,,,,Codebusters-PI-6.2,,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@14b17802,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@6761d221,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@f9b1506,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@a52aee8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@153cb6c8,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@7ca59e94,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@2bc18723,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@347b495d,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@440123ec,net.ifao.jira.plugin.pmi.impl.field.StatusInformation.StatusInformation@140044c6,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.subtaskoverview.SubtaskOverview@0,,,,,,,,,,,,,,,,,,yutaka.yasumi(JIRAUSER18676),,0,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.totalpoints.TotalPoints@50b793d3,,,,,,,,,Service Request (SR),,,,,,,,,,,,,,net.ifao.jira.plugin.pmi.impl.field.searcher.uniqueusersinvolved.UniqueUsersInvolved@3f48e71,,0,,,2023-01-16 08:49:36.0,net.ifao.jira.plugin.pmi.impl.field.searcher.wsjftotal.WSJFTotal@26a720c,,,,,,,,,,"11/Jan/23 4:25 AM;yutaka.yasumi;From CI-10230908
Bali is ok!
Please deploy it to prod.

!image-2023-01-11-12-25-24-785.png|width=544,height=323!;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
