,Parent id,time_in_review
734,393937,0 days 07:03:00.000000000
735,393942,56 days 02:41:00.000000000
736,393945,77 days 08:17:00.000000000
737,394090,0 days 05:19:00.000000000
738,394093,0 days 09:25:00.000000000
739,394122,33 days 02:25:00.000000000
740,394172,46 days 01:40:00.000000000
741,394215,2 days 21:43:00.000000000
742,394219,0 days 00:56:00.000000000
743,394270,0 days 01:30:00.000000000
744,394390,1 days 03:42:00.000000000
745,394478,2 days 05:21:00.000000000
746,394830,0 days 02:09:00.000000000
747,394835,0 days 00:08:00.000000000
748,394869,0 days 00:05:00.000000000
749,394887,15 days 23:05:00.000000000
750,394893,0 days 00:10:00.000000000
751,395052,0 days 00:14:00.000000000
752,395063,0 days 00:30:00.000000000
753,395070,26 days 06:45:00.000000000
754,395072,1 days 01:15:00.000000000
755,395190,4 days 19:13:00.000000000
756,395295,230 days 16:07:00.000000000
757,395332,12 days 03:45:00.000000000
758,395401,18 days 00:50:00.000000000
759,395591,4 days 06:17:00.000000000
760,395599,107 days 23:14:00.000000000
761,395750,0 days 00:18:00.000000000
762,395871,6 days 19:56:00.000000000
763,395951,0 days 23:58:00.000000000
764,396026,0 days 00:27:00.000000000
765,396225,1 days 05:21:00.000000000
766,396234,1 days 07:25:00.000000000
767,396242,6 days 01:13:00.000000000
768,396264,6 days 02:06:00.000000000
769,396271,1 days 06:14:00.000000000
770,396273,13 days 01:15:00.000000000
771,396276,1 days 06:51:00.000000000
772,396278,1 days 06:50:00.000000000
773,396280,18 days 23:44:00.000000000
774,396283,29 days 23:38:00.000000000
775,396297,1 days 22:45:00.000000000
776,396299,7 days 03:57:00.000000000
777,396367,6 days 23:32:00.000000000
778,396376,1 days 17:33:00.000000000
779,396407,0 days 17:27:00.000000000
780,396441,6 days 05:44:00.000000000
781,396568,1 days 05:27:00.000000000
782,396695,17 days 02:08:00.000000000
783,396697,10 days 17:17:00.000000000
784,396700,2 days 20:50:00.000000000
785,396720,3 days 07:07:00.000000000
786,396728,1 days 07:27:00.000000000
787,396733,1 days 07:43:00.000000000
788,396785,3 days 23:35:00.000000000
789,396799,3 days 04:10:00.000000000
790,396864,3 days 00:21:00.000000000
791,396875,6 days 16:34:00.000000000
792,396935,4 days 07:46:00.000000000
793,396940,4 days 07:23:00.000000000
794,396942,21 days 06:51:00.000000000
795,397034,0 days 00:02:00.000000000
796,397173,6 days 13:17:00.000000000
797,397236,0 days 00:09:00.000000000
798,397295,6 days 02:07:00.000000000
799,397320,16 days 15:12:00.000000000
800,397329,15 days 14:49:00.000000000
801,397344,16 days 01:35:00.000000000
802,397380,0 days 00:00:00.000000000
803,397386,99 days 01:20:00.000000000
804,397530,18 days 20:02:00.000000000
805,397537,4 days 15:13:00.000000000
806,397563,0 days 00:48:00.000000000
807,397697,0 days 23:04:00.000000000
808,397784,17 days 09:45:00.000000000
809,397851,3 days 02:26:00.000000000
810,397958,0 days 01:03:00.000000000
811,398055,2 days 06:43:00.000000000
812,398079,3 days 21:48:00.000000000
813,398134,15 days 01:41:00.000000000
814,398178,21 days 23:28:00.000000000
815,398186,2 days 17:27:00.000000000
816,398246,0 days 03:04:00.000000000
817,398337,1 days 20:49:00.000000000
818,398386,1 days 16:49:00.000000000
819,398451,103 days 06:52:00.000000000
820,398495,7 days 00:31:00.000000000
821,398521,106 days 05:42:00.000000000
822,398609,0 days 00:41:00.000000000
823,398667,90 days 23:26:00.000000000
824,398669,11 days 22:38:00.000000000
825,398698,5 days 03:50:00.000000000
826,398756,8 days 00:27:00.000000000
827,398778,7 days 23:51:00.000000000
828,398809,40 days 00:03:00.000000000
829,398886,0 days 06:39:00.000000000
830,398938,0 days 00:33:00.000000000
831,398951,187 days 01:53:00.000000000
832,398984,13 days 21:24:00.000000000
833,399007,13 days 20:14:00.000000000
834,399118,9 days 19:23:00.000000000
835,399153,10 days 07:58:00.000000000
836,399228,76 days 04:16:00.000000000
837,399253,0 days 00:00:00.000000000
838,399431,0 days 18:32:00.000000000
839,399446,16 days 22:27:00.000000000
840,399504,10 days 05:05:00.000000000
841,399508,0 days 00:00:00.000000000
842,399696,0 days 00:00:00.000000000
843,399721,0 days 16:26:00.000000000
844,399736,8 days 19:21:00.000000000
845,399756,16 days 21:02:00.000000000
846,399762,21 days 16:17:00.000000000
847,399792,9 days 07:38:00.000000000
848,399794,5 days 08:19:00.000000000
849,399892,5 days 04:10:00.000000000
850,399895,8 days 23:18:00.000000000
851,399897,2 days 00:26:00.000000000
852,399911,5 days 23:10:00.000000000
853,399914,1 days 20:34:00.000000000
854,399928,6 days 01:45:00.000000000
855,399982,4 days 20:52:00.000000000
856,399998,8 days 23:02:00.000000000
857,400071,8 days 04:40:00.000000000
858,400257,0 days 00:01:00.000000000
859,400304,10 days 22:28:00.000000000
860,400361,5 days 07:11:00.000000000
861,400375,0 days 00:01:00.000000000
862,400392,0 days 00:09:00.000000000
863,400458,0 days 00:00:00.000000000
864,400461,193 days 23:22:00.000000000
865,400464,6 days 02:30:00.000000000
866,400510,3 days 16:32:00.000000000
867,400512,3 days 18:10:00.000000000
868,400627,0 days 00:02:00.000000000
869,400683,1 days 06:51:00.000000000
870,400729,1 days 01:14:00.000000000
871,400735,0 days 16:56:00.000000000
872,400823,1 days 11:32:00.000000000
873,400825,0 days 01:40:00.000000000
874,401042,0 days 17:49:00.000000000
875,401048,7 days 21:13:00.000000000
876,401057,0 days 15:36:00.000000000
877,401064,42 days 07:12:00.000000000
878,401066,0 days 00:03:00.000000000
879,401104,88 days 18:27:00.000000000
880,401117,2 days 08:17:00.000000000
881,401265,1 days 18:58:00.000000000
882,401271,1 days 18:50:00.000000000
883,401280,1 days 18:42:00.000000000
884,401327,11 days 23:37:00.000000000
885,401378,7 days 06:51:00.000000000
886,401468,1 days 06:25:00.000000000
887,401543,4 days 02:51:00.000000000
888,401647,3 days 07:44:00.000000000
889,401699,3 days 00:25:00.000000000
890,401906,0 days 04:20:00.000000000
891,402190,1 days 19:27:00.000000000
892,402457,6 days 05:15:00.000000000
893,402460,107 days 03:07:00.000000000
894,402463,19 days 03:54:00.000000000
895,402477,13 days 23:56:00.000000000
896,402485,1 days 23:54:00.000000000
897,402505,6 days 01:48:00.000000000
898,402509,8 days 00:12:00.000000000
899,402512,7 days 03:16:00.000000000
900,402516,8 days 01:07:00.000000000
901,402519,8 days 22:06:00.000000000
902,402529,5 days 20:08:00.000000000
903,402591,8 days 18:04:00.000000000
904,402595,8 days 18:10:00.000000000
905,402599,11 days 16:58:00.000000000
906,402601,12 days 16:29:00.000000000
907,402702,0 days 00:02:00.000000000
908,402706,11 days 21:58:00.000000000
909,402712,1 days 00:55:00.000000000
910,402716,0 days 00:01:00.000000000
911,402721,0 days 23:19:00.000000000
912,402727,14 days 00:35:00.000000000
913,402739,5 days 19:09:00.000000000
914,402741,13 days 22:49:00.000000000
915,402744,18 days 23:53:00.000000000
916,402858,0 days 03:32:00.000000000
917,402922,0 days 02:39:00.000000000
918,403022,5 days 19:26:00.000000000
919,403027,5 days 19:18:00.000000000
920,403106,9 days 01:20:00.000000000
921,403161,3 days 01:54:00.000000000
922,403372,10 days 04:41:00.000000000
923,403410,0 days 03:57:00.000000000
924,403436,6 days 00:09:00.000000000
925,403512,8 days 21:46:00.000000000
926,403514,4 days 07:39:00.000000000
927,403545,7 days 03:26:00.000000000
928,403566,2 days 20:11:00.000000000
929,403573,2 days 19:59:00.000000000
930,403637,14 days 20:37:00.000000000
931,403639,6 days 23:41:00.000000000
932,403647,6 days 23:18:00.000000000
933,403653,40 days 18:17:00.000000000
934,403660,0 days 15:33:00.000000000
935,403672,0 days 15:28:00.000000000
936,403675,0 days 15:26:00.000000000
937,403687,0 days 15:25:00.000000000
938,403699,0 days 15:24:00.000000000
939,403701,0 days 15:22:00.000000000
940,403711,40 days 17:52:00.000000000
941,403721,7 days 17:20:00.000000000
942,403813,14 days 07:11:00.000000000
943,403924,7 days 22:16:00.000000000
944,404082,1 days 21:19:00.000000000
945,404084,5 days 18:37:00.000000000
946,404213,1 days 00:52:00.000000000
947,404450,18 days 01:06:00.000000000
948,404469,10 days 02:39:00.000000000
949,404476,4 days 16:33:00.000000000
950,404490,4 days 20:49:00.000000000
951,404512,3 days 22:01:00.000000000
952,404691,10 days 17:04:00.000000000
953,404778,5 days 14:50:00.000000000
954,404822,42 days 00:37:00.000000000
955,404853,6 days 05:23:00.000000000
956,404886,1 days 03:44:00.000000000
957,404895,6 days 00:36:00.000000000
958,404928,11 days 00:37:00.000000000
959,405050,0 days 04:36:00.000000000
960,405091,2 days 01:18:00.000000000
961,405104,9 days 00:46:00.000000000
962,405111,22 days 01:49:00.000000000
963,405141,6 days 19:46:00.000000000
964,405159,15 days 22:21:00.000000000
965,405293,7 days 00:44:00.000000000
966,405403,0 days 00:00:00.000000000
967,405419,0 days 00:27:00.000000000
968,405434,15 days 00:27:00.000000000
969,405442,0 days 20:22:00.000000000
970,405486,0 days 00:10:00.000000000
971,405539,32 days 04:37:00.000000000
972,405549,5 days 20:49:00.000000000
973,405582,7 days 19:51:00.000000000
974,405584,5 days 23:03:00.000000000
975,405729,11 days 10:41:00.000000000
976,405736,143 days 12:32:00.000000000
977,405812,0 days 00:01:00.000000000
978,405840,2 days 20:48:00.000000000
979,405936,9 days 05:59:00.000000000
980,405963,0 days 04:01:00.000000000
981,406001,0 days 03:52:00.000000000
982,406095,2 days 01:02:00.000000000
983,406172,2 days 11:31:00.000000000
984,406174,0 days 00:00:00.000000000
985,406185,0 days 00:53:00.000000000
986,406285,2 days 05:38:00.000000000
987,406309,63 days 00:41:00.000000000
988,406491,0 days 00:33:00.000000000
989,406493,0 days 23:33:00.000000000
990,406532,6 days 01:59:00.000000000
991,406538,6 days 03:05:00.000000000
992,406575,5 days 23:13:00.000000000
993,406588,5 days 22:13:00.000000000
994,406638,0 days 06:25:00.000000000
995,406721,0 days 00:10:00.000000000
996,406765,3 days 20:35:00.000000000
997,406780,4 days 23:51:00.000000000
998,406782,10 days 21:37:00.000000000
999,406795,5 days 19:31:00.000000000
1000,406801,6 days 00:53:00.000000000
1001,406867,4 days 21:53:00.000000000
1002,406924,23 days 20:28:00.000000000
1003,406933,5 days 17:23:00.000000000
1004,406944,5 days 14:52:00.000000000
1005,407082,0 days 04:07:00.000000000
1006,407289,0 days 10:06:00.000000000
1007,407295,7 days 06:13:00.000000000
1008,407298,8 days 07:16:00.000000000
1009,407445,44 days 01:39:00.000000000
1010,407494,8 days 16:05:00.000000000
1011,407535,15 days 16:28:00.000000000
1012,407574,103 days 12:49:00.000000000
1013,407673,13 days 23:20:00.000000000
1014,407702,16 days 10:08:00.000000000
1015,407711,1 days 01:15:00.000000000
1016,407895,4 days 23:53:00.000000000
1017,407925,5 days 23:09:00.000000000
1018,408036,0 days 00:00:00.000000000
1019,408238,3 days 22:29:00.000000000
1020,408302,17 days 00:22:00.000000000
1021,408332,0 days 01:01:00.000000000
1022,408387,66 days 02:29:00.000000000
1023,408451,1 days 01:24:00.000000000
1024,408456,2 days 22:13:00.000000000
1025,408460,2 days 22:15:00.000000000
1026,408471,10 days 00:03:00.000000000
1027,408486,14 days 23:16:00.000000000
1028,408491,1 days 22:02:00.000000000
1029,408494,0 days 00:02:00.000000000
1030,408525,1 days 04:19:00.000000000
1031,408527,1 days 21:04:00.000000000
1032,408529,1 days 21:30:00.000000000
1033,408554,40 days 22:56:00.000000000
1034,408562,94 days 00:17:00.000000000
1035,408564,29 days 23:03:00.000000000
1036,408570,71 days 20:43:00.000000000
1037,408597,88 days 00:00:00.000000000
1038,408601,0 days 00:29:00.000000000
1039,408669,0 days 05:20:00.000000000
1040,408672,0 days 05:07:00.000000000
1041,408775,0 days 00:01:00.000000000
1042,408867,1 days 20:16:00.000000000
1043,408872,0 days 19:30:00.000000000
1044,408874,0 days 21:03:00.000000000
1045,408876,1 days 18:43:00.000000000
1046,408878,0 days 19:22:00.000000000
1047,408880,1 days 18:48:00.000000000
1048,408882,1 days 18:48:00.000000000
1049,408886,1 days 18:53:00.000000000
1050,408888,1 days 19:14:00.000000000
1051,408890,1 days 19:14:00.000000000
1052,408892,1 days 19:18:00.000000000
1053,408895,1 days 19:19:00.000000000
1054,408899,1 days 19:20:00.000000000
1055,408909,4 days 18:15:00.000000000
1056,409141,0 days 00:00:00.000000000
1057,409261,3 days 08:15:00.000000000
1058,409400,20 days 23:15:00.000000000
1059,409411,24 days 19:36:00.000000000
1060,409420,24 days 19:15:00.000000000
1061,409423,24 days 21:41:00.000000000
1062,409428,24 days 22:05:00.000000000
1063,409439,26 days 19:26:00.000000000
1064,409442,27 days 02:32:00.000000000
1065,409444,28 days 01:20:00.000000000
1066,409450,28 days 01:32:00.000000000
1067,409460,31 days 18:22:00.000000000
1068,409470,33 days 01:21:00.000000000
1069,409476,37 days 14:36:00.000000000
1070,409481,37 days 14:05:00.000000000
1071,409483,66 days 17:42:00.000000000
1072,409485,66 days 17:37:00.000000000
1073,409487,33 days 17:34:00.000000000
1074,409499,1 days 22:39:00.000000000
1075,409577,0 days 00:34:00.000000000
1076,409604,7 days 23:09:00.000000000
1077,409607,0 days 00:18:00.000000000
1078,409637,154 days 23:40:00.000000000
1079,409667,0 days 00:01:00.000000000
1080,409671,0 days 20:16:00.000000000
1081,409742,17 days 07:29:00.000000000
1082,409785,3 days 03:33:00.000000000
1083,409819,0 days 00:03:00.000000000
1084,409831,0 days 19:44:00.000000000
1085,409865,0 days 18:53:00.000000000
1086,409890,5 days 17:22:00.000000000
1087,409973,0 days 03:45:00.000000000
1088,409992,2 days 01:10:00.000000000
1089,410021,2 days 00:47:00.000000000
1090,410025,57 days 20:27:00.000000000
1091,410041,15 days 02:43:00.000000000
1092,410050,16 days 00:36:00.000000000
1093,410052,16 days 01:51:00.000000000
1094,410054,19 days 02:55:00.000000000
1095,410057,19 days 21:38:00.000000000
1096,410059,21 days 19:51:00.000000000
1097,410061,22 days 19:06:00.000000000
1098,410063,25 days 17:57:00.000000000
1099,410067,26 days 19:48:00.000000000
1100,410069,27 days 18:21:00.000000000
1101,410071,28 days 17:33:00.000000000
1102,410073,29 days 01:37:00.000000000
1103,410076,28 days 20:05:00.000000000
1104,410078,29 days 23:23:00.000000000
1105,410080,28 days 17:54:00.000000000
1106,410172,6 days 06:12:00.000000000
1107,410178,39 days 10:46:00.000000000
1108,410227,0 days 22:53:00.000000000
1109,410378,0 days 20:56:00.000000000
1110,410390,4 days 19:54:00.000000000
1111,410392,6 days 01:45:00.000000000
1112,410486,13 days 06:50:00.000000000
1113,410488,13 days 07:34:00.000000000
1114,410490,14 days 05:34:00.000000000
1115,410494,17 days 06:09:00.000000000
1116,410496,18 days 00:04:00.000000000
1117,410498,19 days 01:40:00.000000000
1118,410500,20 days 01:01:00.000000000
1119,410503,21 days 01:14:00.000000000
1120,410507,23 days 23:40:00.000000000
1121,410509,26 days 02:50:00.000000000
1122,410511,26 days 06:18:00.000000000
1123,410513,27 days 02:58:00.000000000
1124,410515,25 days 23:50:00.000000000
1125,410517,60 days 00:31:00.000000000
1126,410519,60 days 00:31:00.000000000
1127,410536,61 days 00:58:00.000000000
1128,410548,0 days 02:58:00.000000000
1129,410852,7 days 19:43:00.000000000
1130,410899,0 days 02:31:00.000000000
1131,410919,1 days 23:30:00.000000000
1132,410925,0 days 21:00:00.000000000
1133,410928,0 days 21:21:00.000000000
1134,410932,0 days 21:47:00.000000000
1135,410939,14 days 23:14:00.000000000
1136,410979,0 days 03:38:00.000000000
1137,410981,0 days 00:01:00.000000000
1138,411080,0 days 05:39:00.000000000
1139,411179,8 days 02:54:00.000000000
1140,411330,1 days 12:26:00.000000000
1141,411332,13 days 15:58:00.000000000
1142,411585,0 days 10:15:00.000000000
1143,411710,5 days 05:31:00.000000000
1144,411758,4 days 21:51:00.000000000
1145,411771,0 days 00:34:00.000000000
1146,411778,4 days 21:13:00.000000000
1147,411808,3 days 22:56:00.000000000
1148,411922,7 days 04:36:00.000000000
1149,411967,0 days 00:03:00.000000000
1150,411989,20 days 02:26:00.000000000
1151,412555,9 days 02:52:00.000000000
1152,412604,0 days 19:48:00.000000000
1153,412678,0 days 00:06:00.000000000
1154,412693,0 days 00:09:00.000000000
1155,412721,0 days 22:51:00.000000000
1156,412758,0 days 00:17:00.000000000
1157,413015,0 days 00:00:00.000000000
1158,413125,34 days 19:15:00.000000000
1159,413132,38 days 18:39:00.000000000
1160,413320,2 days 19:25:00.000000000
1161,413326,6 days 01:35:00.000000000
1162,413392,2 days 16:56:00.000000000
1163,413615,11 days 13:33:00.000000000
1164,413617,8 days 10:17:00.000000000
1165,413784,0 days 19:30:00.000000000
1166,413842,3 days 17:34:00.000000000
1167,413889,0 days 14:14:00.000000000
1168,413899,0 days 10:23:00.000000000
1169,413930,6 days 04:24:00.000000000
1170,413991,0 days 00:00:00.000000000
1171,414132,15 days 17:49:00.000000000
1172,414171,112 days 20:37:00.000000000
1173,414188,2 days 12:52:00.000000000
1174,414192,5 days 04:37:00.000000000
1175,414194,6 days 07:34:00.000000000
1176,414222,5 days 05:54:00.000000000
1177,414264,14 days 01:42:00.000000000
1178,414387,0 days 15:57:00.000000000
1179,414401,7 days 06:55:00.000000000
1180,414487,0 days 00:28:00.000000000
1181,414491,0 days 02:36:00.000000000
1182,414496,4 days 00:15:00.000000000
1183,414502,0 days 05:48:00.000000000
1184,414513,4 days 23:12:00.000000000
1185,414517,5 days 04:58:00.000000000
1186,414697,7 days 00:00:00.000000000
1187,414890,5 days 21:25:00.000000000
1188,414935,0 days 00:05:00.000000000
1189,414973,0 days 00:01:00.000000000
1190,415068,6 days 01:21:00.000000000
1191,415131,5 days 03:23:00.000000000
1192,415482,0 days 00:00:00.000000000
1193,415783,1 days 22:25:00.000000000
1194,415790,126 days 18:21:00.000000000
1195,415806,3 days 15:46:00.000000000
1196,415818,0 days 00:02:00.000000000
1197,415891,0 days 00:01:00.000000000
1198,415914,9 days 06:57:00.000000000
1199,415986,6 days 03:44:00.000000000
1200,416064,21 days 23:12:00.000000000
1201,416111,1 days 23:00:00.000000000
1202,416181,0 days 13:15:00.000000000
1203,416184,1 days 09:44:00.000000000
1204,416290,7 days 03:43:00.000000000
1205,416334,5 days 02:51:00.000000000
1206,416342,7 days 03:07:00.000000000
1207,416501,5 days 10:00:00.000000000
1208,416504,5 days 10:49:00.000000000
1209,416524,0 days 00:00:00.000000000
1210,416580,5 days 00:59:00.000000000
1211,416669,8 days 22:37:00.000000000
1212,416695,53 days 04:30:00.000000000
1213,416757,0 days 00:01:00.000000000
1214,416855,4 days 22:19:00.000000000
1215,416956,3 days 03:42:00.000000000
1216,417132,3 days 21:29:00.000000000
1217,417190,2 days 10:02:00.000000000
1218,417196,2 days 14:08:00.000000000
1219,417367,0 days 19:10:00.000000000
1220,417414,14 days 23:12:00.000000000
1221,417420,8 days 21:22:00.000000000
1222,417424,13 days 20:37:00.000000000
1223,417455,1 days 03:00:00.000000000
1224,417462,2 days 04:17:00.000000000
1225,417657,4 days 19:31:00.000000000
1226,417730,1 days 17:32:00.000000000
1227,417754,0 days 06:42:00.000000000
1228,417808,0 days 04:46:00.000000000
1229,417858,7 days 00:33:00.000000000
1230,417868,0 days 23:49:00.000000000
1231,417874,7 days 21:13:00.000000000
1232,417935,0 days 00:27:00.000000000
1233,417939,7 days 19:18:00.000000000
1234,417950,6 days 02:31:00.000000000
1235,417958,6 days 01:48:00.000000000
1236,418004,6 days 23:45:00.000000000
1237,418021,40 days 05:32:00.000000000
1238,418023,0 days 00:20:00.000000000
1239,418062,7 days 05:15:00.000000000
1240,418139,2 days 23:02:00.000000000
1241,418250,1 days 21:02:00.000000000
1242,418256,9 days 06:52:00.000000000
1243,418374,0 days 00:01:00.000000000
1244,418453,1 days 01:38:00.000000000
1245,418519,8 days 05:55:00.000000000
1246,418563,6 days 04:02:00.000000000
1247,418585,8 days 01:09:00.000000000
1248,418711,5 days 22:25:00.000000000
1249,418713,6 days 20:05:00.000000000
1250,418725,5 days 18:36:00.000000000
1251,418762,0 days 03:34:00.000000000
1252,418799,6 days 00:18:00.000000000
1253,418880,18 days 20:51:00.000000000
1254,418898,0 days 00:02:00.000000000
1255,418909,21 days 21:21:00.000000000
1256,418912,21 days 22:33:00.000000000
1257,418915,13 days 01:50:00.000000000
1258,418923,1 days 23:40:00.000000000
1259,418957,0 days 00:06:00.000000000
1260,419061,5 days 03:27:00.000000000
1261,419115,1 days 05:13:00.000000000
1262,419136,0 days 00:54:00.000000000
1263,419388,6 days 15:50:00.000000000
1264,419553,3 days 04:19:00.000000000
1265,419601,6 days 23:07:00.000000000
1266,419604,3 days 01:21:00.000000000
1267,419635,0 days 00:00:00.000000000
1268,419648,2 days 23:52:00.000000000
1269,419711,3 days 06:18:00.000000000
1270,419713,3 days 01:04:00.000000000
1271,419715,2 days 07:07:00.000000000
1272,419816,61 days 02:59:00.000000000
1273,419923,0 days 06:15:00.000000000
1274,419949,8 days 00:29:00.000000000
1275,419953,0 days 00:00:00.000000000
1276,419972,2 days 03:05:00.000000000
1277,420055,1 days 19:16:00.000000000
1278,420085,14 days 01:58:00.000000000
1279,420101,1 days 19:54:00.000000000
1280,420153,0 days 00:14:00.000000000
1281,420157,0 days 00:00:00.000000000
1282,420167,6 days 07:40:00.000000000
1283,420170,0 days 00:00:00.000000000
1284,420296,0 days 00:01:00.000000000
1285,420340,6 days 02:22:00.000000000
1286,420348,0 days 22:49:00.000000000
1287,420376,13 days 21:21:00.000000000
1288,420464,0 days 00:05:00.000000000
1289,420512,22 days 21:43:00.000000000
1290,420516,22 days 21:36:00.000000000
1291,420541,0 days 00:01:00.000000000
1292,420559,2 days 17:15:00.000000000
1293,420589,2 days 11:00:00.000000000
1294,420591,2 days 07:18:00.000000000
1295,420593,14 days 07:33:00.000000000
1296,420595,5 days 12:21:00.000000000
1297,420601,7 days 11:22:00.000000000
1298,420675,64 days 23:27:00.000000000
1299,420783,1 days 21:04:00.000000000
1300,420816,0 days 00:00:00.000000000
1301,420920,0 days 00:00:00.000000000
1302,420974,8 days 04:39:00.000000000
1303,421116,0 days 21:10:00.000000000
1304,421186,0 days 21:01:00.000000000
1305,421205,0 days 00:00:00.000000000
1306,421213,10 days 09:03:00.000000000
1307,421217,10 days 05:01:00.000000000
1308,421220,10 days 07:20:00.000000000
1309,421224,0 days 01:21:00.000000000
1310,421258,16 days 23:19:00.000000000
1311,421311,9 days 23:11:00.000000000
1312,421330,24 days 03:35:00.000000000
1313,421362,67 days 01:06:00.000000000
1314,421371,97 days 10:08:00.000000000
1315,421533,10 days 01:08:00.000000000
1316,421627,0 days 00:03:00.000000000
1317,421703,6 days 21:52:00.000000000
1318,421716,0 days 00:03:00.000000000
1319,421795,6 days 06:26:00.000000000
1320,421807,0 days 00:00:00.000000000
1321,421830,62 days 05:33:00.000000000
1322,421850,7 days 20:47:00.000000000
1323,421871,16 days 01:43:00.000000000
1324,421875,7 days 00:26:00.000000000
1325,421886,16 days 19:09:00.000000000
1326,421964,7 days 23:21:00.000000000
1327,422011,0 days 00:51:00.000000000
1328,422013,0 days 00:38:00.000000000
1329,422128,1 days 02:44:00.000000000
1330,422139,5 days 23:52:00.000000000
1331,422229,27 days 15:51:00.000000000
1332,422242,5 days 16:37:00.000000000
1333,422256,0 days 00:01:00.000000000
1334,422311,4 days 04:16:00.000000000
1335,422349,6 days 04:01:00.000000000
1336,422432,3 days 22:55:00.000000000
1337,422593,0 days 00:13:00.000000000
1338,422945,0 days 18:30:00.000000000
1339,423052,0 days 15:45:00.000000000
1340,423054,10 days 20:13:00.000000000
1341,423056,1 days 17:28:00.000000000
1342,423103,3 days 02:31:00.000000000
1343,423110,10 days 08:49:00.000000000
1344,423198,0 days 21:49:00.000000000
1345,423328,5 days 17:34:00.000000000
1346,423336,8 days 17:39:00.000000000
1347,423368,0 days 07:11:00.000000000
1348,423370,0 days 03:57:00.000000000
1349,423374,0 days 03:44:00.000000000
1350,423397,0 days 01:34:00.000000000
1351,423443,0 days 02:29:00.000000000
1352,423538,0 days 03:09:00.000000000
1353,423551,0 days 01:10:00.000000000
1354,423556,0 days 00:29:00.000000000
1355,423633,0 days 14:06:00.000000000
1356,423639,0 days 00:27:00.000000000
1357,423808,0 days 00:46:00.000000000
1358,423817,0 days 22:13:00.000000000
1359,423823,1 days 01:45:00.000000000
1360,423833,1 days 00:26:00.000000000
1361,423847,4 days 01:37:00.000000000
1362,423863,7 days 21:08:00.000000000
1363,423867,7 days 21:17:00.000000000
1364,423869,0 days 16:53:00.000000000
1365,423871,39 days 00:38:00.000000000
1366,423873,39 days 06:34:00.000000000
1367,423875,39 days 00:56:00.000000000
1368,423877,0 days 16:29:00.000000000
1369,423930,11 days 02:41:00.000000000
1370,424097,0 days 01:35:00.000000000
1371,424178,3 days 03:40:00.000000000
1372,424212,2 days 12:17:00.000000000
1373,424363,2 days 23:12:00.000000000
1374,424451,44 days 02:55:00.000000000
1375,424875,1 days 06:07:00.000000000
1376,425024,0 days 00:01:00.000000000
1377,425072,48 days 00:01:00.000000000
1378,425168,1 days 16:35:00.000000000
1379,425227,5 days 07:13:00.000000000
1380,425256,39 days 07:17:00.000000000
1381,425385,0 days 02:52:00.000000000
1382,425455,0 days 17:04:00.000000000
1383,425466,0 days 15:58:00.000000000
1384,425476,11 days 21:21:00.000000000
1385,425496,3 days 00:10:00.000000000
1386,425508,0 days 13:45:00.000000000
1387,425597,0 days 00:46:00.000000000
1388,425718,4 days 06:01:00.000000000
1389,425733,4 days 02:33:00.000000000
1390,425756,5 days 01:31:00.000000000
1391,425775,10 days 01:20:00.000000000
1392,425784,12 days 02:24:00.000000000
1393,425812,3 days 00:48:00.000000000
1394,425839,4 days 21:46:00.000000000
1395,425844,0 days 01:07:00.000000000
1396,425848,3 days 22:26:00.000000000
1397,425876,52 days 17:29:00.000000000
1398,425882,2 days 18:15:00.000000000
1399,425888,5 days 01:03:00.000000000
1400,425896,2 days 18:02:00.000000000
1401,425902,0 days 00:30:00.000000000
1402,425910,2 days 20:09:00.000000000
1403,425977,2 days 13:24:00.000000000
1404,426030,0 days 06:40:00.000000000
1405,426147,0 days 23:53:00.000000000
1406,426152,1 days 00:36:00.000000000
1407,426275,6 days 16:28:00.000000000
1408,426287,16 days 23:02:00.000000000
1409,426322,2 days 17:55:00.000000000
1410,426325,6 days 20:16:00.000000000
1411,426449,0 days 00:12:00.000000000
1412,426612,0 days 18:47:00.000000000
1413,426684,7 days 21:16:00.000000000
1414,426693,6 days 11:55:00.000000000
1415,426756,0 days 04:51:00.000000000
1416,426775,26 days 23:05:00.000000000
1417,426820,5 days 05:21:00.000000000
1418,426838,8 days 21:26:00.000000000
1419,427285,25 days 04:02:00.000000000
1420,427373,7 days 19:31:00.000000000
1421,427418,5 days 07:37:00.000000000
1422,427492,0 days 00:01:00.000000000
1423,427507,6 days 01:19:00.000000000
1424,427509,6 days 21:16:00.000000000
1425,427511,3 days 04:06:00.000000000
1426,427513,4 days 22:48:00.000000000
1427,427515,2 days 20:29:00.000000000
1428,427526,4 days 04:17:00.000000000
1429,427566,3 days 18:48:00.000000000
1430,427578,5 days 02:56:00.000000000
1431,427595,3 days 17:56:00.000000000
1432,427598,3 days 20:33:00.000000000
1433,427628,48 days 18:55:00.000000000
1434,427631,25 days 00:25:00.000000000
1435,427689,13 days 20:10:00.000000000
1436,427837,1 days 03:22:00.000000000
1437,427859,45 days 00:20:00.000000000
1438,427932,1 days 22:22:00.000000000
1439,428061,4 days 03:22:00.000000000
1440,428064,8 days 06:14:00.000000000
1441,428208,20 days 20:40:00.000000000
1442,428245,0 days 21:29:00.000000000
1443,428279,1 days 20:49:00.000000000
1444,428323,8 days 00:40:00.000000000
1445,428346,5 days 18:54:00.000000000
