,Parent id,time_in_review
168,365561,2 days 03:41:00.000000000
169,365630,0 days 00:49:00.000000000
170,365709,20 days 16:17:00.000000000
171,365727,12 days 15:50:00.000000000
172,365744,0 days 20:11:00.000000000
173,365795,0 days 00:00:00.000000000
174,365931,12 days 18:25:00.000000000
175,366004,0 days 04:55:00.000000000
176,366046,14 days 02:40:00.000000000
177,366077,3 days 01:15:00.000000000
178,366157,27 days 03:58:00.000000000
179,366517,3 days 15:08:00.000000000
180,366519,0 days 00:01:00.000000000
181,366527,16 days 08:43:00.000000000
182,366550,0 days 00:01:00.000000000
183,366553,0 days 00:00:00.000000000
184,366559,14 days 22:59:00.000000000
185,366561,0 days 21:26:00.000000000
186,366649,7 days 00:06:00.000000000
187,366666,14 days 14:05:00.000000000
188,366815,13 days 12:40:00.000000000
189,366817,12 days 05:51:00.000000000
190,366824,14 days 10:45:00.000000000
191,366880,27 days 01:13:00.000000000
192,366901,6 days 02:00:00.000000000
193,366917,2 days 00:39:00.000000000
194,366934,12 days 19:54:00.000000000
195,366970,0 days 01:01:00.000000000
196,366972,0 days 01:00:00.000000000
197,367014,5 days 17:06:00.000000000
198,367071,11 days 23:51:00.000000000
199,367116,0 days 13:23:00.000000000
200,367256,3 days 02:33:00.000000000
201,367261,0 days 00:03:00.000000000
202,367349,6 days 23:05:00.000000000
203,367518,0 days 00:01:00.000000000
204,367534,23 days 18:17:00.000000000
205,367559,8 days 05:02:00.000000000
206,367784,13 days 18:57:00.000000000
207,367810,6 days 04:05:00.000000000
208,368000,1 days 00:18:00.000000000
209,368036,0 days 00:00:00.000000000
210,368240,7 days 17:49:00.000000000
211,368278,0 days 00:01:00.000000000
212,368285,0 days 00:01:00.000000000
213,368291,0 days 02:28:00.000000000
214,368347,0 days 13:54:00.000000000
215,368351,5 days 01:42:00.000000000
216,368483,0 days 00:55:00.000000000
217,368498,5 days 02:24:00.000000000
218,368545,5 days 16:25:00.000000000
219,368554,4 days 17:26:00.000000000
220,368558,4 days 17:24:00.000000000
221,368560,4 days 17:23:00.000000000
222,368563,4 days 17:31:00.000000000
223,368568,19 days 17:03:00.000000000
224,368578,5 days 15:22:00.000000000
225,368582,6 days 22:16:00.000000000
226,368586,11 days 15:16:00.000000000
227,368588,20 days 21:47:00.000000000
228,368591,14 days 15:11:00.000000000
229,368596,21 days 21:31:00.000000000
230,368598,6 days 21:45:00.000000000
231,368600,21 days 16:57:00.000000000
232,368602,7 days 22:49:00.000000000
233,368604,10 days 18:39:00.000000000
234,368606,20 days 20:32:00.000000000
235,368608,19 days 17:31:00.000000000
236,368672,13 days 10:48:00.000000000
237,368728,7 days 05:35:00.000000000
238,368758,2 days 15:19:00.000000000
239,368774,4 days 21:12:00.000000000
240,368811,12 days 20:04:00.000000000
241,368815,12 days 19:52:00.000000000
242,368817,12 days 19:51:00.000000000
243,368835,4 days 12:08:00.000000000
244,368842,24 days 01:19:00.000000000
245,368931,4 days 19:47:00.000000000
246,368933,6 days 13:29:00.000000000
247,368935,18 days 12:46:00.000000000
248,368937,18 days 12:46:00.000000000
249,368939,18 days 12:44:00.000000000
250,368941,24 days 14:20:00.000000000
251,368947,24 days 14:27:00.000000000
252,368949,24 days 14:14:00.000000000
253,368951,24 days 14:28:00.000000000
254,369018,0 days 03:30:00.000000000
255,369154,0 days 19:40:00.000000000
256,369166,21 days 03:42:00.000000000
257,369246,6 days 15:53:00.000000000
258,369318,0 days 15:16:00.000000000
259,369371,3 days 15:40:00.000000000
260,369388,15 days 15:51:00.000000000
261,369414,6 days 10:33:00.000000000
262,369419,0 days 00:32:00.000000000
263,369421,8 days 07:27:00.000000000
264,369468,15 days 17:28:00.000000000
265,369504,2 days 03:16:00.000000000
266,369678,0 days 00:03:00.000000000
267,369723,0 days 00:33:00.000000000
268,369811,3 days 23:07:00.000000000
269,369885,8 days 07:42:00.000000000
270,369887,13 days 19:33:00.000000000
271,369891,5 days 04:32:00.000000000
272,369942,8 days 05:47:00.000000000
273,369968,5 days 02:09:00.000000000
274,370010,4 days 21:12:00.000000000
275,370052,0 days 00:01:00.000000000
276,370087,8 days 19:14:00.000000000
277,370133,0 days 00:18:00.000000000
278,370166,7 days 08:04:00.000000000
279,370172,0 days 00:00:00.000000000
280,370179,5 days 15:37:00.000000000
281,370207,0 days 00:05:00.000000000
282,370275,5 days 02:40:00.000000000
283,370318,0 days 00:01:00.000000000
284,370351,5 days 01:46:00.000000000
285,370420,12 days 00:19:00.000000000
286,370433,5 days 19:38:00.000000000
287,370443,33 days 02:12:00.000000000
288,370460,3 days 21:40:00.000000000
289,370530,3 days 11:07:00.000000000
290,370536,3 days 05:53:00.000000000
291,370545,0 days 08:57:00.000000000
292,370547,0 days 01:33:00.000000000
293,370603,13 days 04:32:00.000000000
294,370609,11 days 21:29:00.000000000
295,370817,3 days 07:40:00.000000000
296,370941,0 days 00:43:00.000000000
297,370973,2 days 21:23:00.000000000
298,371024,1 days 16:38:00.000000000
299,371061,0 days 00:00:00.000000000
300,371113,3 days 07:43:00.000000000
301,371118,7 days 16:10:00.000000000
302,371140,1 days 01:21:00.000000000
303,371222,71 days 22:23:00.000000000
304,371246,7 days 23:37:00.000000000
305,371266,1 days 21:26:00.000000000
306,371434,7 days 22:53:00.000000000
307,371459,13 days 03:03:00.000000000
308,371468,7 days 01:53:00.000000000
309,371520,7 days 17:45:00.000000000
310,371522,7 days 21:14:00.000000000
311,371529,19 days 20:19:00.000000000
312,371572,0 days 05:29:00.000000000
313,371574,0 days 04:24:00.000000000
314,371576,8 days 06:06:00.000000000
315,371681,0 days 04:01:00.000000000
316,371888,0 days 01:42:00.000000000
317,371930,4 days 23:03:00.000000000
318,372017,3 days 12:32:00.000000000
319,372021,12 days 04:46:00.000000000
320,372023,0 days 00:01:00.000000000
321,372031,39 days 03:15:00.000000000
322,372052,3 days 11:15:00.000000000
323,372080,10 days 01:50:00.000000000
324,372260,15 days 01:07:00.000000000
325,372264,13 days 21:40:00.000000000
326,372306,10 days 03:03:00.000000000
327,372337,8 days 19:27:00.000000000
328,372383,7 days 15:45:00.000000000
329,372415,0 days 00:06:00.000000000
330,372452,14 days 23:00:00.000000000
331,372498,8 days 00:06:00.000000000
332,372529,5 days 19:59:00.000000000
333,372531,9 days 00:00:00.000000000
334,372560,8 days 22:42:00.000000000
335,372589,14 days 21:27:00.000000000
336,372652,9 days 12:03:00.000000000
337,372654,9 days 05:47:00.000000000
338,372678,0 days 11:31:00.000000000
339,372730,15 days 04:58:00.000000000
340,372903,7 days 01:36:00.000000000
341,372926,7 days 02:27:00.000000000
342,372980,0 days 08:44:00.000000000
343,372982,0 days 00:00:00.000000000
344,372997,0 days 00:04:00.000000000
345,373004,4 days 12:30:00.000000000
346,373063,4 days 05:14:00.000000000
347,373087,6 days 01:30:00.000000000
348,373101,6 days 16:49:00.000000000
349,373103,6 days 22:04:00.000000000
350,373140,3 days 23:40:00.000000000
351,373200,11 days 17:00:00.000000000
352,373211,17 days 20:06:00.000000000
353,373237,7 days 19:49:00.000000000
354,373240,12 days 02:53:00.000000000
355,373244,12 days 06:44:00.000000000
356,373277,11 days 01:16:00.000000000
357,373383,4 days 01:24:00.000000000
358,373391,11 days 17:38:00.000000000
359,373467,1 days 19:15:00.000000000
360,373571,1 days 00:23:00.000000000
361,373578,0 days 22:18:00.000000000
362,373581,16 days 21:52:00.000000000
363,373597,23 days 04:03:00.000000000
364,373603,9 days 23:19:00.000000000
365,373605,16 days 21:16:00.000000000
366,373607,16 days 23:03:00.000000000
367,373609,16 days 23:26:00.000000000
368,373611,6 days 20:32:00.000000000
369,373627,23 days 06:52:00.000000000
370,373630,73 days 01:31:00.000000000
371,373632,55 days 22:14:00.000000000
372,373634,64 days 00:05:00.000000000
373,373641,8 days 23:50:00.000000000
374,373647,114 days 20:11:00.000000000
375,373650,73 days 01:35:00.000000000
376,374032,0 days 00:20:00.000000000
377,374050,0 days 00:12:00.000000000
378,374097,0 days 01:02:00.000000000
379,374249,0 days 00:01:00.000000000
380,374257,27 days 06:55:00.000000000
381,374382,64 days 21:01:00.000000000
382,374388,5 days 22:48:00.000000000
383,374395,6 days 02:17:00.000000000
384,374401,21 days 20:34:00.000000000
385,374405,21 days 20:27:00.000000000
386,374414,21 days 20:07:00.000000000
387,374418,21 days 20:01:00.000000000
388,374424,21 days 19:51:00.000000000
389,374430,21 days 19:41:00.000000000
390,374434,21 days 19:34:00.000000000
391,374439,21 days 19:27:00.000000000
392,374442,21 days 19:17:00.000000000
393,374510,0 days 00:01:00.000000000
394,374515,21 days 17:46:00.000000000
395,374521,21 days 17:44:00.000000000
396,374523,21 days 17:41:00.000000000
397,374624,46 days 23:59:00.000000000
398,374685,21 days 22:09:00.000000000
399,374716,0 days 00:28:00.000000000
400,374800,4 days 18:40:00.000000000
401,374832,7 days 16:43:00.000000000
402,374847,27 days 06:39:00.000000000
403,374885,0 days 00:07:00.000000000
404,374955,27 days 21:01:00.000000000
405,374996,5 days 01:53:00.000000000
406,375039,25 days 20:51:00.000000000
407,375061,6 days 19:01:00.000000000
408,375208,0 days 00:00:00.000000000
409,375301,0 days 00:01:00.000000000
410,375368,0 days 00:06:00.000000000
411,375418,1 days 17:09:00.000000000
412,375429,0 days 05:53:00.000000000
413,375462,0 days 04:23:00.000000000
414,375478,7 days 13:46:00.000000000
415,375492,70 days 05:15:00.000000000
416,375607,0 days 00:06:00.000000000
417,375615,2 days 22:27:00.000000000
418,375617,1 days 21:26:00.000000000
419,375814,19 days 11:59:00.000000000
420,375816,16 days 09:41:00.000000000
421,375819,14 days 05:10:00.000000000
422,375822,16 days 05:12:00.000000000
423,375829,6 days 03:42:00.000000000
424,375860,13 days 17:11:00.000000000
425,375929,0 days 00:52:00.000000000
426,375982,5 days 22:09:00.000000000
427,376067,19 days 17:46:00.000000000
428,376087,5 days 08:36:00.000000000
429,376090,5 days 02:38:00.000000000
430,376116,0 days 02:19:00.000000000
431,376136,13 days 23:22:00.000000000
432,376147,4 days 00:13:00.000000000
433,376154,0 days 23:19:00.000000000
434,376256,0 days 00:39:00.000000000
435,376261,3 days 19:28:00.000000000
436,376330,10 days 18:12:00.000000000
437,376335,30 days 17:04:00.000000000
438,376343,0 days 00:01:00.000000000
439,376366,10 days 05:12:00.000000000
440,376479,9 days 22:50:00.000000000
441,376651,3 days 06:58:00.000000000
442,376713,9 days 08:19:00.000000000
443,376729,34 days 23:46:00.000000000
444,376770,9 days 00:30:00.000000000
445,376832,0 days 16:09:00.000000000
446,376854,0 days 00:02:00.000000000
447,376859,0 days 00:12:00.000000000
448,376866,16 days 11:01:00.000000000
449,376884,13 days 00:51:00.000000000
450,376994,10 days 04:50:00.000000000
451,377002,0 days 09:55:00.000000000
452,377047,1 days 21:49:00.000000000
453,377182,14 days 01:16:00.000000000
454,377184,1 days 10:17:00.000000000
455,377255,0 days 09:17:00.000000000
456,377319,12 days 01:43:00.000000000
457,377322,16 days 03:13:00.000000000
458,377365,0 days 04:12:00.000000000
459,377368,0 days 06:26:00.000000000
460,377426,14 days 16:05:00.000000000
461,377499,8 days 03:46:00.000000000
462,377622,14 days 20:29:00.000000000
463,380717,41 days 21:38:00.000000000
464,380802,0 days 00:19:00.000000000
465,380810,12 days 08:21:00.000000000
466,380885,0 days 00:22:00.000000000
467,380917,4 days 21:22:00.000000000
468,380919,4 days 22:31:00.000000000
469,380974,11 days 22:56:00.000000000
470,381235,4 days 00:05:00.000000000
471,381305,6 days 23:49:00.000000000
472,381343,12 days 21:29:00.000000000
473,381493,0 days 00:00:00.000000000
474,381497,0 days 00:00:00.000000000
475,381552,0 days 00:00:00.000000000
476,381702,0 days 02:20:00.000000000
477,381715,0 days 12:26:00.000000000
478,381804,0 days 00:27:00.000000000
479,381987,4 days 17:48:00.000000000
480,381997,0 days 00:00:00.000000000
481,382034,6 days 01:52:00.000000000
482,382056,0 days 19:26:00.000000000
483,382059,0 days 19:22:00.000000000
484,382147,6 days 22:38:00.000000000
485,382226,12 days 13:17:00.000000000
486,382232,30 days 20:31:00.000000000
487,382321,5 days 03:02:00.000000000
488,382398,3 days 23:06:00.000000000
489,382421,17 days 16:57:00.000000000
490,382442,14 days 01:04:00.000000000
491,382456,7 days 01:04:00.000000000
492,382532,4 days 19:19:00.000000000
493,382542,0 days 00:00:00.000000000
494,382552,14 days 00:21:00.000000000
495,382566,0 days 05:41:00.000000000
496,382902,10 days 04:56:00.000000000
497,383024,16 days 04:00:00.000000000
498,383121,3 days 18:32:00.000000000
499,383130,10 days 15:40:00.000000000
500,383196,0 days 00:02:00.000000000
501,383335,15 days 15:47:00.000000000
502,383338,34 days 12:35:00.000000000
503,383371,0 days 00:00:00.000000000
504,383428,0 days 00:20:00.000000000
505,383451,0 days 00:13:00.000000000
506,383500,14 days 20:36:00.000000000
507,383551,7 days 21:07:00.000000000
508,383572,7 days 18:52:00.000000000
509,383596,1 days 14:59:00.000000000
510,383705,1 days 10:20:00.000000000
511,383731,29 days 03:42:00.000000000
512,383748,5 days 02:12:00.000000000
513,383838,0 days 00:10:00.000000000
514,383849,45 days 22:38:00.000000000
515,383861,0 days 15:11:00.000000000
516,384075,4 days 05:13:00.000000000
517,384092,0 days 00:07:00.000000000
518,384229,1 days 20:29:00.000000000
519,384281,3 days 03:16:00.000000000
520,384347,9 days 23:11:00.000000000
521,384367,15 days 05:22:00.000000000
522,384411,0 days 00:00:00.000000000
523,384473,10 days 06:16:00.000000000
524,384475,9 days 03:47:00.000000000
525,384477,10 days 08:32:00.000000000
526,384481,0 days 00:02:00.000000000
527,384485,9 days 08:13:00.000000000
528,384556,0 days 00:00:00.000000000
529,384560,9 days 01:17:00.000000000
530,384572,0 days 19:44:00.000000000
531,384648,13 days 17:33:00.000000000
532,384718,0 days 00:02:00.000000000
533,384803,34 days 15:02:00.000000000
534,384822,12 days 18:29:00.000000000
535,384881,11 days 15:15:00.000000000
536,384910,5 days 22:22:00.000000000
537,384924,5 days 21:36:00.000000000
538,385022,0 days 00:36:00.000000000
539,385117,10 days 21:34:00.000000000
540,385197,3 days 03:48:00.000000000
541,385368,14 days 07:02:00.000000000
542,385644,12 days 07:20:00.000000000
543,385691,17 days 20:17:00.000000000
544,385700,7 days 18:36:00.000000000
545,385857,0 days 00:00:00.000000000
546,385887,6 days 07:09:00.000000000
547,385924,34 days 23:27:00.000000000
548,385981,0 days 01:51:00.000000000
549,386135,6 days 10:35:00.000000000
550,386193,11 days 00:08:00.000000000
551,386223,13 days 02:41:00.000000000
552,386365,10 days 12:08:00.000000000
553,386410,6 days 01:04:00.000000000
554,386427,11 days 03:18:00.000000000
555,386460,3 days 23:06:00.000000000
556,386535,0 days 00:02:00.000000000
557,386623,8 days 20:28:00.000000000
558,386652,6 days 19:23:00.000000000
559,386675,0 days 07:42:00.000000000
560,386678,0 days 07:00:00.000000000
561,386748,9 days 05:06:00.000000000
562,386765,12 days 20:40:00.000000000
563,386778,10 days 02:29:00.000000000
564,386825,8 days 19:23:00.000000000
565,386864,39 days 09:38:00.000000000
566,386901,9 days 04:52:00.000000000
567,387044,6 days 07:55:00.000000000
568,387097,11 days 18:34:00.000000000
569,387157,47 days 20:22:00.000000000
570,387176,1 days 04:03:00.000000000
571,387267,0 days 00:01:00.000000000
572,387271,7 days 21:26:00.000000000
573,387274,6 days 22:35:00.000000000
574,387319,5 days 17:32:00.000000000
575,387323,0 days 16:46:00.000000000
576,387326,0 days 21:52:00.000000000
577,387328,7 days 20:34:00.000000000
578,387331,14 days 16:49:00.000000000
579,387338,25 days 21:22:00.000000000
580,387353,7 days 19:30:00.000000000
581,387359,13 days 15:42:00.000000000
582,387362,5 days 15:24:00.000000000
583,387365,5 days 15:16:00.000000000
584,387367,28 days 15:14:00.000000000
585,387393,0 days 23:29:00.000000000
586,387429,39 days 01:51:00.000000000
587,387434,45 days 23:53:00.000000000
588,387550,2 days 19:38:00.000000000
589,387583,2 days 23:27:00.000000000
590,387588,5 days 19:53:00.000000000
591,387597,6 days 21:24:00.000000000
592,387691,23 days 06:23:00.000000000
593,387754,3 days 03:57:00.000000000
594,387790,1 days 22:15:00.000000000
595,387933,1 days 02:42:00.000000000
596,387946,5 days 21:12:00.000000000
597,387949,0 days 00:01:00.000000000
598,387985,1 days 23:47:00.000000000
599,388122,8 days 11:19:00.000000000
600,388135,0 days 00:01:00.000000000
601,388158,0 days 00:00:00.000000000
602,388189,9 days 05:58:00.000000000
603,388234,0 days 00:38:00.000000000
604,388241,8 days 23:48:00.000000000
605,388323,4 days 20:50:00.000000000
606,388518,4 days 23:19:00.000000000
607,388542,5 days 15:53:00.000000000
608,388553,11 days 22:30:00.000000000
609,388621,3 days 18:09:00.000000000
610,388625,0 days 00:00:00.000000000
611,388737,2 days 20:58:00.000000000
612,388748,5 days 03:09:00.000000000
613,388762,6 days 23:41:00.000000000
614,388774,2 days 23:50:00.000000000
615,389033,2 days 03:58:00.000000000
616,389045,3 days 00:47:00.000000000
617,389186,7 days 06:49:00.000000000
618,389233,1 days 13:53:00.000000000
619,389235,0 days 21:25:00.000000000
620,389246,0 days 12:20:00.000000000
621,389307,161 days 07:54:00.000000000
622,389309,1 days 00:57:00.000000000
623,389312,3 days 02:57:00.000000000
624,389328,240 days 07:33:00.000000000
625,389331,240 days 07:31:00.000000000
626,389333,240 days 07:31:00.000000000
627,389361,15 days 00:30:00.000000000
628,389406,3 days 03:16:00.000000000
629,389469,2 days 00:55:00.000000000
630,389490,14 days 16:54:00.000000000
631,389507,0 days 21:00:00.000000000
632,389582,0 days 00:00:00.000000000
633,389753,2 days 04:42:00.000000000
634,389774,8 days 14:12:00.000000000
635,389816,14 days 00:36:00.000000000
636,389982,6 days 16:56:00.000000000
637,389997,1 days 09:31:00.000000000
638,390007,1 days 02:09:00.000000000
639,390012,1 days 03:39:00.000000000
640,390098,17 days 23:45:00.000000000
641,390101,6 days 23:30:00.000000000
642,390114,6 days 00:38:00.000000000
643,390174,0 days 00:39:00.000000000
644,390224,14 days 20:06:00.000000000
645,390260,3 days 00:55:00.000000000
646,390282,5 days 15:58:00.000000000
647,390305,0 days 03:33:00.000000000
648,390308,4 days 03:35:00.000000000
649,390311,27 days 14:19:00.000000000
650,390313,6 days 04:47:00.000000000
651,390324,5 days 02:14:00.000000000
652,390331,256 days 04:54:00.000000000
653,390348,4 days 02:45:00.000000000
654,390412,60 days 23:39:00.000000000
655,390417,17 days 01:03:00.000000000
656,390419,33 days 02:47:00.000000000
657,390421,27 days 04:20:00.000000000
658,390424,27 days 04:20:00.000000000
659,390426,27 days 04:14:00.000000000
660,390428,27 days 04:20:00.000000000
661,390430,27 days 04:21:00.000000000
662,390432,27 days 04:22:00.000000000
663,390434,0 days 04:44:00.000000000
664,390436,27 days 07:04:00.000000000
665,390438,48 days 07:05:00.000000000
666,390443,41 days 03:08:00.000000000
667,390448,42 days 01:18:00.000000000
668,390450,55 days 00:00:00.000000000
669,390455,52 days 00:02:00.000000000
670,390617,163 days 22:10:00.000000000
671,391368,7 days 09:34:00.000000000
672,391469,7 days 01:12:00.000000000
673,391682,8 days 20:03:00.000000000
674,391687,49 days 18:02:00.000000000
675,391689,0 days 16:46:00.000000000
676,391691,0 days 18:22:00.000000000
677,391693,10 days 17:01:00.000000000
678,391747,0 days 09:34:00.000000000
679,392021,13 days 06:01:00.000000000
680,392026,175 days 23:39:00.000000000
681,392045,161 days 20:58:00.000000000
682,392168,0 days 22:31:00.000000000
683,392313,0 days 19:20:00.000000000
684,392365,2 days 08:03:00.000000000
685,392371,0 days 04:59:00.000000000
686,392373,0 days 00:01:00.000000000
687,392604,0 days 00:00:00.000000000
688,392675,0 days 14:45:00.000000000
689,392677,0 days 09:30:00.000000000
690,392679,0 days 10:58:00.000000000
691,392687,7 days 07:18:00.000000000
692,392701,7 days 09:31:00.000000000
693,392754,3 days 23:19:00.000000000
694,392755,0 days 23:45:00.000000000
695,392759,0 days 23:41:00.000000000
696,392775,0 days 00:00:00.000000000
697,392824,0 days 00:01:00.000000000
698,392831,0 days 00:00:00.000000000
699,392840,53 days 03:07:00.000000000
700,392871,139 days 19:05:00.000000000
701,392954,4 days 23:06:00.000000000
702,392970,4 days 13:29:00.000000000
703,392974,0 days 08:17:00.000000000
704,393200,6 days 20:51:00.000000000
705,393289,3 days 01:15:00.000000000
706,393321,1 days 22:03:00.000000000
707,393357,28 days 01:38:00.000000000
708,393407,1 days 22:54:00.000000000
709,393412,2 days 23:08:00.000000000
710,393418,1 days 22:51:00.000000000
711,393443,2 days 21:14:00.000000000
712,393457,0 days 04:51:00.000000000
713,393459,0 days 21:50:00.000000000
714,393461,1 days 20:29:00.000000000
715,393532,226 days 17:06:00.000000000
716,393585,24 days 12:21:00.000000000
717,393599,1 days 21:37:00.000000000
718,393617,3 days 00:28:00.000000000
719,393625,2 days 19:59:00.000000000
720,393637,26 days 07:40:00.000000000
721,393674,5 days 02:57:00.000000000
722,393685,27 days 01:26:00.000000000
723,393712,5 days 02:03:00.000000000
724,393720,20 days 13:53:00.000000000
725,393727,0 days 01:19:00.000000000
726,393730,1 days 23:01:00.000000000
727,393737,8 days 01:33:00.000000000
728,393749,13 days 05:17:00.000000000
729,393770,2 days 00:21:00.000000000
730,393776,14 days 04:13:00.000000000
731,393799,38 days 18:52:00.000000000
732,393804,1 days 20:27:00.000000000
733,393893,1 days 22:36:00.000000000
